b21	b10	a01	a12	syl
e	z	o	x	true
e	z	o	z	false
e	z	o	ș	false
e	z	r	o	true
e	z	r	ă	true
e	z	u	-	false
e	z	u	e	false
e	z	u	i	false
e	z	u	l	false
e	z	u	l	true
e	z	u	m	false
e	z	u	m	true
e	z	u	n	false
e	z	u	n	true
e	z	u	r	false
e	z	u	s	false
e	z	u	t	false
e	z	u	v	false
e	z	u	ș	false
e	z	u	ț	false
e	z	v	a	true
e	z	v	e	true
e	z	v	i	true
e	z	v	o	true
e	z	v	ă	true
e	z	z	i	false
e	z	z	i	true
e	z	z	o	true
e	z	â	n	false
e	z	ă	-	false
e	z	ă	a	false
e	z	ă	i	false
e	z	ă	l	false
e	z	ă	m	false
e	z	ă	r	false
e	z	ă	t	false
e	z	ă	ș	false
e	â	n	d	false
e	î	m	b	false
e	î	m	p	false
e	î	n	a	false
e	î	n	a	true
e	î	n	c	false
e	î	n	d	false
e	î	n	f	false
e	î	n	g	false
e	î	n	m	false
e	î	n	n	false
e	î	n	r	false
e	î	n	s	false
e	î	n	t	false
e	î	n	v	false
e	î	n	ă	true
e	î	n	ș	false
e	î	n	ț	false
e	ă	m	-	false
e	ă	r	i	false
e	ă	r	i	true
e	ș	a	-	false
e	ș	a	b	false
e	ș	a	f	false
e	ș	a	g	false
e	ș	a	i	false
e	ș	a	l	false
e	ș	a	m	false
e	ș	a	n	false
e	ș	a	p	false
e	ș	a	r	false
e	ș	a	s	false
e	ș	a	t	false
e	ș	a	u	false
e	ș	a	ș	false
e	ș	a	ț	false
e	ș	b	a	true
e	ș	c	a	true
e	ș	c	e	true
e	ș	c	h	true
e	ș	c	o	false
e	ș	c	o	true
e	ș	c	u	true
e	ș	c	ă	true
e	ș	e	-	false
e	ș	e	a	false
e	ș	e	c	false
e	ș	e	d	false
e	ș	e	f	false
e	ș	e	i	false
e	ș	e	l	false
e	ș	e	n	false
e	ș	e	r	false
e	ș	e	s	false
e	ș	e	u	false
e	ș	e	z	false
e	ș	e	ș	false
e	ș	i	-	false
e	ș	i	a	false
e	ș	i	c	false
e	ș	i	e	false
e	ș	i	f	false
e	ș	i	i	false
e	ș	i	l	false
e	ș	i	m	false
e	ș	i	n	false
e	ș	i	o	false
e	ș	i	p	false
e	ș	i	r	false
e	ș	i	s	false
e	ș	i	t	false
e	ș	i	u	false
e	ș	i	ș	false
e	ș	i	ț	false
e	ș	l	e	true
e	ș	l	i	true
e	ș	m	e	true
e	ș	m	i	true
e	ș	m	â	true
e	ș	n	i	true
e	ș	o	-	false
e	ș	o	a	false
e	ș	o	c	false
e	ș	o	s	false
e	ș	o	u	false
e	ș	t	a	true
e	ș	t	e	false
e	ș	t	e	true
e	ș	t	i	false
e	ș	t	i	true
e	ș	t	o	true
e	ș	t	r	true
e	ș	t	â	true
e	ș	t	ă	true
e	ș	u	a	false
e	ș	u	c	false
e	ș	u	e	false
e	ș	u	g	false
e	ș	u	i	false
e	ș	u	l	false
e	ș	u	r	false
e	ș	u	t	false
e	ș	u	v	false
e	ș	u	â	false
e	ș	u	ă	false
e	ș	â	n	false
e	ș	ă	-	false
e	ș	ă	m	false
e	ș	ă	n	false
e	ș	ă	r	false
e	ț	a	-	false
e	ț	a	i	false
e	ț	a	j	false
e	ț	a	m	false
e	ț	a	n	false
e	ț	a	r	false
e	ț	a	s	false
e	ț	a	t	false
e	ț	a	u	false
e	ț	a	ș	false
e	ț	a	ț	false
e	ț	c	a	true
e	ț	c	ă	true
e	ț	e	-	false
e	ț	e	a	false
e	ț	e	i	false
e	ț	e	l	false
e	ț	e	n	false
e	ț	e	s	false
e	ț	e	t	false
e	ț	e	z	false
e	ț	e	ș	false
e	ț	i	-	false
e	ț	i	a	false
e	ț	i	c	false
e	ț	i	d	false
e	ț	i	e	false
e	ț	i	f	false
e	ț	i	g	false
e	ț	i	i	false
e	ț	i	l	false
e	ț	i	m	false
e	ț	i	n	false
e	ț	i	o	false
e	ț	i	r	false
e	ț	i	s	false
e	ț	i	t	false
e	ț	i	u	false
e	ț	i	v	false
e	ț	i	ș	false
e	ț	i	ț	false
e	ț	o	a	false
e	ț	o	i	false
e	ț	o	s	false
e	ț	o	ș	false
e	ț	u	i	false
e	ț	u	l	false
e	ț	u	r	false
e	ț	u	ș	false
e	ț	â	n	false
e	ț	ă	-	false
e	ț	ă	l	false
e	ț	ă	m	false
e	ț	ă	r	false
f	a	b	e	true
f	a	b	i	true
f	a	b	r	true
f	a	b	u	true
f	a	c	-	false
f	a	c	e	true
f	a	c	h	true
f	a	c	i	false
f	a	c	i	true
f	a	c	l	true
f	a	c	o	true
f	a	c	s	false
f	a	c	t	false
f	a	c	u	true
f	a	c	ă	true
f	a	c	ț	false
f	a	d	-	false
f	a	d	a	true
f	a	d	e	true
f	a	d	i	true
f	a	d	n	false
f	a	d	o	true
f	a	d	ă	true
f	a	e	l	true
f	a	e	t	true
f	a	g	-	false
f	a	g	a	true
f	a	g	e	true
f	a	g	i	false
f	a	g	i	true
f	a	g	n	false
f	a	g	o	true
f	a	g	u	true
f	a	g	ă	true
f	a	i	-	false
f	a	i	a	true
f	a	i	e	true
f	a	i	l	false
f	a	i	l	true
f	a	i	m	false
f	a	i	n	false
f	a	i	u	false
f	a	i	u	true
f	a	j	-	false
f	a	j	u	true
f	a	l	-	false
f	a	l	a	false
f	a	l	a	true
f	a	l	b	false
f	a	l	c	false
f	a	l	d	false
f	a	l	e	true
f	a	l	g	false
f	a	l	i	false
f	a	l	i	true
f	a	l	n	false
f	a	l	o	true
f	a	l	s	false
f	a	l	t	false
f	a	l	u	true
f	a	l	ă	true
f	a	l	ș	false
f	a	l	ț	false
f	a	m	-	false
f	a	m	a	true
f	a	m	e	true
f	a	m	i	false
f	a	m	i	true
f	a	m	â	true
f	a	m	ă	true
f	a	n	-	false
f	a	n	a	true
f	a	n	c	false
f	a	n	d	false
f	a	n	e	true
f	a	n	f	false
f	a	n	g	false
f	a	n	i	false
f	a	n	i	true
f	a	n	o	true
f	a	n	t	false
f	a	n	u	true
f	a	n	â	true
f	a	n	ă	true
f	a	n	ț	false
f	a	p	t	false
f	a	p	ț	false
f	a	r	-	false
f	a	r	a	true
f	a	r	c	false
f	a	r	d	false
f	a	r	e	true
f	a	r	f	false
f	a	r	i	false
f	a	r	i	true
f	a	r	m	false
f	a	r	n	false
f	a	r	o	true
f	a	r	s	false
f	a	r	t	false
f	a	r	u	true
f	a	r	z	false
f	a	r	ă	true
f	a	s	-	false
f	a	s	c	false
f	a	s	e	true
f	a	s	i	true
f	a	s	o	true
f	a	s	t	false
f	a	s	u	true
f	a	t	-	false
f	a	t	a	true
f	a	t	e	true
f	a	t	i	true
f	a	t	r	true
f	a	t	u	true
f	a	t	â	true
f	a	t	ă	true
f	a	u	-	false
f	a	u	a	true
f	a	u	l	true
f	a	u	n	false
f	a	u	n	true
f	a	u	r	true
f	a	u	s	false
f	a	u	s	true
f	a	v	i	true
f	a	v	o	true
f	a	v	u	true
f	a	x	-	false
f	a	x	u	true
f	a	z	a	true
f	a	z	e	true
f	a	z	i	false
f	a	z	i	true
f	a	z	m	false
f	a	z	o	true
f	a	z	â	true
f	a	z	ă	true
f	a	ș	-	false
f	a	ș	a	true
f	a	ș	e	true
f	a	ș	i	false
f	a	ș	i	true
f	a	ș	t	false
f	a	ș	u	true
f	a	ș	ă	true
f	a	ț	a	true
f	a	ț	e	true
f	a	ț	i	false
f	a	ț	i	true
f	a	ț	â	true
f	a	ț	ă	true
f	c	a	-	false
f	c	a	l	false
f	c	a	u	false
f	c	e	-	false
f	c	e	i	false
f	c	e	l	false
f	c	o	n	false
f	c	ă	-	false
f	d	r	u	false
f	e	a	-	false
f	e	a	c	false
f	e	a	c	true
f	e	a	f	false
f	e	a	i	false
f	e	a	l	false
f	e	a	m	false
f	e	a	s	false
f	e	a	u	false
f	e	a	z	false
f	e	a	ț	false
f	e	b	-	false
f	e	b	a	true
f	e	b	i	false
f	e	b	i	true
f	e	b	l	true
f	e	b	o	true
f	e	b	r	true
f	e	b	u	true
f	e	c	-	false
f	e	c	a	true
f	e	c	c	false
f	e	c	e	true
f	e	c	h	true
f	e	c	i	false
f	e	c	i	true
f	e	c	l	true
f	e	c	o	true
f	e	c	r	true
f	e	c	t	false
f	e	c	u	true
f	e	c	â	true
f	e	c	ă	true
f	e	c	ț	false
f	e	d	e	true
f	e	d	i	true
f	e	d	o	true
f	e	d	r	true
f	e	e	-	true
f	e	e	a	true
f	e	e	i	true
f	e	e	l	true
f	e	e	r	true
f	e	g	i	true
f	e	i	-	false
f	e	i	d	true
f	e	i	e	true
f	e	i	i	true
f	e	i	l	true
f	e	i	n	true
f	e	i	s	true
f	e	i	u	true
f	e	l	-	false
f	e	l	a	true
f	e	l	c	false
f	e	l	d	false
f	e	l	e	true
f	e	l	i	false
f	e	l	i	true
f	e	l	n	false
f	e	l	o	true
f	e	l	u	true
f	e	l	â	true
f	e	l	ă	true
f	e	m	-	false
f	e	m	a	true
f	e	m	e	true
f	e	m	i	true
f	e	m	u	true
f	e	m	â	true
f	e	m	ă	true
f	e	n	-	false
f	e	n	a	false
f	e	n	a	true
f	e	n	c	false
f	e	n	d	false
f	e	n	e	true
f	e	n	i	false
f	e	n	i	true
f	e	n	o	true
f	e	n	s	false
f	e	n	t	false
f	e	n	u	true
f	e	n	ă	true
f	e	o	n	true
f	e	r	-	false
f	e	r	a	true
f	e	r	b	false
f	e	r	c	false
f	e	r	d	false
f	e	r	e	true
f	e	r	f	false
f	e	r	i	false
f	e	r	i	true
f	e	r	l	false
f	e	r	m	false
f	e	r	n	false
f	e	r	o	true
f	e	r	p	false
f	e	r	t	false
f	e	r	u	true
f	e	r	v	false
f	e	r	â	true
f	e	r	ă	true
f	e	r	ț	false
f	e	s	-	false
f	e	s	a	true
f	e	s	c	false
f	e	s	e	true
f	e	s	f	false
f	e	s	i	true
f	e	s	o	true
f	e	s	t	false
f	e	s	u	true
f	e	s	â	true
f	e	s	ă	true
f	e	t	-	false
f	e	t	a	true
f	e	t	e	true
f	e	t	i	false
f	e	t	i	true
f	e	t	n	false
f	e	t	o	true
f	e	t	r	true
f	e	t	u	true
f	e	t	â	true
f	e	t	ă	true
f	e	u	-	false
f	e	u	d	false
f	e	u	d	true
f	e	u	l	true
f	e	u	n	true
f	e	u	r	true
f	e	v	r	true
f	e	z	-	false
f	e	z	a	true
f	e	z	e	true
f	e	z	i	false
f	e	z	i	true
f	e	z	ă	true
f	e	ș	e	true
f	e	ș	i	false
f	e	ș	i	true
f	e	ș	n	false
f	e	ș	t	false
f	e	ț	e	true
f	e	ț	i	false
f	e	ț	i	true
f	f	i	t	false
f	g	a	n	false
f	g	i	i	false
f	g	i	u	false
f	h	i	d	false
f	i	a	-	true
f	i	a	b	false
f	i	a	b	true
f	i	a	c	false
f	i	a	c	true
f	i	a	i	false
f	i	a	i	true
f	i	a	l	true
f	i	a	m	true
f	i	a	n	false
f	i	a	n	true
f	i	a	r	false
f	i	a	r	true
f	i	a	s	false
f	i	a	s	true
f	i	a	t	false
f	i	a	t	true
f	i	a	u	true
f	i	a	z	true
f	i	a	ș	false
f	i	a	ș	true
f	i	a	ț	false
f	i	a	ț	true
f	i	b	i	true
f	i	b	o	true
f	i	b	r	true
f	i	b	u	true
f	i	c	-	false
f	i	c	a	true
f	i	c	e	true
f	i	c	h	true
f	i	c	i	false
f	i	c	i	true
f	i	c	l	true
f	i	c	o	true
f	i	c	t	false
f	i	c	u	true
f	i	c	â	true
f	i	c	ă	true
f	i	c	ș	false
f	i	c	ț	false
f	i	d	-	false
f	i	d	a	true
f	i	d	e	true
f	i	d	i	true
f	i	d	o	true
f	i	d	r	true
f	i	d	u	true
f	i	d	â	true
f	i	d	ă	true
f	i	e	-	true
f	i	e	c	true
f	i	e	f	true
f	i	e	i	false
f	i	e	i	true
f	i	e	l	true
f	i	e	m	true
f	i	e	n	true
f	i	e	r	false
f	i	e	r	true
f	i	e	s	true
f	i	e	t	true
f	i	e	u	false
f	i	e	u	true
f	i	e	z	true
f	i	e	ș	true
f	i	e	ț	true
f	i	f	-	false
f	i	f	l	true
f	i	g	-	false
f	i	g	e	true
f	i	g	i	false
f	i	g	i	true
f	i	g	m	false
f	i	g	o	true
f	i	g	r	true
f	i	g	u	true
f	i	g	ă	true
f	i	i	-	false
f	i	i	-	true
f	i	i	c	false
f	i	i	c	true
f	i	i	i	true
f	i	i	l	true
f	i	i	m	true
f	i	i	n	false
f	i	i	n	true
f	i	i	r	false
f	i	i	r	true
f	i	i	s	true
f	i	i	t	true
f	i	i	ș	true
f	i	i	ț	true
f	i	j	i	true
f	i	l	-	false
f	i	l	a	true
f	i	l	d	false
f	i	l	e	true
f	i	l	f	false
f	i	l	i	false
f	i	l	i	true
f	i	l	m	false
f	i	l	o	true
f	i	l	t	false
f	i	l	u	true
f	i	l	â	true
f	i	l	ă	true
f	i	l	ț	false
f	i	m	-	false
f	i	m	a	true
f	i	m	e	true
f	i	m	i	false
f	i	m	i	true
f	i	m	u	true
f	i	m	ă	true
f	i	n	-	false
f	i	n	a	true
f	i	n	c	false
f	i	n	d	false
f	i	n	e	true
f	i	n	g	false
f	i	n	i	false
f	i	n	i	true
f	i	n	l	false
f	i	n	o	true
f	i	n	t	false
f	i	n	u	true
f	i	n	x	false
f	i	n	â	true
f	i	n	ă	true
f	i	n	ț	false
f	i	o	a	true
f	i	o	c	false
f	i	o	f	true
f	i	o	g	false
f	i	o	l	true
f	i	o	m	false
f	i	o	n	false
f	i	o	n	true
f	i	o	r	false
f	i	o	r	true
f	i	o	s	true
f	i	o	t	false
f	i	o	t	true
f	i	o	x	true
f	i	o	ș	true
f	i	o	ț	true
f	i	p	o	true
f	i	p	r	true
f	i	p	s	false
f	i	p	t	false
f	i	p	â	true
f	i	p	ț	false
f	i	r	-	false
f	i	r	a	true
f	i	r	d	false
f	i	r	e	true
f	i	r	f	false
f	i	r	i	false
f	i	r	i	true
f	i	r	l	false
f	i	r	m	false
f	i	r	n	false
f	i	r	o	true
f	i	r	u	true
f	i	r	â	true
f	i	r	ă	true
f	i	s	a	true
f	i	s	c	false
f	i	s	e	true
f	i	s	i	true
f	i	s	m	false
f	i	s	t	false
f	i	s	u	true
f	i	s	ă	true
f	i	t	-	false
f	i	t	a	true
f	i	t	e	true
f	i	t	i	false
f	i	t	i	true
f	i	t	o	true
f	i	t	r	true
f	i	t	u	true
f	i	t	â	true
f	i	t	ă	true
f	i	u	-	false
f	i	u	l	true
f	i	u	r	false
f	i	u	r	true
f	i	u	t	false
f	i	u	ț	true
f	i	x	-	false
f	i	x	a	true
f	i	x	e	true
f	i	x	i	true
f	i	x	o	true
f	i	x	u	true
f	i	x	â	true
f	i	x	ă	true
f	i	z	-	false
f	i	z	a	true
f	i	z	e	true
f	i	z	i	false
f	i	z	i	true
f	i	z	o	true
f	i	z	u	true
f	i	z	â	true
f	i	z	ă	true
f	i	ș	-	false
f	i	ș	a	true
f	i	ș	c	false
f	i	ș	e	true
f	i	ș	i	false
f	i	ș	i	true
f	i	ș	o	true
f	i	ș	t	false
f	i	ș	u	true
f	i	ș	â	true
f	i	ș	ă	true
f	i	ț	a	true
f	i	ț	e	true
f	i	ț	i	false
f	i	ț	i	true
f	i	ț	u	true
f	i	ț	ă	true
f	l	a	-	false
f	l	a	b	false
f	l	a	c	false
f	l	a	g	false
f	l	a	i	false
f	l	a	j	false
f	l	a	m	false
f	l	a	n	false
f	l	a	r	false
f	l	a	s	false
f	l	a	t	false
f	l	a	u	false
f	l	a	v	false
f	l	a	x	false
f	l	a	ș	false
f	l	a	ț	false
f	l	e	-	false
f	l	e	a	false
f	l	e	b	false
f	l	e	c	false
f	l	e	e	false
f	l	e	g	false
f	l	e	i	false
f	l	e	l	false
f	l	e	m	false
f	l	e	n	false
f	l	e	o	false
f	l	e	r	false
f	l	e	s	false
f	l	e	t	false
f	l	e	u	false
f	l	e	x	false
f	l	e	z	false
f	l	e	ș	false
f	l	e	ț	false
f	l	i	-	false
f	l	i	b	false
f	l	i	c	false
f	l	i	e	false
f	l	i	g	false
f	l	i	i	false
f	l	i	m	false
f	l	i	n	false
f	l	i	p	false
f	l	i	r	false
f	l	i	s	false
f	l	i	t	false
f	l	i	u	false
f	l	i	ș	false
f	l	i	ț	false
f	l	o	a	false
f	l	o	c	false
f	l	o	g	false
f	l	o	i	false
f	l	o	l	false
f	l	o	m	false
f	l	o	n	false
f	l	o	p	false
f	l	o	r	false
f	l	o	s	false
f	l	o	t	false
f	l	o	x	false
f	l	u	-	false
f	l	u	a	false
f	l	u	c	false
f	l	u	d	false
f	l	u	e	false
f	l	u	i	false
f	l	u	j	false
f	l	u	l	false
f	l	u	o	false
f	l	u	r	false
f	l	u	t	false
f	l	u	u	false
f	l	u	v	false
f	l	u	x	false
f	l	u	z	false
f	l	u	â	false
f	l	u	ă	false
f	l	u	ș	false
f	l	â	c	false
f	l	â	n	false
f	l	ă	-	false
f	l	ă	c	false
f	l	ă	m	false
f	l	ă	r	false
f	l	ă	t	false
f	n	a	-	false
f	n	a	i	false
f	n	a	m	false
f	n	a	r	false
f	n	a	s	false
f	n	a	t	false
f	n	a	u	false
f	n	a	ș	false
f	n	a	ț	false
f	n	e	-	false
f	n	e	a	false
f	n	e	i	false
f	n	e	l	false
f	n	e	s	false
f	n	e	t	false
f	n	e	z	false
f	n	e	ș	false
f	n	i	-	false
f	n	i	a	false
f	n	i	e	false
f	n	i	i	false
f	n	i	m	false
f	n	i	n	false
f	n	i	r	false
f	n	i	s	false
f	n	i	t	false
f	n	i	u	false
f	n	i	ș	false
f	n	i	ț	false
f	n	o	a	false
f	n	o	s	false
f	n	o	ș	false
f	n	â	n	false
f	n	ă	-	false
f	n	ă	m	false
f	n	ă	r	false
f	o	a	c	false
f	o	a	d	false
f	o	a	i	false
f	o	a	i	true
f	o	a	l	false
f	o	a	m	false
f	o	a	n	false
f	o	a	n	true
f	o	a	r	false
f	o	a	s	false
f	o	b	-	false
f	o	b	a	true
f	o	b	e	true
f	o	b	i	false
f	o	b	i	true
f	o	b	l	true
f	o	b	u	true
f	o	b	ă	true
f	o	c	-	false
f	o	c	a	true
f	o	c	e	true
f	o	c	h	true
f	o	c	i	false
f	o	c	i	true
f	o	c	o	true
f	o	c	r	true
f	o	c	u	true
f	o	c	â	true
f	o	c	ă	true
f	o	c	ș	false
f	o	d	-	false
f	o	d	a	true
f	o	d	e	true
f	o	d	r	true
f	o	d	u	true
f	o	d	â	true
f	o	d	ă	true
f	o	f	e	true
f	o	f	i	true
f	o	f	l	true
f	o	f	o	true
f	o	f	u	true
f	o	f	â	true
f	o	g	e	true
f	o	g	n	false
f	o	g	r	true
f	o	i	-	false
f	o	i	-	true
f	o	i	a	true
f	o	i	c	true
f	o	i	d	true
f	o	i	e	true
f	o	i	i	true
f	o	i	l	false
f	o	i	l	true
f	o	i	m	true
f	o	i	n	true
f	o	i	o	true
f	o	i	r	true
f	o	i	s	true
f	o	i	t	true
f	o	i	u	false
f	o	i	u	true
f	o	i	z	true
f	o	i	ș	false
f	o	i	ș	true
f	o	i	ț	true
f	o	j	g	false
f	o	l	-	false
f	o	l	c	false
f	o	l	d	false
f	o	l	e	true
f	o	l	f	false
f	o	l	i	true
f	o	l	k	false
f	o	l	o	true
f	o	m	a	true
f	o	m	e	true
f	o	n	-	false
f	o	n	a	true
f	o	n	c	false
f	o	n	d	false
f	o	n	e	true
f	o	n	f	false
f	o	n	g	false
f	o	n	i	false
f	o	n	i	true
f	o	n	o	true
f	o	n	t	false
f	o	n	u	true
f	o	n	â	true
f	o	n	ă	true
f	o	p	a	true
f	o	p	e	true
f	o	p	o	true
f	o	p	s	false
f	o	r	-	false
f	o	r	a	true
f	o	r	b	false
f	o	r	c	false
f	o	r	d	false
f	o	r	e	true
f	o	r	f	false
f	o	r	h	false
f	o	r	i	false
f	o	r	i	true
f	o	r	j	false
f	o	r	m	false
f	o	r	n	false
f	o	r	o	true
f	o	r	p	false
f	o	r	s	false
f	o	r	t	false
f	o	r	u	true
f	o	r	z	false
f	o	r	â	true
f	o	r	î	true
f	o	r	ă	true
f	o	r	ș	false
f	o	r	ț	false
f	o	s	-	false
f	o	s	a	true
f	o	s	c	false
f	o	s	c	true
f	o	s	e	true
f	o	s	f	false
f	o	s	g	false
f	o	s	i	true
f	o	s	k	false
f	o	s	t	false
f	o	s	u	true
f	o	s	â	true
f	o	s	ă	true
f	o	t	-	false
f	o	t	a	true
f	o	t	b	false
f	o	t	e	true
f	o	t	i	true
f	o	t	o	true
f	o	t	u	true
f	o	t	ă	true
f	o	u	r	false
f	o	v	e	true
f	o	v	i	true
f	o	x	-	false
f	o	x	t	false
f	o	x	u	true
f	o	z	a	true
f	o	z	e	true
f	o	z	o	true
f	o	z	â	true
f	o	z	ă	true
f	o	ș	i	false
f	o	ș	n	false
f	o	ș	t	false
f	o	ș	ă	true
f	o	ț	i	false
f	o	ț	i	true
f	r	a	-	false
f	r	a	a	false
f	r	a	b	false
f	r	a	c	false
f	r	a	g	false
f	r	a	h	false
f	r	a	i	false
f	r	a	j	false
f	r	a	l	false
f	r	a	m	false
f	r	a	n	false
f	r	a	p	false
f	r	a	r	false
f	r	a	s	false
f	r	a	t	false
f	r	a	u	false
f	r	a	x	false
f	r	a	z	false
f	r	a	ș	false
f	r	a	ț	false
f	r	e	-	false
f	r	e	a	false
f	r	e	c	false
f	r	e	c	true
f	r	e	d	false
f	r	e	g	false
f	r	e	i	false
f	r	e	l	false
f	r	e	m	false
f	r	e	n	false
f	r	e	o	false
f	r	e	r	false
f	r	e	s	false
f	r	e	t	false
f	r	e	u	false
f	r	e	z	false
f	r	e	ș	false
f	r	i	-	false
f	r	i	a	false
f	r	i	c	false
f	r	i	d	false
f	r	i	g	false
f	r	i	i	false
f	r	i	j	false
f	r	i	k	false
f	r	i	l	false
f	r	i	n	false
f	r	i	p	false
f	r	i	s	false
f	r	i	t	false
f	r	i	u	false
f	r	i	v	false
f	r	i	z	false
f	r	i	ș	false
f	r	o	-	false
f	r	o	a	false
f	r	o	d	false
f	r	o	f	false
f	r	o	g	false
f	r	o	i	false
f	r	o	l	false
f	r	o	n	false
f	r	o	p	false
f	r	o	r	false
f	r	o	s	false
f	r	o	t	false
f	r	o	z	false
f	r	u	-	false
f	r	u	c	false
f	r	u	g	false
f	r	u	l	false
f	r	u	m	false
f	r	u	n	false
f	r	u	p	false
f	r	u	r	false
f	r	u	s	false
f	r	u	t	false
f	r	u	ș	false
f	r	â	g	false
f	r	â	i	false
f	r	â	n	false
f	r	â	u	false
f	r	ă	-	false
f	r	ă	g	false
f	r	ă	m	false
f	r	ă	n	false
f	r	ă	r	false
f	r	ă	s	false
f	r	ă	ț	false
f	s	a	i	false
f	s	e	t	false
f	t	a	-	false
f	t	a	i	false
f	t	a	l	false
f	t	a	m	false
f	t	a	n	false
f	t	a	r	false
f	t	a	s	false
f	t	a	t	false
f	t	a	u	false
f	t	a	ș	false
f	t	a	ț	false
f	t	e	-	false
f	t	e	a	false
f	t	e	c	false
f	t	e	g	false
f	t	e	i	false
f	t	e	l	false
f	t	e	n	false
f	t	e	r	false
f	t	e	s	false
f	t	e	z	false
f	t	e	ș	false
f	t	i	-	false
f	t	i	a	false
f	t	i	c	false
f	t	i	e	false
f	t	i	i	false
f	t	i	l	false
f	t	i	m	false
f	t	i	n	false
f	t	i	o	false
f	t	i	r	false
f	t	i	s	false
f	t	i	t	false
f	t	i	u	false
f	t	i	z	false
f	t	i	ș	false
f	t	i	ț	false
f	t	o	a	false
f	t	o	i	false
f	t	o	l	false
f	t	o	n	false
f	t	o	r	false
f	t	o	s	false
f	t	o	ș	false
f	t	u	i	false
f	t	u	l	false
f	t	u	r	false
f	t	â	n	false
f	t	ă	-	false
f	t	ă	l	false
f	t	ă	m	false
f	t	ă	n	false
f	t	ă	r	false
f	t	ă	t	false
f	u	c	i	true
f	u	c	o	true
f	u	c	s	false
f	u	c	u	true
f	u	d	u	true
f	u	e	g	false
f	u	e	g	true
f	u	f	a	true
f	u	f	e	true
f	u	f	ă	true
f	u	g	-	false
f	u	g	a	true
f	u	g	e	true
f	u	g	h	true
f	u	g	i	false
f	u	g	i	true
f	u	g	o	true
f	u	g	u	true
f	u	g	â	true
f	u	g	ă	true
f	u	i	-	false
f	u	i	-	true
f	u	i	a	true
f	u	i	e	true
f	u	i	i	true
f	u	i	m	true
f	u	i	n	true
f	u	i	o	true
f	u	i	r	true
f	u	i	s	true
f	u	i	t	false
f	u	i	t	true
f	u	i	ș	true
f	u	i	ț	true
f	u	l	-	false
f	u	l	a	true
f	u	l	d	false
f	u	l	e	true
f	u	l	g	false
f	u	l	i	true
f	u	l	m	false
f	u	l	o	true
f	u	l	u	true
f	u	l	â	true
f	u	l	ă	true
f	u	m	-	false
f	u	m	a	true
f	u	m	e	true
f	u	m	i	false
f	u	m	i	true
f	u	m	o	true
f	u	m	u	true
f	u	m	â	true
f	u	m	ă	true
f	u	n	-	false
f	u	n	a	true
f	u	n	c	false
f	u	n	d	false
f	u	n	e	true
f	u	n	g	false
f	u	n	i	true
f	u	n	u	true
f	u	n	z	false
f	u	r	-	false
f	u	r	a	true
f	u	r	b	false
f	u	r	c	false
f	u	r	d	false
f	u	r	e	true
f	u	r	f	false
f	u	r	g	false
f	u	r	i	false
f	u	r	i	true
f	u	r	l	false
f	u	r	m	false
f	u	r	n	false
f	u	r	o	true
f	u	r	s	false
f	u	r	t	false
f	u	r	u	true
f	u	r	â	true
f	u	r	ă	true
f	u	s	-	false
f	u	s	a	true
f	u	s	c	false
f	u	s	e	true
f	u	s	i	true
f	u	s	t	false
f	u	s	u	true
f	u	t	-	false
f	u	t	a	true
f	u	t	e	true
f	u	t	i	true
f	u	t	u	true
f	u	t	â	true
f	u	t	ă	true
f	u	x	-	false
f	u	x	u	true
f	u	z	-	false
f	u	z	a	true
f	u	z	e	true
f	u	z	i	false
f	u	z	i	true
f	u	z	o	true
f	u	z	u	true
f	u	z	â	true
f	u	z	ă	true
f	u	ș	a	true
f	u	ș	i	false
f	u	ș	o	true
f	u	ș	t	false
f	u	ț	-	false
f	u	ț	i	false
f	u	ț	i	true
f	u	ț	u	true
f	â	i	-	false
f	â	i	-	true
f	â	i	a	true
f	â	i	e	true
f	â	i	i	true
f	â	i	m	true
f	â	i	n	true
f	â	i	r	true
f	â	i	s	true
f	â	i	t	true
f	â	i	ș	true
f	â	i	ț	true
f	â	l	-	false
f	â	l	c	false
f	â	l	f	false
f	â	n	-	false
f	â	n	a	true
f	â	n	d	false
f	â	n	e	true
f	â	n	i	true
f	â	n	o	true
f	â	n	t	false
f	â	n	u	true
f	â	n	â	true
f	â	n	ă	true
f	â	r	-	false
f	â	r	c	false
f	â	r	l	false
f	â	r	n	false
f	â	r	t	false
f	â	r	â	true
f	â	r	ș	false
f	â	s	-	false
f	â	s	a	true
f	â	s	e	true
f	â	s	t	false
f	â	s	â	true
f	â	s	ă	true
f	â	ș	-	false
f	â	ș	i	true
f	â	ș	n	false
f	â	ș	u	true
f	â	ș	â	true
f	â	ț	-	false
f	â	ț	a	true
f	â	ț	e	true
f	â	ț	i	true
f	â	ț	â	true
f	â	ț	ă	true
f	ă	c	a	true
f	ă	c	e	true
f	ă	c	l	true
f	ă	c	u	true
f	ă	c	â	true
f	ă	c	ă	true
f	ă	d	-	false
f	ă	d	e	true
f	ă	d	i	true
f	ă	d	ă	true
f	ă	g	a	true
f	ă	g	e	true
f	ă	g	ă	true
f	ă	i	-	false
f	ă	i	-	true
f	ă	i	a	true
f	ă	i	e	true
f	ă	i	i	true
f	ă	i	l	true
f	ă	i	m	false
f	ă	i	m	true
f	ă	i	n	true
f	ă	i	r	true
f	ă	i	s	true
f	ă	i	t	true
