b20	a03	syl
ct	era	false
ct	ere	false
ct	eri	false
ct	ero	false
ct	eru	false
ct	eră	false
ct	esc	false
ct	et-	false
ct	ete	false
ct	etu	false
ct	eu-	false
ct	eul	false
ct	eur	false
ct	ez-	false
ct	eze	false
ct	ezi	false
ct	ețe	false
ct	ia-	false
ct	ibi	false
ct	ic-	false
ct	ica	false
ct	ice	false
ct	ici	false
ct	ico	false
ct	icu	false
ct	icâ	false
ct	ică	false
ct	ido	false
ct	ie-	false
ct	iei	false
ct	ier	false
ct	ife	false
ct	ifi	false
ct	ifl	false
ct	ifo	false
ct	ifu	false
ct	iga	false
ct	ii-	false
ct	il-	false
ct	ile	false
ct	ili	false
ct	ilo	false
ct	ilr	false
ct	ilu	false
ct	ilă	false
ct	ima	false
ct	ime	false
ct	imi	false
ct	imo	false
ct	imă	false
ct	in-	false
ct	ina	false
ct	ine	false
ct	ini	false
ct	ino	false
ct	inu	false
ct	ină	false
ct	ioc	false
ct	iof	false
ct	ion	false
ct	iop	false
ct	ip-	false
ct	ipu	false
ct	ir-	false
ct	ire	false
ct	iri	false
ct	iro	false
ct	iru	false
ct	is-	false
ct	ise	false
ct	isi	false
ct	ism	false
ct	isu	false
ct	it-	false
ct	ita	false
ct	ite	false
ct	iti	false
ct	ito	false
ct	itu	false
ct	ită	false
ct	iv-	false
ct	iva	false
ct	ive	false
ct	ivi	false
ct	ivo	false
ct	ivu	false
ct	ivâ	false
ct	ivă	false
ct	iza	false
ct	ize	false
ct	izi	false
ct	izâ	false
ct	iză	false
ct	ișo	false
ct	o--	false
ct	oan	false
ct	oar	false
ct	oba	false
ct	obi	false
ct	oc-	false
ct	oca	false
ct	oco	false
ct	oda	false
ct	ode	false
ct	odu	false
ct	odă	false
ct	oen	false
ct	ofa	false
ct	ofe	false
ct	ofi	false
ct	ofl	false
ct	ofo	false
ct	ofr	false
ct	ofu	false
ct	oge	false
ct	ogl	false
ct	ogn	false
ct	ogo	false
ct	ogr	false
ct	oid	false
ct	oih	false
ct	ole	false
ct	oli	false
ct	olo	false
ct	oma	false
ct	omb	false
ct	ome	false
ct	omi	false
ct	on-	false
ct	ona	false
ct	one	false
ct	oni	false
ct	ono	false
ct	ont	false
ct	onu	false
ct	onă	false
ct	opa	false
ct	ope	false
ct	opi	false
ct	opl	false
ct	opo	false
ct	opr	false
ct	or-	false
ct	ora	false
ct	ord	false
ct	ore	false
ct	ori	false
ct	orm	false
ct	oru	false
ct	orâ	false
ct	oră	false
ct	orș	false
ct	osc	false
ct	ose	false
ct	osi	false
ct	ost	false
ct	ote	false
ct	otr	false
ct	otu	false
ct	oul	false
ct	ove	false
ct	owa	false
ct	oza	false
ct	oze	false
ct	ozu	false
ct	oză	false
ct	rac	false
ct	ral	false
ct	re-	false
ct	rel	false
ct	ret	false
ct	reț	false
ct	ric	false
ct	rif	false
ct	rin	false
ct	riz	false
ct	riț	false
ct	roa	false
ct	rob	false
ct	roc	false
ct	rod	false
ct	roe	false
ct	rof	false
ct	rog	false
ct	roh	false
ct	roi	false
ct	rol	false
ct	rom	false
ct	ron	false
ct	roo	false
ct	rop	false
ct	ror	false
ct	ros	false
ct	rot	false
ct	rov	false
ct	roz	false
ct	roș	false
ct	ru-	false
ct	rul	false
ct	rum	false
ct	ua-	false
ct	uai	false
ct	ual	false
ct	uam	false
ct	uan	false
ct	uar	false
ct	uas	false
ct	uat	false
ct	uau	false
ct	uaș	false
ct	uaț	false
ct	uea	false
ct	uez	false
ct	ul-	false
ct	ule	false
ct	ulu	false
ct	um-	false
ct	uoa	false
ct	uor	false
ct	uos	false
ct	uoz	false
ct	uoș	false
ct	upl	false
ct	ura	false
ct	ure	false
ct	uri	false
ct	urn	false
ct	urâ	false
ct	ură	false
ct	us-	false
ct	usu	false
ct	ute	false
ct	uân	false
ct	uă-	false
ct	uăm	false
ct	uăr	false
ct	uși	false
ct	uți	false
ct	ând	false
ct	ă--	false
ct	ăm-	false
ct	ări	false
ct	ăto	false
cu	a--	false
cu	a--	true
cu	abi	true
cu	ado	false
cu	adr	false
cu	adr	true
cu	aga	true
cu	ai-	true
cu	al-	false
cu	ale	false
cu	ali	false
cu	ală	false
cu	am-	true
cu	ama	false
cu	ame	false
cu	amo	false
cu	amâ	false
cu	amă	false
cu	ana	false
cu	ane	false
cu	ant	false
cu	ant	true
cu	ar-	false
cu	are	false
cu	are	true
cu	art	false
cu	aru	false
cu	ară	true
cu	arț	false
cu	ase	true
cu	at-	true
cu	ate	false
cu	ate	true
cu	ato	false
cu	ato	true
cu	ată	true
cu	au-	true
cu	ași	true
cu	ați	false
cu	ați	true
cu	b--	false
cu	ba-	true
cu	bai	true
cu	baj	true
cu	bam	true
cu	ban	true
cu	bar	true
cu	bas	true
cu	bat	true
cu	bau	true
cu	baș	true
cu	baț	true
cu	bea	true
cu	beb	true
cu	bei	true
cu	bet	true
cu	beu	true
cu	bez	true
cu	bi-	false
cu	bic	true
cu	bii	true
cu	bil	true
cu	bin	true
cu	bis	true
cu	bit	true
cu	biș	true
cu	bli	true
cu	boi	true
cu	bom	true
cu	bra	true
cu	bre	true
cu	brâ	true
cu	bră	true
cu	bul	true
cu	bur	true
cu	bân	true
cu	bă-	true
cu	băm	true
cu	c--	false
cu	ca-	true
cu	car	false
cu	cea	true
cu	cen	true
cu	cer	true
cu	ci-	false
cu	cid	true
cu	cig	true
cu	cii	true
cu	cil	true
cu	coa	true
cu	con	true
cu	cov	true
cu	cu-	true
cu	cui	true
cu	cul	true
cu	cum	true
cu	cur	true
cu	cut	true
cu	cuv	true
cu	cuș	true
cu	cuț	true
cu	că-	true
cu	d--	false
cu	da-	true
cu	de-	true
cu	dei	true
cu	del	true
cu	do-	true
cu	dou	true
cu	dul	true
cu	dă-	true
cu	e--	false
cu	eaz	true
cu	est	false
cu	ez-	true
cu	eze	true
cu	ezi	true
cu	fa-	true
cu	fe-	true
cu	fei	true
cu	fel	true
cu	fer	true
cu	fia	true
cu	fie	true
cu	fii	true
cu	fiț	true
cu	fra	true
cu	fun	true
cu	fur	true
cu	fă-	true
cu	făr	true
cu	get	true
cu	geț	true
cu	gua	true
cu	hni	false
cu	i--	false
cu	i--	true
cu	ia-	true
cu	iai	true
cu	ial	true
cu	iam	true
cu	iar	true
cu	ias	true
cu	iat	true
cu	iau	true
cu	iaș	true
cu	iaț	true
cu	ib-	false
cu	iba	false
cu	ibe	false
cu	ibi	true
cu	ibu	false
cu	ibâ	false
cu	ibă	false
cu	ie-	true
cu	iel	true
cu	iem	true
cu	ier	true
cu	ies	true
cu	iet	true
cu	ieș	true
cu	ieț	true
cu	ii-	true
cu	ilo	true
cu	im-	true
cu	ime	true
cu	imi	true
cu	ina	true
cu	ind	true
cu	ini	true
cu	ină	true
cu	inț	true
cu	ip-	false
cu	ipa	false
cu	ipe	false
cu	ipi	false
cu	ipâ	false
cu	ipă	false
cu	ira	true
cu	ire	true
cu	iri	true
cu	iră	true
cu	ise	true
cu	it-	true
cu	ita	true
cu	ite	true
cu	ito	true
cu	itu	true
cu	itâ	true
cu	ită	true
cu	iul	true
cu	iuț	true
cu	iva	false
cu	iși	true
cu	ișo	true
cu	iți	true
cu	jba	false
cu	jbe	false
cu	jbâ	false
cu	jbă	false
cu	l--	false
cu	la-	true
cu	lab	true
cu	lac	true
cu	lad	true
cu	lag	true
cu	lai	true
cu	laj	true
cu	lal	true
cu	lam	true
cu	lan	true
cu	lap	false
cu	lap	true
cu	lar	false
cu	lar	true
cu	las	true
cu	lat	true
cu	lau	true
cu	laș	true
cu	laț	true
cu	lba	false
cu	lbe	false
cu	lbu	false
cu	lc-	false
cu	lca	false
cu	lce	false
cu	lci	false
cu	lco	false
cu	lcu	false
cu	lcâ	false
cu	lcă	false
cu	lde	false
cu	ldo	false
cu	le-	true
cu	lea	true
cu	lee	true
cu	leg	true
cu	lei	true
cu	lel	true
cu	len	true
cu	leo	true
cu	ler	true
cu	les	true
cu	leu	true
cu	lev	true
cu	lez	true
cu	leș	true
cu	leț	true
cu	lfr	false
cu	li-	false
cu	li-	true
cu	lia	true
cu	lic	true
cu	lid	true
cu	lie	true
cu	lif	true
cu	lii	true
cu	lil	true
cu	lin	true
cu	lio	true
cu	lis	true
cu	lit	true
cu	liu	true
cu	liz	true
cu	liș	true
cu	liț	true
cu	lm-	false
cu	lme	false
cu	lmi	false
cu	lmă	false
cu	loa	true
cu	log	true
cu	lom	true
cu	lor	true
cu	los	true
cu	lot	true
cu	loz	true
cu	loș	true
cu	loț	true
cu	lp-	false
cu	lpa	false
cu	lpe	false
cu	lpi	false
cu	lpt	false
cu	lpâ	false
cu	lpă	false
cu	lt-	false
cu	lta	false
cu	lte	false
cu	lti	false
cu	lto	false
cu	ltu	false
cu	ltâ	false
cu	ltă	false
cu	luc	true
cu	lue	true
cu	lui	true
cu	lul	true
cu	lum	true
cu	lur	true
cu	lus	true
cu	luș	true
cu	lân	true
cu	lă-	true
cu	lăc	true
cu	lăg	true
cu	lăm	true
cu	lăr	true
cu	lăt	true
cu	lț-	false
cu	lța	false
cu	lțe	false
cu	lți	false
cu	lțâ	false
cu	lță	false
cu	m--	false
cu	ma-	true
cu	mac	true
cu	man	true
cu	mar	true
cu	mat	true
cu	maș	true
cu	mb-	false
cu	mba	false
cu	mbe	false
cu	mbi	false
cu	mbo	false
cu	mbâ	false
cu	mbă	false
cu	mci	false
cu	mdu	false
cu	men	true
cu	met	true
cu	meț	true
cu	mfe	false
cu	mfl	false
cu	mif	true
cu	min	true
cu	mlo	false
cu	mlu	false
cu	mna	false
cu	mnu	false
cu	mnă	false
cu	mor	true
cu	mp-	false
cu	mpe	false
cu	mpi	false
cu	mpl	false
cu	mpo	false
cu	mpu	false
cu	mpă	false
cu	msc	false
cu	mse	false
cu	mso	false
cu	msp	false
cu	mst	false
cu	mte	false
cu	mul	true
cu	mur	true
cu	mva	false
cu	mvo	false
cu	mâs	true
cu	măr	true
cu	măt	true
cu	na-	true
cu	nab	true
cu	nar	true
cu	nct	false
cu	nd-	false
cu	nda	false
cu	nde	false
cu	ndi	false
cu	ndo	false
cu	ndu	false
cu	ndâ	false
cu	ndă	false
cu	ne-	true
cu	nea	true
cu	nei	true
cu	nel	true
cu	net	true
cu	nia	true
cu	nic	true
cu	noa	true
cu	nos	true
cu	noș	true
cu	ns-	false
cu	nse	false
cu	nsu	false
cu	nsă	false
cu	nun	true
cu	nzi	false
cu	nzâ	false
cu	nză	false
cu	nă-	true
cu	nși	false
cu	ola	true
cu	ole	true
cu	olă	true
cu	p--	false
cu	pa-	true
cu	pai	true
cu	paj	true
cu	pal	true
cu	pam	true
cu	pan	true
cu	par	true
cu	pas	true
cu	pat	true
cu	pau	true
cu	pav	true
cu	paș	true
cu	paț	true
cu	pci	false
cu	pe-	true
cu	pea	true
cu	pei	true
cu	pel	true
cu	per	true
cu	peu	true
cu	pez	true
cu	peț	true
cu	pi-	false
cu	pid	true
cu	pii	true
cu	pil	true
cu	pis	true
cu	pit	true
cu	piu	true
cu	piz	true
cu	piț	true
cu	pla	true
cu	ple	true
cu	plo	true
cu	plu	true
cu	plâ	true
cu	plă	true
cu	pma	false
cu	poa	true
cu	pol	true
cu	pon	true
cu	pra	true
cu	pre	true
cu	pri	true
cu	pro	false
cu	pro	true
cu	pru	true
cu	prâ	true
cu	pră	true
cu	pto	false
cu	pul	true
cu	pun	true
cu	pur	true
cu	pân	true
cu	pă-	true
cu	păm	true
cu	păr	true
cu	r--	false
cu	ra-	true
cu	rab	true
cu	rai	true
cu	raj	true
cu	ram	true
cu	ran	true
cu	rar	true
cu	ras	true
cu	rat	true
cu	rau	true
cu	raș	true
cu	raț	true
cu	rb-	false
cu	rba	false
cu	rbe	false
cu	rbi	false
cu	rbu	false
cu	rbâ	false
cu	rbă	false
cu	rc-	false
cu	rca	false
cu	rce	false
cu	rci	false
cu	rcu	false
cu	rcâ	false
cu	rcă	false
cu	re-	true
cu	rea	true
cu	rec	true
cu	ree	true
cu	rei	true
cu	rel	true
cu	ren	true
cu	reu	true
cu	rez	true
cu	reș	true
cu	reț	true
cu	rg-	false
cu	rge	false
cu	rgi	false
cu	rgâ	false
cu	rgă	false
cu	ri-	false
cu	ria	true
cu	ric	true
cu	rie	true
cu	rif	true
cu	rig	true
cu	rii	true
cu	ril	true
cu	rin	true
cu	rio	true
cu	ris	true
cu	rit	true
cu	riu	true
cu	riz	true
cu	riș	true
cu	riț	true
cu	rm-	false
cu	rma	false
cu	rme	false
cu	rmi	false
cu	rmu	false
cu	rmâ	false
cu	rmă	false
cu	roa	true
cu	ron	true
cu	rop	true
cu	ror	true
cu	ros	true
cu	roș	true
cu	rpe	false
cu	rs-	false
cu	rsa	false
cu	rse	false
cu	rsi	false
cu	rso	false
cu	rsu	false
cu	rsâ	false
cu	rsă	false
cu	rt-	false
cu	rta	false
cu	rtc	false
cu	rte	false
cu	rti	false
cu	rtm	false
cu	rto	false
cu	rtu	false
cu	rtâ	false
cu	rtă	false
cu	rul	true
cu	rur	true
cu	ruz	true
cu	ruț	true
cu	rva	false
cu	rve	false
cu	rvi	false
cu	rvă	false
cu	rân	true
cu	ră-	true
cu	răm	true
cu	răr	true
cu	răt	true
cu	răț	true
cu	rși	false
cu	rți	false
cu	s--	false
cu	sa-	true
cu	sat	true
cu	saț	true
cu	sca	false
cu	scr	false
cu	scu	false
cu	scă	false
cu	se-	true
cu	sea	true
cu	sei	true
cu	sel	true
cu	sem	true
cu	ser	true
cu	ses	true
cu	seș	true
cu	si-	true
cu	sii	true
cu	sim	true
cu	sin	true
cu	sio	true
cu	sir	true
cu	sis	true
cu	sit	true
cu	siu	true
cu	siv	true
cu	siș	true
cu	siț	true
cu	soa	true
cu	son	true
cu	spa	true
cu	spi	false
cu	spi	true
cu	spo	false
cu	sta	false
cu	ste	false
cu	sti	false
cu	sto	false
cu	str	false
cu	stu	false
cu	stâ	false
cu	stă	false
cu	su-	true
cu	sui	true
cu	sul	true
cu	sur	true
cu	sus	true
cu	sut	true
cu	suș	true
cu	suț	true
cu	să-	true
cu	săt	true
cu	t--	false
cu	ta-	true
cu	tab	true
cu	tac	true
cu	tai	true
cu	tam	true
cu	tan	true
cu	tar	true
cu	tas	true
cu	tat	true
cu	tau	true
cu	taș	true
cu	taț	true
cu	te-	true
cu	tea	true
cu	tec	true
cu	tei	true
cu	tel	true
cu	ter	true
cu	tes	true
cu	tez	true
cu	teș	true
cu	ti-	true
cu	tia	true
cu	tic	true
cu	tie	true
cu	tii	true
cu	tim	true
cu	tin	true
cu	tio	true
cu	tir	true
cu	tis	true
cu	tit	true
cu	tiu	true
cu	tiv	true
cu	tiz	true
cu	tiș	true
cu	tiț	true
cu	tni	false
cu	to-	true
cu	toa	true
cu	tor	true
cu	tra	true
cu	tre	true
cu	tră	true
cu	tul	true
cu	tum	true
cu	tur	true
cu	tân	true
cu	tă-	true
cu	tăd	true
cu	tăm	true
cu	tăr	true
cu	u--	true
cu	um-	true
cu	uma	true
cu	umm	true
cu	umu	true
cu	umă	true
cu	va-	true
cu	vai	true
cu	vaj	true
cu	vam	true
cu	var	true
cu	vas	true
cu	vat	true
cu	vau	true
cu	vaș	true
cu	vaț	true
cu	ve-	true
cu	vea	true
cu	vei	true
cu	vel	true
cu	ven	true
cu	ver	true
cu	vet	true
cu	vez	true
cu	vii	true
cu	vin	true
cu	vio	true
cu	vân	true
cu	vă-	true
cu	văi	true
cu	văm	true
cu	văr	true
cu	z--	false
cu	za-	true
cu	zab	true
cu	zai	true
cu	zam	true
cu	zar	true
cu	zas	true
cu	zat	true
cu	zau	true
cu	zaș	true
cu	zaț	true
cu	ze-	true
cu	zei	true
cu	zel	true
cu	zi-	false
cu	zia	true
cu	zic	true
cu	zie	true
cu	zii	true
cu	zil	true
cu	zin	true
cu	zis	true
cu	zit	true
cu	zân	true
cu	ză-	true
cu	zăm	true
cu	zăr	true
cu	ând	true
cu	ă--	false
cu	ă--	true
cu	ăm-	true
cu	ări	false
cu	ș--	false
cu	șa-	true
cu	șac	true
cu	șaj	true
cu	șca	false
cu	șch	false
cu	șcu	false
cu	șcă	false
cu	șe-	true
cu	șei	true
cu	șel	true
cu	șer	true
cu	șet	true
cu	și-	false
cu	șia	true
cu	șic	true
cu	șie	true
cu	șii	true
cu	șil	true
cu	șma	false
cu	șme	false
cu	șmă	false
cu	șni	false
cu	șoa	true
cu	șor	true
cu	ște	false
cu	ști	false
cu	ștr	false
cu	șul	true
cu	șur	true
cu	șă-	true
cu	ț--	false
cu	ța-	true
cu	țe-	true
cu	țea	true
cu	ței	true
cu	țel	true
cu	ți-	false
cu	ți-	true
cu	ția	true
cu	țic	true
cu	ție	true
cu	ții	true
cu	țil	true
cu	țim	true
cu	țin	true
cu	țio	true
cu	țir	true
cu	țis	true
cu	țit	true
cu	țiu	true
cu	țiș	true
cu	țiț	true
cu	țo-	true
cu	țov	true
cu	țu-	true
cu	țuc	true
cu	țul	true
cu	țur	true
cu	ță-	true
cu	țăl	true
cv	a--	false
cv	ace	false
cv	aci	false
cv	acu	false
cv	ada	false
cv	adr	false
cv	afo	false
cv	ahe	false
cv	ai-	false
cv	ais	false
cv	ala	false
cv	am-	false
cv	ama	false
cv	ame	false
cv	amă	false
cv	ana	false
cv	apl	false
cv	are	false
cv	ari	false
cv	art	false
cv	ară	false
cv	as-	false
cv	ase	false
cv	asi	false
cv	ast	false
cv	asu	false
cv	at-	false
cv	ate	false
cv	ati	false
cv	ato	false
cv	atu	false
cv	ată	false
cv	au-	false
cv	ași	false
cv	ați	false
cv	e--	false
cv	eaz	false
cv	ei-	false
cv	ele	false
cv	elo	false
cv	ent	false
cv	enț	false
cv	er-	false
cv	eru	false
cv	esc	false
cv	est	false
cv	ez-	false
cv	eze	false
cv	ezi	false
cv	eșt	false
cv	ia-	false
cv	iai	false
cv	ial	false
cv	iam	false
cv	iar	false
cv	ias	false
cv	iat	false
cv	iau	false
cv	iaz	false
cv	iaș	false
cv	iaț	false
cv	ico	false
cv	icu	false
cv	ide	false
cv	ie-	false
cv	iei	false
cv	iem	false
cv	iet	false
cv	iez	false
cv	ife	false
cv	ifo	false
cv	ii-	false
cv	iil	false
cv	iin	false
cv	ila	false
cv	ile	false
cv	ili	false
cv	ilo	false
cv	ilă	false
cv	in-	false
cv	ine	false
cv	ini	false
cv	int	false
cv	ină	false
cv	ioa	false
cv	ios	false
cv	ioz	false
cv	ioș	false
cv	ipl	false
cv	ise	false
cv	ist	false
cv	ita	false
cv	ite	false
cv	ită	false
cv	iu-	false
cv	iul	false
cv	ișt	false
cv	oas	false
cv	oru	false
cv	os-	false
cv	oși	false
cv	ând	false
cv	ă--	false
cv	ăm-	false
cv	ări	false
cz	ema	false
cz	eme	false
cz	emă	false
câ	câi	true
câ	i--	false
câ	i--	true
câ	ia-	true
câ	iai	true
câ	ial	true
câ	iam	true
câ	ias	true
câ	iau	true
câ	iaș	true
câ	iaț	true
câ	ie-	true
câ	iel	true
câ	ies	true
câ	ieș	true
câ	ii-	true
câ	im-	true
câ	ina	false
câ	ina	true
câ	ind	true
câ	ine	false
câ	ine	true
câ	ini	false
câ	ini	true
câ	ino	false
câ	ino	true
câ	inâ	true
câ	ină	true
câ	ire	true
câ	iri	true
câ	iră	true
câ	ise	true
câ	it-	true
câ	ite	true
câ	ito	false
câ	ito	true
câ	itu	true
câ	ită	true
câ	iul	false
câ	iul	true
câ	iși	true
câ	iți	true
câ	lce	false
câ	lci	false
câ	lte	false
câ	lti	false
câ	lți	false
câ	lțo	false
câ	m--	false
câ	mi-	false
câ	mii	true
câ	mil	true
câ	mp-	false
câ	mpe	false
câ	mpi	false
câ	mpu	false
câ	mul	true
câ	mur	true
câ	n--	false
câ	nce	false
câ	nci	false
câ	nd-	false
câ	nde	false
câ	ndu	false
câ	ndv	false
câ	ndă	false
câ	nep	true
câ	ner	true
câ	ni-	false
câ	nii	true
câ	nil	true
câ	nt-	false
câ	nta	false
câ	nte	false
câ	ntu	false
câ	ntâ	false
câ	ntă	false
câ	nul	true
câ	nze	false
câ	nzi	false
câ	nți	false
câ	r--	false
câ	ra-	true
câ	rba	false
câ	rbe	false
câ	rbi	false
câ	rbo	false
câ	rbă	false
câ	rc-	false
câ	rca	false
câ	rce	false
câ	rci	false
câ	rco	false
câ	rcs	false
câ	rcâ	false
câ	rcă	false
câ	rd-	false
câ	rdi	false
câ	rdo	false
câ	rdu	false
câ	rdă	false
câ	re-	true
câ	ri-	false
câ	rii	true
câ	rja	false
câ	rje	false
câ	rjâ	false
câ	rjă	false
câ	rla	false
câ	rle	false
câ	rli	false
câ	rlă	false
câ	rma	false
câ	rme	false
câ	rmi	false
câ	rmu	false
câ	rmâ	false
câ	rmă	false
câ	rn-	false
câ	rna	false
câ	rne	false
câ	rni	false
câ	rno	false
câ	rnu	false
câ	rnă	false
câ	rpa	false
câ	rpe	false
câ	rpi	false
câ	rpu	false
câ	rpă	false
câ	rte	false
câ	rti	false
câ	râi	true
câ	ră-	true
câ	rț-	false
câ	rța	false
câ	rți	false
câ	rțu	false
câ	rțâ	false
câ	t--	false
câ	ta-	true
câ	te-	true
câ	tel	true
câ	teo	true
câ	tev	true
câ	teș	true
câ	tim	true
câ	tor	true
câ	tul	true
câ	tur	true
câ	tuș	true
câ	tva	false
câ	tă-	true
câ	tăv	true
câ	z--	false
câ	ze-	true
câ	zi-	false
câ	zul	true
câ	ză-	true
câ	ș--	false
câ	șe-	true
câ	și-	false
câ	șiț	true
câ	șle	false
câ	ști	false
câ	șă-	true
câ	ț--	false
câ	ți-	false
câ	țiv	true
cî	nto	false
că	a--	true
că	alb	true
că	beț	true
că	ci-	false
că	cio	true
că	ciu	true
că	dea	true
că	deb	true
că	del	true
că	dem	true
că	den	true
că	der	true
că	des	true
că	deș	true
că	deț	true
că	di-	true
că	dii	true
că	dim	true
că	din	true
că	dir	true
că	dis	true
că	dit	true
că	diș	true
că	diț	true
că	dui	true
că	fiț	true
că	ftă	false
că	fâr	true
că	gal	true
că	gur	true
că	i--	false
că	i--	true
că	ia-	true
că	iac	true
că	iai	true
că	ial	true
că	iam	true
că	ian	true
că	ias	true
că	iau	true
că	iaș	true
că	iaț	true
că	ibă	false
că	ie-	true
că	iec	true
că	iel	true
că	ier	true
că	ies	true
că	ieș	true
că	igi	false
că	igi	true
că	ii-	true
că	ile	true
că	ilo	true
că	im-	true
că	ime	true
că	imi	true
că	imă	false
că	ina	true
că	ind	true
că	ine	true
că	inâ	true
că	ină	true
că	inț	true
că	ire	true
că	iri	true
că	iră	true
că	ise	true
că	it-	true
că	ita	true
că	ite	true
că	ito	false
că	ito	true
că	itu	false
că	itu	true
că	ită	true
că	iuș	true
că	iși	true
că	ișo	true
că	ița	true
că	ițe	true
că	iți	true
că	iță	true
că	jea	true
că	jes	true
că	jeș	true
că	ji-	true
că	jic	true
că	jii	true
că	jim	true
că	jin	true
că	jir	true
că	jis	true
că	jit	true
că	jiș	true
că	jiț	true
că	l--	false
că	la-	true
că	lab	true
că	lai	true
că	lam	true
că	lan	true
că	lar	true
că	las	true
că	lat	true
că	lau	true
că	laș	true
că	laț	true
că	lca	false
că	lci	false
că	lcâ	false
că	lcă	false
că	lda	false
că	ldi	false
că	ldu	false
că	ldâ	false
că	ldă	false
că	lea	true
că	lec	true
că	lel	true
că	len	true
că	lep	true
că	les	true
că	lez	true
că	leș	true
că	leț	true
că	li-	false
că	li-	true
că	lia	true
că	lib	true
că	lic	true
că	lie	true
că	lif	true
că	lii	true
că	lil	true
că	lim	true
că	lin	true
că	lir	true
că	lis	true
că	lit	true
că	liu	true
că	liș	true
că	liț	true
că	loa	true
că	los	true
că	loș	true
că	lug	true
că	lui	true
că	lul	true
că	lum	true
că	luș	true
că	luț	true
că	lze	false
că	lzi	false
că	lâm	true
că	lân	true
că	lă-	true
că	lăb	true
că	lăf	true
că	lăi	true
că	lăm	true
că	lăr	true
că	lăt	true
că	lău	true
că	lța	false
că	lțu	false
că	lțâ	false
că	lță	false
că	m--	false
că	mar	true
că	maș	true
că	mia	true
că	mie	true
că	mii	true
că	mil	true
că	min	true
că	mit	true
că	moa	true
că	mos	true
că	moș	true
că	mân	true
că	măr	true
că	măt	true
că	măș	true
că	n--	false
că	na-	true
că	nai	true
că	nam	true
că	nar	true
că	nas	true
că	nat	true
că	nau	true
că	naș	true
că	naț	true
că	ncu	false
că	ne-	true
că	nea	true
că	nei	true
că	nel	true
că	nen	true
că	nes	true
că	net	true
că	nez	true
că	neș	true
că	nfl	true
că	ngi	false
că	ni-	false
că	ni-	true
că	nia	true
că	nie	true
că	nii	true
că	nil	true
că	nim	true
că	nin	true
că	nio	true
că	nir	true
că	nis	true
că	nit	true
că	niș	true
că	niț	true
că	nlu	true
că	noa	true
că	nos	true
că	noș	true
că	nul	true
că	nuț	true
că	nân	true
că	nă-	true
că	năm	true
că	năr	true
că	năț	true
că	pa-	true
că	pai	true
că	pam	true
că	par	true
că	pas	true
că	pat	true
că	pau	true
că	paș	true
că	paț	true
că	pcă	false
că	pea	true
că	pem	true
că	pen	true
că	per	true
că	pes	true
că	pet	true
că	peț	true
că	pia	true
că	pic	true
că	pie	true
că	pii	true
că	pis	true
că	pit	true
că	piț	true
că	poa	true
că	pos	true
că	poș	true
că	pra	true
că	pre	true
că	pri	true
că	pru	true
că	pră	true
că	ptu	false
că	pu-	true
că	pui	true
că	pur	true
că	pus	true
că	put	true
că	puș	true
că	puț	true
că	pân	true
că	pă-	true
că	păc	true
că	păi	true
că	păm	true
că	păr	true
că	păs	true
că	păt	true
că	pău	true
că	păț	true
că	pșo	false
că	pșu	false
că	r--	false
că	ra-	true
că	rai	true
că	ram	true
că	rar	true
că	ras	true
că	rat	true
că	rau	true
că	raș	true
că	raț	true
că	rbu	false
că	rca	false
că	rcâ	false
că	rcă	false
că	rdă	false
că	re-	true
că	rea	true
că	rei	true
că	rel	true
că	res	true
că	rez	true
că	reș	true
că	reț	true
că	ri-	false
că	ri-	true
că	ria	true
că	ric	true
că	rid	true
că	rie	true
că	rii	true
că	ril	true
că	rim	true
că	rin	true
că	rio	true
că	rir	true
că	ris	true
că	rit	true
că	riș	true
că	riț	true
că	rmă	false
că	rna	false
că	rne	false
că	rni	false
că	rno	false
că	rnu	false
că	rnâ	false
că	rnă	false
că	ron	true
că	ror	true
că	rpi	false
