a01	a12	a23	a34	a45	syl
c	l	a	u	b	true
c	l	a	u	d	true
c	l	a	u	r	true
c	l	a	u	s	true
c	l	a	u	z	true
c	l	a	v	-	false
c	l	a	v	-	true
c	l	a	v	a	false
c	l	a	v	a	true
c	l	a	v	e	false
c	l	a	v	e	true
c	l	a	v	i	false
c	l	a	v	i	true
c	l	a	v	u	false
c	l	a	v	u	true
c	l	a	v	â	true
c	l	a	v	ă	false
c	l	a	v	ă	true
c	l	a	x	o	true
c	l	a	z	-	true
c	l	a	z	a	true
c	l	a	z	e	true
c	l	a	z	i	true
c	l	a	z	u	true
c	l	a	z	ă	true
c	l	a	ș	i	true
c	l	a	ș	t	true
c	l	a	ț	i	true
c	l	e	-	-	true
c	l	e	a	-	true
c	l	e	a	i	true
c	l	e	a	l	true
c	l	e	a	m	true
c	l	e	a	n	true
c	l	e	a	r	true
c	l	e	a	s	true
c	l	e	a	t	true
c	l	e	a	u	true
c	l	e	a	z	true
c	l	e	a	ș	true
c	l	e	a	ț	true
c	l	e	c	t	true
c	l	e	e	-	true
c	l	e	e	a	true
c	l	e	e	l	true
c	l	e	e	z	true
c	l	e	f	e	true
c	l	e	f	i	true
c	l	e	f	ă	true
c	l	e	i	-	true
c	l	e	i	a	true
c	l	e	i	c	true
c	l	e	i	d	true
c	l	e	i	e	true
c	l	e	i	i	true
c	l	e	i	l	true
c	l	e	i	m	true
c	l	e	i	n	true
c	l	e	i	o	true
c	l	e	i	s	true
c	l	e	i	u	true
c	l	e	j	-	true
c	l	e	j	i	true
c	l	e	j	u	true
c	l	e	l	e	true
c	l	e	l	i	true
c	l	e	l	o	true
c	l	e	m	a	true
c	l	e	m	e	true
c	l	e	m	p	true
c	l	e	m	ă	true
c	l	e	n	c	true
c	l	e	n	e	true
c	l	e	n	i	true
c	l	e	o	l	true
c	l	e	o	n	true
c	l	e	o	p	true
c	l	e	o	z	true
c	l	e	p	i	true
c	l	e	p	s	true
c	l	e	p	t	true
c	l	e	r	-	true
c	l	e	r	a	false
c	l	e	r	a	true
c	l	e	r	e	false
c	l	e	r	e	true
c	l	e	r	i	true
c	l	e	r	o	false
c	l	e	r	o	true
c	l	e	r	s	true
c	l	e	r	u	true
c	l	e	r	ă	false
c	l	e	s	-	true
c	l	e	s	c	true
c	l	e	t	-	true
c	l	e	t	a	true
c	l	e	t	e	true
c	l	e	t	ă	true
c	l	e	u	-	true
c	l	e	u	a	true
c	l	e	u	l	true
c	l	e	u	r	true
c	l	e	v	e	true
c	l	e	z	-	true
c	l	e	z	e	true
c	l	e	z	i	true
c	l	e	â	n	true
c	l	e	ă	-	true
c	l	e	ă	m	true
c	l	e	ă	r	true
c	l	e	ș	t	true
c	l	e	ș	u	true
c	l	e	ț	-	true
c	l	e	ț	e	true
c	l	e	ț	i	true
c	l	e	ț	u	true
c	l	i	-	-	true
c	l	i	a	-	true
c	l	i	c	-	true
c	l	i	c	a	true
c	l	i	c	e	true
c	l	i	c	h	true
c	l	i	c	i	true
c	l	i	c	u	true
c	l	i	c	ă	true
c	l	i	d	i	true
c	l	i	d	o	true
c	l	i	e	-	true
c	l	i	e	i	true
c	l	i	e	n	true
c	l	i	e	r	true
c	l	i	f	o	false
c	l	i	i	-	true
c	l	i	i	i	true
c	l	i	i	l	true
c	l	i	l	o	true
c	l	i	m	-	true
c	l	i	m	a	true
c	l	i	m	e	true
c	l	i	m	o	true
c	l	i	m	ă	true
c	l	i	n	-	true
c	l	i	n	a	true
c	l	i	n	c	true
c	l	i	n	d	true
c	l	i	n	e	true
c	l	i	n	g	true
c	l	i	n	i	true
c	l	i	n	o	true
c	l	i	n	t	true
c	l	i	n	u	true
c	l	i	n	â	true
c	l	i	n	ă	true
c	l	i	o	a	true
c	l	i	p	-	true
c	l	i	p	a	true
c	l	i	p	e	false
c	l	i	p	e	true
c	l	i	p	i	false
c	l	i	p	i	true
c	l	i	p	o	true
c	l	i	p	s	true
c	l	i	p	t	true
c	l	i	p	u	false
c	l	i	p	u	true
c	l	i	p	ă	true
c	l	i	r	e	true
c	l	i	r	i	true
c	l	i	r	o	true
c	l	i	r	ă	true
c	l	i	s	-	true
c	l	i	s	a	true
c	l	i	s	e	true
c	l	i	s	m	true
c	l	i	s	o	true
c	l	i	s	t	true
c	l	i	s	u	true
c	l	i	s	ă	true
c	l	i	t	-	true
c	l	i	t	a	true
c	l	i	t	e	true
c	l	i	t	i	true
c	l	i	t	o	true
c	l	i	t	u	true
c	l	i	t	â	true
c	l	i	t	ă	true
c	l	i	u	-	true
c	l	i	u	l	true
c	l	i	u	ț	true
c	l	i	v	-	true
c	l	i	v	a	true
c	l	i	v	e	true
c	l	i	v	i	false
c	l	i	v	i	true
c	l	i	v	o	true
c	l	i	v	â	true
c	l	i	v	ă	true
c	l	i	z	a	true
c	l	i	z	e	true
c	l	i	z	i	true
c	l	i	z	â	true
c	l	i	z	ă	true
c	l	i	ș	a	true
c	l	i	ș	e	false
c	l	i	ș	e	true
c	l	i	ș	i	true
c	l	i	ș	o	true
c	l	i	ș	t	true
c	l	i	ș	â	true
c	l	i	ș	ă	true
c	l	i	ț	i	true
c	l	o	a	c	true
c	l	o	a	l	true
c	l	o	a	m	true
c	l	o	a	n	true
c	l	o	a	r	true
c	l	o	a	s	true
c	l	o	a	z	true
c	l	o	b	a	true
c	l	o	c	a	true
c	l	o	c	e	true
c	l	o	c	i	true
c	l	o	c	o	true
c	l	o	c	r	true
c	l	o	d	r	true
c	l	o	f	a	true
c	l	o	g	e	true
c	l	o	g	i	true
c	l	o	g	r	true
c	l	o	h	e	true
c	l	o	i	d	true
c	l	o	i	z	true
c	l	o	l	i	true
c	l	o	m	e	true
c	l	o	m	o	true
c	l	o	n	-	true
c	l	o	n	a	true
c	l	o	n	c	true
c	l	o	n	d	true
c	l	o	n	e	true
c	l	o	n	i	true
c	l	o	n	o	true
c	l	o	n	u	true
c	l	o	n	â	true
c	l	o	n	ă	true
c	l	o	n	ț	true
c	l	o	p	-	true
c	l	o	p	a	true
c	l	o	p	e	true
c	l	o	p	i	true
c	l	o	p	o	true
c	l	o	p	r	true
c	l	o	p	u	true
c	l	o	r	-	false
c	l	o	r	-	true
c	l	o	r	a	true
c	l	o	r	b	true
c	l	o	r	c	true
c	l	o	r	e	true
c	l	o	r	h	true
c	l	o	r	i	false
c	l	o	r	i	true
c	l	o	r	m	true
c	l	o	r	o	true
c	l	o	r	u	false
c	l	o	r	u	true
c	l	o	s	-	true
c	l	o	s	c	true
c	l	o	s	e	true
c	l	o	s	t	true
c	l	o	t	i	true
c	l	o	t	o	true
c	l	o	t	r	true
c	l	o	t	u	true
c	l	o	v	i	true
c	l	o	v	n	true
c	l	o	z	a	true
c	l	o	z	e	true
c	l	o	z	i	true
c	l	o	z	â	true
c	l	o	z	ă	true
c	l	o	ș	-	true
c	l	o	ș	a	true
c	l	o	ș	c	true
c	l	o	ș	i	true
c	l	o	ș	t	true
c	l	o	ș	u	true
c	l	o	ț	-	true
c	l	o	ț	a	true
c	l	o	ț	u	true
c	l	r	o	c	false
c	l	r	o	d	false
c	l	u	-	-	true
c	l	u	b	-	true
c	l	u	b	b	true
c	l	u	b	i	true
c	l	u	b	m	true
c	l	u	b	u	true
c	l	u	c	-	true
c	l	u	c	a	true
c	l	u	c	e	true
c	l	u	c	u	true
c	l	u	d	-	true
c	l	u	d	e	true
c	l	u	d	ă	true
c	l	u	i	-	true
c	l	u	i	a	true
c	l	u	i	e	true
c	l	u	i	i	true
c	l	u	i	m	true
c	l	u	i	n	true
c	l	u	i	r	true
c	l	u	i	s	true
c	l	u	i	t	true
c	l	u	i	ș	true
c	l	u	i	ț	true
c	l	u	j	e	true
c	l	u	l	-	true
c	l	u	l	i	true
c	l	u	l	u	true
c	l	u	o	f	true
c	l	u	p	a	true
c	l	u	p	e	true
c	l	u	p	â	true
c	l	u	p	ă	true
c	l	u	r	i	true
c	l	u	s	-	true
c	l	u	s	e	true
c	l	u	s	i	true
c	l	u	s	u	true
c	l	u	s	ă	true
c	l	u	u	l	true
c	l	u	u	r	true
c	l	u	z	a	true
c	l	u	z	e	true
c	l	u	z	i	true
c	l	u	z	â	true
c	l	u	z	ă	true
c	l	u	ș	i	true
c	l	u	ț	a	true
c	l	u	ț	e	true
c	l	u	ț	ă	true
c	l	â	c	-	false
c	l	â	c	-	true
c	l	â	c	u	false
c	l	â	c	u	true
c	l	â	n	d	true
c	l	ă	-	-	true
c	l	ă	b	u	true
c	l	ă	c	a	true
c	l	ă	c	i	true
c	l	ă	c	u	true
c	l	ă	c	ă	true
c	l	ă	d	e	true
c	l	ă	d	i	true
c	l	ă	d	ă	true
c	l	ă	i	-	true
c	l	ă	i	a	true
c	l	ă	i	e	true
c	l	ă	i	i	true
c	l	ă	i	l	true
c	l	ă	i	m	true
c	l	ă	i	n	true
c	l	ă	i	o	true
c	l	ă	i	r	true
c	l	ă	i	s	true
c	l	ă	i	t	true
c	l	ă	i	ș	true
c	l	ă	i	ț	true
c	l	ă	m	-	true
c	l	ă	m	p	true
c	l	ă	n	c	true
c	l	ă	n	ț	true
c	l	ă	p	a	true
c	l	ă	p	c	true
c	l	ă	p	ă	true
c	l	ă	r	i	true
c	l	ă	t	e	true
c	l	ă	t	i	true
c	l	ă	t	ă	true
c	l	ă	u	-	true
c	l	ă	u	l	true
c	l	ă	u	r	true
c	l	ă	z	i	true
c	m	a	-	-	false
c	m	a	c	-	false
c	m	a	g	i	false
c	m	a	h	o	false
c	m	a	i	-	false
c	m	a	l	e	false
c	m	a	r	-	false
c	m	a	r	u	false
c	m	a	s	o	false
c	m	a	s	o	true
c	m	a	u	a	false
c	m	e	a	-	false
c	m	e	a	i	false
c	m	e	a	l	false
c	m	e	a	m	false
c	m	e	a	s	false
c	m	e	a	u	false
c	m	e	a	ț	false
c	m	e	e	-	false
c	m	e	e	a	false
c	m	e	e	i	false
c	m	e	g	e	false
c	m	e	l	i	false
c	m	e	s	c	false
c	m	e	ș	t	false
c	m	i	-	-	false
c	m	i	i	-	false
c	m	i	m	-	false
c	m	i	n	d	false
c	m	i	r	e	false
c	m	i	r	i	false
c	m	i	r	ă	false
c	m	i	s	e	false
c	m	i	t	-	false
c	m	i	t	e	false
c	m	i	t	ă	false
c	m	i	ș	i	false
c	m	i	ț	i	false
c	m	o	l	i	false
c	m	u	r	i	false
c	m	ă	g	e	false
c	m	ă	n	e	false
c	m	ă	n	i	false
c	n	a	-	-	false
c	n	a	s	i	false
c	n	a	ș	-	false
c	n	a	ș	i	false
c	n	a	ș	u	false
c	n	e	-	-	false
c	n	e	a	-	false
c	n	e	a	g	true
c	n	e	a	i	false
c	n	e	a	l	false
c	n	e	a	m	false
c	n	e	a	n	false
c	n	e	a	s	false
c	n	e	a	u	false
c	n	e	a	z	true
c	n	e	a	ț	false
c	n	e	e	-	false
c	n	e	e	a	false
c	n	e	e	i	false
c	n	e	g	r	false
c	n	e	i	-	false
c	n	e	i	f	false
c	n	e	j	i	true
c	n	e	l	e	false
c	n	e	l	i	false
c	n	e	l	o	false
c	n	e	m	i	true
c	n	e	n	c	false
c	n	e	n	e	false
c	n	e	n	i	false
c	n	e	s	c	false
c	n	e	t	-	false
c	n	e	t	e	false
c	n	e	t	r	false
c	n	e	t	u	false
c	n	e	z	a	true
c	n	e	ș	t	false
c	n	i	-	-	false
c	n	i	c	-	false
c	n	i	c	e	false
c	n	i	c	i	false
c	n	i	c	u	false
c	n	i	d	o	true
c	n	i	i	-	false
c	n	i	m	-	false
c	n	i	n	a	false
c	n	i	n	d	false
c	n	i	n	e	false
c	n	i	n	i	false
c	n	i	n	ă	false
c	n	i	p	s	false
c	n	i	r	e	false
c	n	i	r	i	false
c	n	i	r	ă	false
c	n	i	s	e	false
c	n	i	s	o	false
c	n	i	t	-	false
c	n	i	t	e	false
c	n	i	t	o	false
c	n	i	t	u	false
c	n	i	t	ă	false
c	n	i	ș	i	false
c	n	i	ț	a	false
c	n	i	ț	e	false
c	n	i	ț	i	false
c	n	i	ț	ă	false
c	n	o	c	a	true
c	n	o	c	d	true
c	n	o	g	r	false
c	n	o	m	a	false
c	n	o	m	e	false
c	n	o	s	t	false
c	n	o	t	a	false
c	n	o	t	a	true
c	n	o	t	e	false
c	n	o	t	e	true
c	n	o	t	ă	false
c	n	o	t	ă	true
c	n	o	z	a	false
c	n	o	z	e	false
c	n	o	z	ă	false
c	n	u	t	-	true
c	n	u	t	u	true
c	n	ă	-	-	false
c	o	-	-	-	true
c	o	a	b	a	false
c	o	a	b	e	false
c	o	a	b	i	true
c	o	a	b	ă	false
c	o	a	c	e	false
c	o	a	c	e	true
c	o	a	c	h	true
c	o	a	c	u	true
c	o	a	c	ă	true
c	o	a	c	ț	true
c	o	a	d	a	true
c	o	a	d	e	true
c	o	a	d	m	true
c	o	a	d	n	true
c	o	a	d	ă	true
c	o	a	f	a	true
c	o	a	f	e	true
c	o	a	f	o	true
c	o	a	f	u	true
c	o	a	f	â	true
c	o	a	f	ă	true
c	o	a	g	e	true
c	o	a	g	u	true
c	o	a	i	a	true
c	o	a	i	c	true
c	o	a	i	e	true
c	o	a	j	a	true
c	o	a	j	ă	true
c	o	a	l	a	false
c	o	a	l	a	true
c	o	a	l	e	false
c	o	a	l	e	true
c	o	a	l	i	true
c	o	a	l	ă	false
c	o	a	l	ă	true
c	o	a	m	a	true
c	o	a	m	e	true
c	o	a	m	ă	true
c	o	a	n	a	true
c	o	a	n	e	true
c	o	a	n	s	true
c	o	a	n	ă	true
c	o	a	p	e	false
c	o	a	p	e	true
c	o	a	p	s	true
c	o	a	p	t	true
c	o	a	r	b	true
c	o	a	r	c	true
c	o	a	r	d	true
c	o	a	r	e	true
c	o	a	r	m	true
c	o	a	r	n	true
c	o	a	r	t	true
c	o	a	r	ă	true
c	o	a	r	ț	false
c	o	a	s	a	true
c	o	a	s	e	false
c	o	a	s	e	true
c	o	a	s	i	true
c	o	a	s	o	true
c	o	a	s	t	true
c	o	a	s	ă	false
c	o	a	s	ă	true
c	o	a	t	e	false
c	o	a	t	e	true
c	o	a	t	i	true
c	o	a	t	ă	false
c	o	a	u	t	true
c	o	a	v	a	true
c	o	a	v	e	true
c	o	a	v	n	true
c	o	a	v	ă	true
c	o	a	x	i	true
c	o	a	z	-	true
c	o	a	z	a	true
c	o	a	z	e	true
c	o	a	z	ă	true
c	o	a	ș	a	true
c	o	a	ș	e	true
c	o	a	ș	ă	true
c	o	a	ț	a	true
c	o	a	ț	e	true
c	o	a	ț	ă	true
c	o	b	-	-	true
c	o	b	a	i	false
c	o	b	a	i	true
c	o	b	a	l	true
c	o	b	a	r	false
c	o	b	a	r	true
c	o	b	a	z	true
c	o	b	b	l	true
c	o	b	e	-	true
c	o	b	e	a	false
c	o	b	e	a	true
c	o	b	e	i	true
c	o	b	e	l	true
c	o	b	e	s	false
c	o	b	e	s	true
c	o	b	e	ș	false
c	o	b	e	ș	true
c	o	b	i	-	false
c	o	b	i	-	true
c	o	b	i	i	false
c	o	b	i	i	true
c	o	b	i	l	true
c	o	b	i	m	false
c	o	b	i	m	true
c	o	b	i	n	false
c	o	b	i	n	true
c	o	b	i	o	true
c	o	b	i	r	false
c	o	b	i	r	true
c	o	b	i	s	false
c	o	b	i	s	true
c	o	b	i	t	false
c	o	b	i	t	true
c	o	b	i	ș	false
c	o	b	i	ș	true
c	o	b	i	ț	false
c	o	b	i	ț	true
c	o	b	l	i	true
c	o	b	o	a	true
c	o	b	o	l	true
c	o	b	o	r	true
c	o	b	r	a	true
c	o	b	r	e	true
c	o	b	r	ă	true
c	o	b	u	l	true
c	o	b	u	r	true
c	o	b	u	z	true
c	o	b	z	a	true
c	o	b	z	e	true
c	o	b	z	i	true
c	o	b	z	ă	true
c	o	b	â	l	true
c	o	b	ă	i	true
c	o	c	-	-	false
c	o	c	-	-	true
c	o	c	a	-	true
c	o	c	a	c	true
c	o	c	a	i	true
c	o	c	a	r	true
c	o	c	a	t	true
c	o	c	c	i	true
c	o	c	e	-	true
c	o	c	e	a	true
c	o	c	e	f	true
c	o	c	e	l	true
c	o	c	e	n	true
c	o	c	e	s	true
c	o	c	e	t	true
c	o	c	e	u	true
c	o	c	e	ș	true
c	o	c	e	ț	true
c	o	c	h	e	true
c	o	c	h	i	true
c	o	c	i	-	false
c	o	c	i	-	true
c	o	c	i	a	true
c	o	c	i	c	true
c	o	c	i	d	true
c	o	c	i	e	true
c	o	c	i	i	true
c	o	c	i	l	true
c	o	c	i	m	true
c	o	c	i	n	true
c	o	c	i	o	false
c	o	c	i	o	true
c	o	c	i	r	true
c	o	c	i	s	true
c	o	c	i	t	true
c	o	c	i	u	false
c	o	c	i	u	true
c	o	c	i	ș	true
c	o	c	i	ț	true
c	o	c	l	a	true
c	o	c	l	e	true
c	o	c	l	i	true
c	o	c	l	o	true
c	o	c	o	-	true
c	o	c	o	a	true
c	o	c	o	l	true
c	o	c	o	n	true
c	o	c	o	r	true
c	o	c	o	s	true
c	o	c	o	t	true
c	o	c	o	z	true
c	o	c	o	ș	true
c	o	c	o	ț	true
c	o	c	r	a	true
c	o	c	r	e	true
c	o	c	s	-	true
c	o	c	s	a	true
c	o	c	s	e	true
c	o	c	s	i	true
c	o	c	s	o	true
c	o	c	s	u	true
c	o	c	s	ă	true
c	o	c	t	-	true
c	o	c	t	e	true
c	o	c	t	u	true
c	o	c	u	l	false
c	o	c	u	l	true
c	o	c	u	r	false
c	o	c	u	r	true
c	o	c	u	ț	true
c	o	c	â	n	true
c	o	c	â	r	true
c	o	c	ă	-	true
c	o	c	ă	a	true
c	o	c	ă	i	true
c	o	c	ă	t	true
c	o	c	ț	i	true
c	o	d	-	-	true
c	o	d	a	-	true
c	o	d	a	b	true
c	o	d	a	c	true
c	o	d	a	i	true
c	o	d	a	j	true
c	o	d	a	l	true
c	o	d	a	m	true
c	o	d	a	n	true
c	o	d	a	r	true
c	o	d	a	s	true
c	o	d	a	t	true
c	o	d	a	u	true
c	o	d	a	ș	true
c	o	d	a	ț	true
c	o	d	e	-	true
c	o	d	e	a	true
c	o	d	e	b	true
c	o	d	e	i	true
c	o	d	e	l	true
c	o	d	e	n	true
c	o	d	e	r	true
c	o	d	e	s	true
c	o	d	e	x	true
c	o	d	e	z	true
c	o	d	e	ș	true
c	o	d	e	ț	true
c	o	d	i	-	true
c	o	d	i	c	true
c	o	d	i	f	true
c	o	d	i	i	true
c	o	d	i	l	true
c	o	d	i	m	true
c	o	d	i	n	true
c	o	d	i	r	true
c	o	d	i	s	true
c	o	d	i	t	true
c	o	d	i	ș	true
c	o	d	i	ț	true
c	o	d	o	a	true
c	o	d	o	b	true
c	o	d	o	m	true
c	o	d	o	n	false
c	o	d	o	n	true
c	o	d	o	r	true
c	o	d	o	ș	true
c	o	d	r	e	true
c	o	d	r	i	true
c	o	d	r	o	true
c	o	d	r	u	true
c	o	d	u	l	true
c	o	d	u	r	true
c	o	d	u	ș	true
c	o	d	â	n	true
c	o	d	â	r	true
c	o	d	ă	-	true
c	o	d	ă	c	true
c	o	d	ă	l	true
c	o	d	ă	m	true
c	o	d	ă	n	true
c	o	d	ă	r	true
c	o	e	c	h	true
c	o	e	d	i	true
c	o	e	d	u	true
c	o	e	f	i	true
c	o	e	l	a	true
c	o	e	m	p	true
c	o	e	n	z	true
c	o	e	r	c	true
c	o	e	r	e	true
c	o	e	r	i	true
c	o	e	r	o	true
c	o	e	t	o	true
c	o	e	x	i	true
c	o	e	x	t	true
c	o	e	z	i	true
c	o	f	-	-	true
c	o	f	a	-	true
c	o	f	a	g	true
c	o	f	a	l	false
c	o	f	a	n	true
c	o	f	a	r	true
c	o	f	e	-	true
c	o	f	e	i	true
c	o	f	e	l	true
c	o	f	e	n	true
c	o	f	e	r	true
c	o	f	e	t	true
c	o	f	i	l	true
c	o	f	i	n	true
c	o	f	i	t	true
c	o	f	i	z	true
c	o	f	i	ț	true
c	o	f	l	e	true
c	o	f	l	o	true
c	o	f	o	b	true
c	o	f	o	c	true
c	o	f	o	n	true
c	o	f	o	r	true
c	o	f	r	a	true
c	o	f	r	e	true
c	o	f	r	â	true
c	o	f	r	ă	true
c	o	f	u	l	true
c	o	f	â	l	false
c	o	f	ă	-	true
c	o	f	ă	i	true
c	o	g	e	a	true
c	o	g	e	n	true
c	o	g	e	o	true
c	o	g	e	s	true
c	o	g	i	t	true
c	o	g	m	o	true
c	o	g	n	a	true
c	o	g	n	i	true
c	o	g	n	o	true
c	o	g	r	a	true
c	o	h	a	l	true
c	o	h	i	p	true
c	o	h	l	e	true
c	o	h	o	r	true
c	o	i	-	-	true
c	o	i	a	-	true
c	o	i	a	i	true
c	o	i	a	m	true
c	o	i	a	s	true
c	o	i	a	u	true
c	o	i	a	ș	true
c	o	i	a	ț	true
c	o	i	c	a	false
c	o	i	c	i	false
c	o	i	c	u	false
c	o	i	c	ă	false
c	o	i	d	-	true
c	o	i	d	a	true
c	o	i	d	e	true
c	o	i	d	i	true
c	o	i	d	u	true
c	o	i	d	ă	true
c	o	i	e	s	true
c	o	i	e	ș	true
c	o	i	f	-	true
c	o	i	f	u	true
c	o	i	i	-	true
c	o	i	l	o	true
c	o	i	m	-	true
c	o	i	m	e	true
c	o	i	m	i	true
c	o	i	n	c	true
c	o	i	n	d	true
c	o	i	n	s	true
c	o	i	n	t	true
c	o	i	o	t	true
c	o	i	o	ț	true
c	o	i	r	-	true
c	o	i	r	u	true
c	o	i	r	ă	true
c	o	i	s	e	true
c	o	i	s	m	true
c	o	i	t	-	true
c	o	i	t	e	true
c	o	i	t	i	true
c	o	i	t	u	true
c	o	i	t	ă	true
c	o	i	u	l	false
c	o	i	u	l	true
c	o	i	z	i	true
c	o	i	ș	i	true
c	o	i	ț	i	true
c	o	j	-	-	true
c	o	j	e	a	true
c	o	j	e	l	true
c	o	j	e	s	true
c	o	j	e	ș	true
c	o	j	i	-	true
c	o	j	i	e	true
c	o	j	i	i	true
c	o	j	i	l	true
c	o	j	i	m	true
c	o	j	i	n	true
c	o	j	i	r	true
c	o	j	i	s	true
c	o	j	i	t	true
c	o	j	i	u	true
c	o	j	i	ș	true
c	o	j	i	ț	true
c	o	j	o	a	true
c	o	j	o	c	true
c	o	j	u	l	true
c	o	l	-	-	false
c	o	l	-	-	true
c	o	l	a	-	true
c	o	l	a	b	true
c	o	l	a	c	true
c	o	l	a	d	true
c	o	l	a	g	true
c	o	l	a	i	true
c	o	l	a	j	true
c	o	l	a	l	true
c	o	l	a	m	true
c	o	l	a	n	true
c	o	l	a	p	true
c	o	l	a	r	false
c	o	l	a	r	true
c	o	l	a	s	false
c	o	l	a	s	true
c	o	l	a	t	true
c	o	l	a	u	true
c	o	l	a	ș	false
c	o	l	a	ș	true
c	o	l	a	ț	true
c	o	l	b	-	true
c	o	l	b	e	true
c	o	l	b	u	true
c	o	l	b	ă	true
c	o	l	c	e	true
c	o	l	c	h	true
c	o	l	c	o	true
c	o	l	c	ă	true
c	o	l	e	-	true
c	o	l	e	a	false
c	o	l	e	a	true
c	o	l	e	c	true
c	o	l	e	d	true
c	o	l	e	g	true
c	o	l	e	i	true
c	o	l	e	l	true
c	o	l	e	m	true
c	o	l	e	n	true
c	o	l	e	o	true
c	o	l	e	p	true
c	o	l	e	r	true
c	o	l	e	s	false
c	o	l	e	s	true
c	o	l	e	t	true
c	o	l	e	x	false
c	o	l	e	z	true
c	o	l	e	ș	false
c	o	l	e	ș	true
c	o	l	h	o	true
c	o	l	i	-	false
c	o	l	i	-	true
c	o	l	i	a	false
c	o	l	i	a	true
c	o	l	i	b	true
c	o	l	i	c	true
c	o	l	i	d	true
c	o	l	i	e	false
c	o	l	i	e	true
c	o	l	i	g	true
c	o	l	i	i	false
c	o	l	i	i	true
c	o	l	i	l	false
c	o	l	i	l	true
c	o	l	i	m	false
c	o	l	i	m	true
c	o	l	i	n	false
c	o	l	i	n	true
c	o	l	i	o	false
c	o	l	i	o	true
c	o	l	i	r	false
c	o	l	i	r	true
c	o	l	i	s	false
c	o	l	i	s	true
c	o	l	i	t	false
c	o	l	i	t	true
c	o	l	i	v	true
c	o	l	i	z	true
c	o	l	i	ș	false
c	o	l	i	ș	true
c	o	l	i	ț	false
c	o	l	i	ț	true
c	o	l	l	i	true
c	o	l	m	a	true
c	o	l	m	e	true
c	o	l	n	a	true
c	o	l	n	e	true
c	o	l	n	i	true
c	o	l	n	ă	true
c	o	l	o	-	true
c	o	l	o	a	true
c	o	l	o	b	true
c	o	l	o	c	true
c	o	l	o	d	true
c	o	l	o	f	true
c	o	l	o	g	true
c	o	l	o	i	true
c	o	l	o	m	true
c	o	l	o	n	true
c	o	l	o	p	false
c	o	l	o	p	true
c	o	l	o	r	true
c	o	l	o	s	true
c	o	l	o	t	true
c	o	l	o	u	true
c	o	l	o	ș	true
c	o	l	p	i	true
c	o	l	p	o	true
c	o	l	t	-	true
c	o	l	t	a	true
c	o	l	t	e	true
c	o	l	t	u	true
c	o	l	t	â	true
c	o	l	t	ă	true
c	o	l	u	b	true
c	o	l	u	l	true
c	o	l	u	m	true
c	o	l	u	n	true
c	o	l	u	r	true
c	o	l	u	t	true
c	o	l	u	v	true
c	o	l	u	z	true
c	o	l	â	n	true
c	o	l	ă	-	true
c	o	l	ă	c	true
c	o	l	ă	m	true
c	o	l	ă	r	false
c	o	l	ă	r	true
c	o	l	ă	t	true
c	o	l	ț	-	true
c	o	l	ț	a	true
c	o	l	ț	e	true
c	o	l	ț	i	true
c	o	l	ț	o	true
c	o	l	ț	u	true
c	o	m	-	-	true
c	o	m	a	-	true
c	o	m	a	l	true
c	o	m	a	n	true
c	o	m	a	r	true
c	o	m	a	s	true
c	o	m	a	t	true
c	o	m	a	ț	true
c	o	m	b	-	true
c	o	m	b	a	true
c	o	m	b	e	true
c	o	m	b	i	true
c	o	m	b	o	true
c	o	m	b	r	false
c	o	m	b	r	true
c	o	m	b	u	true
c	o	m	b	â	true
c	o	m	b	ă	true
c	o	m	e	-	true
c	o	m	e	a	true
c	o	m	e	d	true
c	o	m	e	i	true
c	o	m	e	l	true
c	o	m	e	m	true
c	o	m	e	n	true
c	o	m	e	r	true
c	o	m	e	s	true
c	o	m	e	t	true
c	o	m	e	ș	true
c	o	m	i	-	true
c	o	m	i	a	true
c	o	m	i	c	true
c	o	m	i	d	true
c	o	m	i	e	true
c	o	m	i	i	true
c	o	m	i	l	true
c	o	m	i	m	true
c	o	m	i	n	true
c	o	m	i	o	true
c	o	m	i	r	true
c	o	m	i	s	true
c	o	m	i	t	true
c	o	m	i	z	true
c	o	m	i	ș	true
c	o	m	i	ț	true
c	o	m	m	o	true
c	o	m	o	a	true
c	o	m	o	b	true
c	o	m	o	d	true
c	o	m	o	f	true
c	o	m	o	n	true
c	o	m	o	r	true
c	o	m	o	s	true
c	o	m	o	t	true
c	o	m	o	z	true
c	o	m	o	ș	true
c	o	m	o	ț	true
c	o	m	p	a	true
c	o	m	p	e	true
c	o	m	p	i	true
c	o	m	p	l	true
c	o	m	p	o	true
c	o	m	p	r	true
c	o	m	p	u	true
c	o	m	p	ă	true
c	o	m	s	o	true
c	o	m	u	l	true
c	o	m	u	n	true
c	o	m	u	r	true
c	o	m	u	t	true
c	o	m	u	ț	true
c	o	m	â	n	true
c	o	m	ă	-	true
c	o	m	ă	n	true
c	o	n	-	-	true
c	o	n	a	-	true
c	o	n	a	b	true
c	o	n	a	c	true
c	o	n	a	d	true
c	o	n	a	i	true
c	o	n	a	j	true
c	o	n	a	m	true
c	o	n	a	r	true
c	o	n	a	s	true
c	o	n	a	t	true
c	o	n	a	u	true
c	o	n	a	ș	true
c	o	n	a	ț	true
c	o	n	c	a	true
c	o	n	c	e	true
c	o	n	c	h	true
c	o	n	c	i	true
c	o	n	c	l	true
c	o	n	c	o	true
