b32	b21	b10	a01	a12	syl
a	r	a	n	-	false
a	r	a	n	c	false
a	r	a	n	d	false
a	r	a	n	e	true
a	r	a	n	g	false
a	r	a	n	i	false
a	r	a	n	i	true
a	r	a	n	j	false
a	r	a	n	o	true
a	r	a	n	s	false
a	r	a	n	t	false
a	r	a	n	u	true
a	r	a	n	ț	false
a	r	a	o	n	true
a	r	a	p	-	false
a	r	a	p	a	true
a	r	a	p	e	true
a	r	a	p	i	false
a	r	a	p	i	true
a	r	a	p	l	true
a	r	a	p	n	false
a	r	a	p	o	true
a	r	a	p	s	false
a	r	a	p	u	true
a	r	a	r	-	false
a	r	a	r	a	true
a	r	a	r	e	true
a	r	a	r	o	true
a	r	a	r	t	false
a	r	a	r	u	true
a	r	a	r	ă	true
a	r	a	s	-	false
a	r	a	s	a	true
a	r	a	s	c	false
a	r	a	s	c	true
a	r	a	s	e	true
a	r	a	s	i	true
a	r	a	s	m	false
a	r	a	s	o	true
a	r	a	s	t	false
a	r	a	s	u	true
a	r	a	s	â	true
a	r	a	s	ă	true
a	r	a	t	-	false
a	r	a	t	a	true
a	r	a	t	e	true
a	r	a	t	h	true
a	r	a	t	i	true
a	r	a	t	o	true
a	r	a	t	r	true
a	r	a	t	u	true
a	r	a	t	ă	true
a	r	a	u	-	false
a	r	a	u	a	true
a	r	a	u	c	false
a	r	a	u	l	true
a	r	a	u	n	false
a	r	a	v	a	true
a	r	a	v	e	true
a	r	a	v	i	true
a	r	a	v	â	true
a	r	a	v	ă	true
a	r	a	x	e	true
a	r	a	x	i	true
a	r	a	z	a	true
a	r	a	z	e	true
a	r	a	z	i	false
a	r	a	z	i	true
a	r	a	z	ă	true
a	r	a	ș	c	false
a	r	a	ș	i	false
a	r	a	ș	i	true
a	r	a	ș	o	true
a	r	a	ș	u	true
a	r	a	ț	a	true
a	r	a	ț	e	true
a	r	a	ț	i	false
a	r	a	ț	i	true
a	r	a	ț	ă	true
a	r	b	a	-	false
a	r	b	a	a	false
a	r	b	a	b	false
a	r	b	a	c	false
a	r	b	a	d	false
a	r	b	a	f	false
a	r	b	a	g	false
a	r	b	a	l	false
a	r	b	a	m	false
a	r	b	a	m	true
a	r	b	a	o	false
a	r	b	a	r	false
a	r	b	a	t	false
a	r	b	a	u	false
a	r	b	a	î	false
a	r	b	a	ș	false
a	r	b	e	-	false
a	r	b	e	i	false
a	r	b	e	l	false
a	r	b	e	n	false
a	r	b	e	t	false
a	r	b	e	z	false
a	r	b	e	ț	false
a	r	b	i	a	false
a	r	b	i	d	false
a	r	b	i	e	false
a	r	b	i	f	false
a	r	b	i	n	false
a	r	b	i	t	false
a	r	b	i	u	false
a	r	b	i	ș	false
a	r	b	o	a	false
a	r	b	o	c	false
a	r	b	o	d	false
a	r	b	o	g	false
a	r	b	o	h	false
a	r	b	o	i	false
a	r	b	o	l	false
a	r	b	o	m	false
a	r	b	o	n	false
a	r	b	o	r	false
a	r	b	o	t	false
a	r	b	o	x	false
a	r	b	o	x	true
a	r	b	r	i	false
a	r	b	u	j	false
a	r	b	u	n	false
a	r	b	u	r	false
a	r	b	u	s	false
a	r	b	u	t	false
a	r	b	u	z	false
a	r	b	u	ș	false
a	r	b	ă	-	false
a	r	b	ă	a	false
a	r	b	ă	c	false
a	r	b	ă	d	false
a	r	b	ă	g	false
a	r	b	ă	m	false
a	r	b	ă	n	false
a	r	b	ă	r	false
a	r	b	ă	s	false
a	r	c	a	-	false
a	r	c	a	b	false
a	r	c	a	c	false
a	r	c	a	d	false
a	r	c	a	f	false
a	r	c	a	g	false
a	r	c	a	i	false
a	r	c	a	j	false
a	r	c	a	l	false
a	r	c	a	m	false
a	r	c	a	n	false
a	r	c	a	r	false
a	r	c	a	s	false
a	r	c	a	t	false
a	r	c	a	u	false
a	r	c	a	z	false
a	r	c	a	ș	false
a	r	c	a	ț	false
a	r	c	e	-	false
a	r	c	e	a	false
a	r	c	e	i	false
a	r	c	e	l	false
a	r	c	e	m	false
a	r	c	e	r	false
a	r	c	e	s	false
a	r	c	e	t	false
a	r	c	e	ț	false
a	r	c	h	e	false
a	r	c	h	i	false
a	r	c	i	-	false
a	r	c	i	a	false
a	r	c	i	f	false
a	r	c	i	m	false
a	r	c	i	n	false
a	r	c	i	s	false
a	r	c	i	ș	false
a	r	c	k	i	false
a	r	c	o	-	false
a	r	c	o	a	false
a	r	c	o	b	false
a	r	c	o	c	false
a	r	c	o	f	false
a	r	c	o	g	false
a	r	c	o	h	false
a	r	c	o	l	false
a	r	c	o	m	false
a	r	c	o	p	false
a	r	c	o	s	false
a	r	c	o	t	false
a	r	c	o	z	false
a	r	c	t	-	false
a	r	c	t	a	true
a	r	c	t	e	true
a	r	c	t	i	true
a	r	c	t	u	true
a	r	c	u	i	false
a	r	c	u	l	false
a	r	c	u	r	false
a	r	c	u	ș	false
a	r	c	â	n	false
a	r	c	ă	-	false
a	r	c	ă	m	false
a	r	c	ă	n	false
a	r	c	ă	r	false
a	r	d	a	-	false
a	r	d	a	i	false
a	r	d	a	j	false
a	r	d	a	l	false
a	r	d	a	m	false
a	r	d	a	n	false
a	r	d	a	r	false
a	r	d	a	s	false
a	r	d	a	t	false
a	r	d	a	u	false
a	r	d	a	ș	false
a	r	d	a	ț	false
a	r	d	e	-	false
a	r	d	e	a	false
a	r	d	e	c	false
a	r	d	e	e	false
a	r	d	e	i	false
a	r	d	e	l	false
a	r	d	e	m	false
a	r	d	e	n	false
a	r	d	e	r	false
a	r	d	e	s	false
a	r	d	e	z	false
a	r	d	e	ș	false
a	r	d	e	ț	false
a	r	d	i	-	false
a	r	d	i	a	false
a	r	d	i	c	false
a	r	d	i	e	false
a	r	d	i	f	false
a	r	d	i	g	false
a	r	d	i	i	false
a	r	d	i	m	false
a	r	d	i	n	false
a	r	d	i	o	false
a	r	d	i	r	false
a	r	d	i	s	false
a	r	d	i	t	false
a	r	d	i	u	false
a	r	d	i	v	false
a	r	d	i	z	false
a	r	d	i	ș	false
a	r	d	i	ț	false
a	r	d	o	a	false
a	r	d	o	m	false
a	r	d	o	n	false
a	r	d	o	p	false
a	r	d	o	r	false
a	r	d	o	s	false
a	r	d	o	u	false
a	r	d	o	ș	false
a	r	d	p	a	false
a	r	d	p	a	true
a	r	d	u	g	false
a	r	d	u	l	false
a	r	d	u	r	false
a	r	d	â	n	false
a	r	d	ă	-	false
a	r	d	ă	m	false
a	r	d	ă	r	false
a	r	e	a	-	false
a	r	e	a	a	false
a	r	e	a	b	false
a	r	e	a	c	false
a	r	e	a	d	false
a	r	e	a	l	false
a	r	e	a	l	true
a	r	e	a	m	true
a	r	e	a	n	false
a	r	e	a	p	false
a	r	e	a	p	true
a	r	e	a	r	false
a	r	e	a	u	false
a	r	e	a	z	false
a	r	e	a	ț	false
a	r	e	a	ț	true
a	r	e	c	-	false
a	r	e	c	a	true
a	r	e	c	e	true
a	r	e	c	i	false
a	r	e	c	i	true
a	r	e	c	u	true
a	r	e	c	â	true
a	r	e	c	ă	true
a	r	e	d	e	true
a	r	e	d	i	true
a	r	e	d	o	true
a	r	e	d	u	true
a	r	e	e	-	true
a	r	e	e	a	true
a	r	e	e	i	true
a	r	e	e	l	true
a	r	e	e	n	true
a	r	e	f	a	true
a	r	e	f	i	true
a	r	e	f	l	true
a	r	e	f	o	true
a	r	e	f	r	true
a	r	e	g	a	true
a	r	e	g	i	false
a	r	e	g	i	true
a	r	e	g	l	true
a	r	e	g	r	true
a	r	e	i	-	false
a	r	e	i	a	true
a	r	e	i	c	true
a	r	e	i	e	true
a	r	e	i	i	true
a	r	e	i	l	false
a	r	e	i	l	true
a	r	e	i	p	false
a	r	e	i	s	true
a	r	e	l	a	true
a	r	e	l	e	true
a	r	e	l	i	true
a	r	e	l	o	true
a	r	e	l	u	true
a	r	e	l	ă	true
a	r	e	m	-	false
a	r	e	m	a	true
a	r	e	m	e	true
a	r	e	m	i	true
a	r	e	m	o	true
a	r	e	m	u	true
a	r	e	m	ă	true
a	r	e	n	a	true
a	r	e	n	c	false
a	r	e	n	d	false
a	r	e	n	e	true
a	r	e	n	i	false
a	r	e	n	i	true
a	r	e	n	t	false
a	r	e	n	z	false
a	r	e	n	â	true
a	r	e	n	ă	true
a	r	e	n	ț	false
a	r	e	o	-	false
a	r	e	o	g	true
a	r	e	o	l	true
a	r	e	o	m	true
a	r	e	o	p	true
a	r	e	o	r	false
a	r	e	o	r	true
a	r	e	r	-	false
a	r	e	r	i	true
a	r	e	r	u	true
a	r	e	r	ă	true
a	r	e	s	-	false
a	r	e	s	c	false
a	r	e	s	p	true
a	r	e	s	t	false
a	r	e	s	u	true
a	r	e	t	-	false
a	r	e	t	a	true
a	r	e	t	e	true
a	r	e	t	i	true
a	r	e	t	o	true
a	r	e	t	r	true
a	r	e	t	u	true
a	r	e	t	â	true
a	r	e	t	ă	true
a	r	e	u	-	false
a	r	e	u	l	true
a	r	e	u	n	true
a	r	e	u	r	true
a	r	e	v	a	true
a	r	e	v	i	true
a	r	e	v	o	true
a	r	e	z	-	false
a	r	e	z	a	true
a	r	e	z	e	true
a	r	e	z	i	false
a	r	e	z	i	true
a	r	e	z	u	true
a	r	e	z	ă	true
a	r	e	ș	a	true
a	r	e	ș	i	false
a	r	e	ș	t	false
a	r	e	ț	-	false
a	r	e	ț	a	true
a	r	e	ț	e	true
a	r	e	ț	i	false
a	r	e	ț	i	true
a	r	e	ț	u	true
a	r	e	ț	ă	true
a	r	f	a	-	false
a	r	f	a	g	false
a	r	f	a	r	false
a	r	f	a	s	false
a	r	f	e	-	false
a	r	f	e	c	false
a	r	f	e	i	false
a	r	f	e	l	false
a	r	f	e	u	false
a	r	f	o	l	false
a	r	f	u	l	false
a	r	f	u	m	false
a	r	f	u	r	false
a	r	f	ă	-	false
a	r	g	a	-	false
a	r	g	a	b	false
a	r	g	a	c	false
a	r	g	a	n	false
a	r	g	a	r	false
a	r	g	a	s	false
a	r	g	a	t	false
a	r	g	a	u	false
a	r	g	a	ș	false
a	r	g	a	ț	false
a	r	g	e	-	false
a	r	g	e	a	false
a	r	g	e	i	false
a	r	g	e	l	false
a	r	g	e	m	false
a	r	g	e	n	false
a	r	g	e	r	false
a	r	g	e	v	false
a	r	g	e	ș	false
a	r	g	e	ț	false
a	r	g	h	e	false
a	r	g	h	i	false
a	r	g	i	-	false
a	r	g	i	a	false
a	r	g	i	c	false
a	r	g	i	e	false
a	r	g	i	i	false
a	r	g	i	l	false
a	r	g	i	n	false
a	r	g	i	o	false
a	r	g	i	r	false
a	r	g	i	t	false
a	r	g	i	u	false
a	r	g	o	-	false
a	r	g	o	a	false
a	r	g	o	b	false
a	r	g	o	l	false
a	r	g	o	n	false
a	r	g	o	t	false
a	r	g	o	u	false
a	r	g	r	a	false
a	r	g	u	i	false
a	r	g	u	l	false
a	r	g	u	m	false
a	r	g	u	r	false
a	r	g	u	s	false
a	r	g	u	t	false
a	r	g	u	ș	false
a	r	g	u	ț	false
a	r	g	â	n	false
a	r	g	ă	-	false
a	r	g	ă	d	false
a	r	g	ă	m	false
a	r	g	ă	r	false
a	r	g	ă	s	false
a	r	g	ă	ț	false
a	r	h	a	i	false
a	r	h	a	l	false
a	r	h	a	n	false
a	r	h	a	r	false
a	r	h	a	t	false
a	r	h	e	b	false
a	r	h	e	g	false
a	r	h	e	l	false
a	r	h	e	o	false
a	r	h	e	t	false
a	r	h	i	-	false
a	r	h	i	a	false
a	r	h	i	c	false
a	r	h	i	d	false
a	r	h	i	e	false
a	r	h	i	f	false
a	r	h	i	g	false
a	r	h	i	i	false
a	r	h	i	l	false
a	r	h	i	m	false
a	r	h	i	p	false
a	r	h	i	r	false
a	r	h	i	s	false
a	r	h	i	t	false
a	r	h	i	v	false
a	r	h	i	z	false
a	r	h	i	ș	false
a	r	h	o	i	false
a	r	h	o	n	false
a	r	h	o	s	false
a	r	h	u	l	false
a	r	h	ă	t	false
a	r	i	a	-	true
a	r	i	a	b	false
a	r	i	a	b	true
a	r	i	a	c	false
a	r	i	a	c	true
a	r	i	a	i	true
a	r	i	a	j	true
a	r	i	a	l	false
a	r	i	a	l	true
a	r	i	a	m	true
a	r	i	a	n	false
a	r	i	a	n	true
a	r	i	a	r	true
a	r	i	a	s	true
a	r	i	a	t	false
a	r	i	a	t	true
a	r	i	a	u	true
a	r	i	a	z	true
a	r	i	a	ș	true
a	r	i	a	ț	false
a	r	i	a	ț	true
a	r	i	b	u	true
a	r	i	c	-	false
a	r	i	c	a	true
a	r	i	c	e	true
a	r	i	c	h	true
a	r	i	c	i	false
a	r	i	c	i	true
a	r	i	c	o	true
a	r	i	c	u	true
a	r	i	c	â	true
a	r	i	c	ă	true
a	r	i	d	-	false
a	r	i	d	a	true
a	r	i	d	e	true
a	r	i	d	i	false
a	r	i	d	i	true
a	r	i	d	u	true
a	r	i	d	ă	true
a	r	i	e	-	true
a	r	i	e	c	true
a	r	i	e	i	true
a	r	i	e	m	true
a	r	i	e	n	true
a	r	i	e	r	false
a	r	i	e	r	true
a	r	i	e	t	false
a	r	i	e	t	true
a	r	i	e	z	true
a	r	i	f	-	false
a	r	i	f	a	true
a	r	i	f	e	true
a	r	i	f	i	false
a	r	i	f	i	true
a	r	i	f	o	true
a	r	i	f	u	true
a	r	i	f	â	true
a	r	i	f	ă	true
a	r	i	g	e	true
a	r	i	g	i	true
a	r	i	g	o	true
a	r	i	g	r	true
a	r	i	i	-	false
a	r	i	i	-	true
a	r	i	i	i	true
a	r	i	i	l	false
a	r	i	i	l	true
a	r	i	i	n	true
a	r	i	i	s	false
a	r	i	i	v	false
a	r	i	l	-	false
a	r	i	l	a	true
a	r	i	l	e	true
a	r	i	l	i	false
a	r	i	l	i	true
a	r	i	l	o	true
a	r	i	l	u	true
a	r	i	l	ă	true
a	r	i	m	a	true
a	r	i	m	b	false
a	r	i	m	e	true
a	r	i	m	i	true
a	r	i	m	o	true
a	r	i	m	â	true
a	r	i	m	ă	true
a	r	i	n	-	false
a	r	i	n	a	true
a	r	i	n	e	true
a	r	i	n	g	false
a	r	i	n	i	false
a	r	i	n	i	true
a	r	i	n	o	true
a	r	i	n	u	true
a	r	i	n	â	true
a	r	i	n	ă	true
a	r	i	o	a	false
a	r	i	o	c	true
a	r	i	o	f	true
a	r	i	o	g	false
a	r	i	o	l	false
a	r	i	o	l	true
a	r	i	o	m	true
a	r	i	o	n	false
a	r	i	o	n	true
a	r	i	o	o	false
a	r	i	o	p	false
a	r	i	o	p	true
a	r	i	o	r	false
a	r	i	o	s	false
a	r	i	o	s	true
a	r	i	o	t	false
a	r	i	o	t	true
a	r	i	o	z	true
a	r	i	o	ș	false
a	r	i	o	ț	true
a	r	i	p	a	true
a	r	i	p	e	true
a	r	i	p	i	false
a	r	i	p	i	true
a	r	i	p	o	true
a	r	i	p	â	true
a	r	i	p	ă	true
a	r	i	s	a	true
a	r	i	s	c	false
a	r	i	s	c	true
a	r	i	s	e	true
a	r	i	s	f	false
a	r	i	s	f	true
a	r	i	s	i	true
a	r	i	s	m	false
a	r	i	s	o	true
a	r	i	s	p	true
a	r	i	s	t	false
a	r	i	s	â	true
a	r	i	s	ă	true
a	r	i	t	-	false
a	r	i	t	a	true
a	r	i	t	e	true
a	r	i	t	i	true
a	r	i	t	m	false
a	r	i	t	o	true
a	r	i	t	s	false
a	r	i	t	u	true
a	r	i	t	ă	true
a	r	i	u	-	false
a	r	i	u	l	false
a	r	i	u	l	true
a	r	i	u	m	false
a	r	i	u	m	true
a	r	i	u	r	true
a	r	i	v	a	true
a	r	i	v	i	true
a	r	i	v	o	true
a	r	i	x	-	false
a	r	i	x	u	true
a	r	i	z	a	true
a	r	i	z	e	true
a	r	i	z	i	false
a	r	i	z	i	true
a	r	i	z	o	true
a	r	i	z	â	true
a	r	i	z	ă	true
a	r	i	ș	-	false
a	r	i	ș	e	true
a	r	i	ș	t	false
a	r	i	ș	u	true
a	r	i	ț	a	true
a	r	i	ț	e	true
a	r	i	ț	i	false
a	r	i	ț	i	true
a	r	i	ț	ă	true
a	r	j	a	-	false
a	r	j	a	b	false
a	r	j	a	i	false
a	r	j	a	m	false
a	r	j	a	r	false
a	r	j	a	s	false
a	r	j	a	t	false
a	r	j	a	u	false
a	r	j	a	ș	false
a	r	j	a	ț	false
a	r	j	e	-	false
a	r	j	e	a	false
a	r	j	e	i	false
a	r	j	e	l	false
a	r	j	e	z	false
a	r	j	u	l	false
a	r	j	â	n	false
a	r	j	ă	-	false
a	r	j	ă	m	false
a	r	j	ă	r	false
a	r	k	e	t	false
a	r	k	i	n	false
a	r	k	u	l	false
a	r	l	a	-	false
a	r	l	a	g	false
a	r	l	a	l	false
a	r	l	a	m	false
a	r	l	a	t	false
a	r	l	a	u	false
a	r	l	a	ț	false
a	r	l	e	-	false
a	r	l	e	a	false
a	r	l	e	c	false
a	r	l	e	i	false
a	r	l	e	l	false
a	r	l	e	s	false
a	r	l	e	t	false
a	r	l	e	ș	false
a	r	l	i	-	false
a	r	l	i	i	false
a	r	l	i	m	false
a	r	l	i	n	false
a	r	l	i	r	false
a	r	l	i	s	false
a	r	l	i	t	false
a	r	l	i	ș	false
a	r	l	i	ț	false
a	r	l	o	a	false
a	r	l	o	n	false
a	r	l	o	t	false
a	r	l	â	c	false
a	r	l	ă	-	false
a	r	m	a	-	false
a	r	m	a	c	false
a	r	m	a	d	false
a	r	m	a	i	false
a	r	m	a	j	false
a	r	m	a	l	false
a	r	m	a	m	false
a	r	m	a	n	false
a	r	m	a	r	false
a	r	m	a	s	false
a	r	m	a	t	false
a	r	m	a	u	false
a	r	m	a	z	false
a	r	m	a	ș	false
a	r	m	a	ț	false
a	r	m	e	-	false
a	r	m	e	a	false
a	r	m	e	c	false
a	r	m	e	i	false
a	r	m	e	l	false
a	r	m	e	n	false
a	r	m	e	r	false
a	r	m	e	t	false
a	r	m	e	z	false
a	r	m	i	-	false
a	r	m	i	a	false
a	r	m	i	e	false
a	r	m	i	i	false
a	r	m	i	l	false
a	r	m	i	n	false
a	r	m	i	s	false
a	r	m	i	t	false
a	r	m	i	ș	false
a	r	m	o	a	false
a	r	m	o	n	false
a	r	m	o	r	false
a	r	m	o	t	false
a	r	m	u	l	false
a	r	m	u	r	false
a	r	m	â	n	false
a	r	m	ă	-	false
a	r	m	ă	m	false
a	r	m	ă	n	false
a	r	m	ă	r	false
a	r	m	ă	s	false
a	r	m	ă	t	false
a	r	m	ă	ș	false
a	r	n	a	-	false
a	r	n	a	b	false
a	r	n	a	c	false
a	r	n	a	g	false
a	r	n	a	i	false
a	r	n	a	j	false
a	r	n	a	l	false
a	r	n	a	m	false
a	r	n	a	r	false
a	r	n	a	s	false
a	r	n	a	t	false
a	r	n	a	u	false
a	r	n	a	v	false
a	r	n	a	x	false
a	r	n	a	ș	false
a	r	n	a	ț	false
a	r	n	e	-	false
a	r	n	e	a	false
a	r	n	e	f	false
a	r	n	e	i	false
a	r	n	e	l	false
a	r	n	e	s	false
a	r	n	e	t	false
a	r	n	e	z	false
a	r	n	e	ț	false
a	r	n	i	-	false
a	r	n	i	a	false
a	r	n	i	c	false
a	r	n	i	e	false
a	r	n	i	i	false
a	r	n	i	l	false
a	r	n	i	s	false
a	r	n	i	t	false
a	r	n	i	v	false
a	r	n	i	z	false
a	r	n	i	ț	false
a	r	n	o	a	false
a	r	n	o	s	false
a	r	n	o	t	false
a	r	n	o	ș	false
a	r	n	u	l	false
a	r	n	â	n	false
a	r	n	ă	-	false
a	r	n	ă	m	false
a	r	n	ă	r	false
a	r	n	ă	u	false
a	r	o	a	c	false
a	r	o	a	f	false
a	r	o	a	n	false
a	r	o	a	n	true
a	r	o	a	r	false
a	r	o	a	s	false
a	r	o	b	s	false
a	r	o	c	-	false
a	r	o	c	a	true
a	r	o	c	c	false
a	r	o	c	e	true
a	r	o	c	h	true
a	r	o	c	i	false
a	r	o	c	i	true
a	r	o	c	o	true
a	r	o	c	u	true
a	r	o	c	ă	true
a	r	o	d	-	false
a	r	o	d	a	true
a	r	o	d	e	true
a	r	o	d	i	true
a	r	o	d	n	false
a	r	o	d	o	true
a	r	o	d	u	true
a	r	o	d	â	true
a	r	o	d	ă	true
a	r	o	f	i	true
a	r	o	f	o	true
a	r	o	g	-	false
a	r	o	g	a	true
a	r	o	g	e	true
a	r	o	g	i	false
a	r	o	g	i	true
a	r	o	g	r	true
a	r	o	g	u	true
a	r	o	g	â	true
a	r	o	g	ă	true
a	r	o	h	-	false
a	r	o	h	i	false
a	r	o	h	i	true
a	r	o	h	u	true
a	r	o	i	-	false
a	r	o	i	-	true
a	r	o	i	a	true
a	r	o	i	d	true
a	r	o	i	e	true
a	r	o	i	i	true
a	r	o	i	m	true
a	r	o	i	n	true
a	r	o	i	r	true
a	r	o	i	s	true
a	r	o	i	t	true
a	r	o	i	u	false
a	r	o	i	u	true
a	r	o	i	z	true
a	r	o	i	ș	true
a	r	o	i	ț	true
a	r	o	l	-	false
a	r	o	l	a	true
a	r	o	l	e	true
a	r	o	l	i	true
a	r	o	l	o	true
a	r	o	l	â	true
a	r	o	l	ă	true
a	r	o	m	a	true
a	r	o	m	e	true
a	r	o	m	i	true
a	r	o	m	â	true
a	r	o	m	ă	true
a	r	o	n	-	false
a	r	o	n	a	true
a	r	o	n	d	false
a	r	o	n	e	true
a	r	o	n	g	false
a	r	o	n	i	false
a	r	o	n	i	true
a	r	o	n	o	true
a	r	o	n	u	true
a	r	o	n	ă	true
a	r	o	p	a	true
a	r	o	p	t	false
a	r	o	p	t	true
a	r	o	r	-	false
a	r	o	r	a	true
a	r	o	r	e	true
a	r	o	r	u	true
a	r	o	r	ă	true
a	r	o	s	-	false
a	r	o	s	a	true
a	r	o	s	c	false
a	r	o	s	c	true
a	r	o	s	e	true
a	r	o	s	i	true
a	r	o	s	m	false
a	r	o	s	t	false
a	r	o	s	u	true
a	r	o	s	â	true
a	r	o	s	ă	true
a	r	o	t	-	false
a	r	o	t	a	true
a	r	o	t	e	true
a	r	o	t	i	true
a	r	o	t	o	true
a	r	o	t	r	true
a	r	o	t	u	true
a	r	o	t	â	true
a	r	o	t	ă	true
a	r	o	u	-	false
a	r	o	u	l	true
a	r	o	u	r	true
a	r	o	v	i	true
a	r	o	x	i	true
a	r	o	z	a	true
a	r	o	z	e	true
a	r	o	z	ă	true
a	r	o	ș	i	false
a	r	o	ș	i	true
a	r	o	ș	u	true
a	r	o	ț	i	false
a	r	o	ț	i	true
a	r	p	a	-	false
a	r	p	a	c	false
a	r	p	a	g	false
a	r	p	a	l	false
a	r	p	a	m	false
a	r	p	a	n	false
a	r	p	a	r	false
a	r	p	a	t	false
a	r	p	a	u	false
a	r	p	a	x	false
a	r	p	e	-	false
a	r	p	e	d	false
a	r	p	e	g	false
a	r	p	e	i	false
a	r	p	e	l	false
a	r	p	e	n	false
a	r	p	e	o	false
a	r	p	e	t	false
a	r	p	i	-	false
a	r	p	i	a	false
a	r	p	i	c	false
a	r	p	i	e	false
a	r	p	i	i	false
a	r	p	i	l	false
a	r	p	i	n	false
a	r	p	i	s	false
a	r	p	i	ș	false
a	r	p	o	a	false
a	r	p	o	c	false
a	r	p	o	f	false
a	r	p	o	g	false
a	r	p	o	l	false
a	r	p	o	n	false
a	r	p	o	s	false
a	r	p	o	t	false
a	r	p	u	l	false
a	r	p	u	r	false
a	r	p	ă	-	false
a	r	p	ă	r	false
a	r	r	e	m	false
a	r	r	i	n	false
a	r	s	a	-	false
a	r	s	a	l	false
a	r	s	a	n	false
a	r	s	e	-	false
a	r	s	e	c	false
a	r	s	e	i	false
a	r	s	e	l	false
a	r	s	e	n	false
a	r	s	e	r	false
a	r	s	e	s	false
a	r	s	e	ș	false
a	r	s	i	a	false
a	r	s	i	c	false
a	r	s	i	e	false
a	r	s	i	i	false
a	r	s	i	l	false
a	r	s	i	n	false
a	r	s	i	o	false
a	r	s	i	s	false
a	r	s	i	t	false
a	r	s	o	a	false
a	r	s	o	c	false
a	r	s	o	f	false
a	r	s	o	n	false
a	r	s	o	p	false
a	r	s	o	r	false
a	r	s	t	-	false
a	r	s	t	i	false
a	r	s	t	o	false
a	r	s	t	u	false
a	r	s	u	i	false
a	r	s	u	l	false
a	r	s	u	p	false
a	r	s	u	r	false
a	r	s	ă	-	false
a	r	s	ă	t	false
a	r	t	a	-	false
a	r	t	a	c	false
a	r	t	a	d	false
a	r	t	a	g	false
a	r	t	a	i	false
a	r	t	a	j	false
a	r	t	a	l	false
a	r	t	a	m	false
a	r	t	a	n	false
a	r	t	a	r	false
a	r	t	a	s	false
a	r	t	a	t	false
a	r	t	a	u	false
a	r	t	a	ș	false
a	r	t	a	ț	false
a	r	t	b	l	false
a	r	t	e	-	false
a	r	t	e	a	false
a	r	t	e	c	false
a	r	t	e	f	false
a	r	t	e	i	false
a	r	t	e	l	false
a	r	t	e	n	false
a	r	t	e	r	false
a	r	t	e	t	false
a	r	t	e	u	false
a	r	t	e	x	false
a	r	t	e	z	false
a	r	t	h	e	true
a	r	t	i	a	false
a	r	t	i	c	false
a	r	t	i	d	false
a	r	t	i	e	false
a	r	t	i	f	false
a	r	t	i	l	false
a	r	t	i	m	false
a	r	t	i	n	false
a	r	t	i	o	false
a	r	t	i	r	false
a	r	t	i	s	false
a	r	t	i	t	false
a	r	t	i	u	false
a	r	t	i	z	false
a	r	t	i	ș	false
a	r	t	i	ț	false
a	r	t	n	a	false
a	r	t	n	e	true
a	r	t	n	i	false
a	r	t	n	i	true
a	r	t	o	-	false
a	r	t	o	a	false
a	r	t	o	d	false
a	r	t	o	f	false
a	r	t	o	g	false
a	r	t	o	i	false
a	r	t	o	l	false
a	r	t	o	m	false
a	r	t	o	n	false
a	r	t	o	r	false
a	r	t	o	s	false
a	r	t	o	t	false
a	r	t	r	a	false
a	r	t	r	e	false
a	r	t	r	i	false
a	r	t	r	o	false
a	r	t	r	u	false
a	r	t	r	â	false
a	r	t	r	ă	false
a	r	t	u	-	false
a	r	t	u	f	false
a	r	t	u	l	false
a	r	t	u	m	false
a	r	t	u	r	false
a	r	t	u	u	false
a	r	t	u	ș	false
a	r	t	â	n	false
a	r	t	ă	-	false
a	r	t	ă	m	false
a	r	t	ă	r	false
a	r	u	a	-	false
a	r	u	b	-	false
a	r	u	b	i	false
a	r	u	b	i	true
a	r	u	b	u	true
a	r	u	d	a	true
a	r	u	d	e	true
a	r	u	d	ă	true
a	r	u	f	l	true
a	r	u	g	a	true
a	r	u	g	e	true
a	r	u	g	ă	true
a	r	u	i	a	true
a	r	u	l	-	false
a	r	u	l	a	true
a	r	u	l	d	false
a	r	u	l	e	true
a	r	u	l	i	true
a	r	u	l	u	true
a	r	u	l	ă	true
a	r	u	m	-	false
a	r	u	m	u	true
a	r	u	n	a	true
a	r	u	n	c	false
a	r	u	n	e	true
a	r	u	n	ă	true
a	r	u	p	i	true
a	r	u	r	a	true
a	r	u	r	i	false
a	r	u	r	i	true
a	r	u	r	ă	true
a	r	u	s	-	false
a	r	u	s	e	true
a	r	u	s	p	false
a	r	u	s	u	true
a	r	v	a	-	false
a	r	v	a	l	false
a	r	v	a	n	false
a	r	v	a	r	false
a	r	v	a	s	false
a	r	v	a	t	false
a	r	v	a	ț	false
a	r	v	e	-	false
a	r	v	e	i	false
a	r	v	e	l	false
a	r	v	e	n	false
a	r	v	i	c	false
a	r	v	i	f	false
a	r	v	i	i	false
a	r	v	i	n	false
a	r	v	i	s	false
a	r	v	i	v	false
a	r	v	i	z	false
a	r	v	u	n	false
a	r	v	ă	-	false
a	r	v	ă	z	false
a	r	w	i	n	false
a	r	x	i	s	false
a	r	x	i	ș	false
a	r	y	u	l	false
a	r	z	a	-	false
a	r	z	a	v	false
a	r	z	e	-	false
a	r	z	e	l	false
a	r	z	i	-	false
a	r	z	i	i	false
a	r	z	i	l	false
