a01	a12	a23	a34	syl
b	i	z	ă	true
b	i	ș	-	true
b	i	ș	a	true
b	i	ș	e	true
b	i	ș	i	true
b	i	ș	n	true
b	i	ș	o	true
b	i	ș	t	true
b	i	ș	ă	true
b	i	ț	-	true
b	i	ț	a	true
b	i	ț	e	true
b	i	ț	i	true
b	i	ț	o	true
b	i	ț	u	true
b	i	ț	â	true
b	i	ț	ă	true
b	j	e	a	false
b	j	e	c	false
b	j	e	s	false
b	j	e	ș	false
b	j	i	-	false
b	j	i	i	false
b	j	i	m	false
b	j	i	n	false
b	j	i	r	false
b	j	i	s	false
b	j	i	t	false
b	j	i	ș	false
b	j	i	ț	false
b	j	o	n	false
b	j	u	d	false
b	j	u	g	false
b	j	u	r	false
b	l	a	-	true
b	l	a	b	true
b	l	a	c	false
b	l	a	c	true
b	l	a	g	true
b	l	a	i	true
b	l	a	j	true
b	l	a	l	true
b	l	a	m	true
b	l	a	n	true
b	l	a	r	true
b	l	a	s	true
b	l	a	t	true
b	l	a	u	false
b	l	a	u	true
b	l	a	z	true
b	l	a	ș	true
b	l	a	ț	true
b	l	e	-	true
b	l	e	a	true
b	l	e	e	true
b	l	e	f	true
b	l	e	g	false
b	l	e	g	true
b	l	e	h	true
b	l	e	i	true
b	l	e	j	true
b	l	e	l	true
b	l	e	m	true
b	l	e	n	false
b	l	e	n	true
b	l	e	o	true
b	l	e	p	true
b	l	e	r	true
b	l	e	s	true
b	l	e	t	true
b	l	e	u	true
b	l	e	z	true
b	l	e	ș	true
b	l	e	ț	true
b	l	i	-	true
b	l	i	a	true
b	l	i	c	true
b	l	i	d	true
b	l	i	e	true
b	l	i	g	true
b	l	i	i	true
b	l	i	m	true
b	l	i	n	true
b	l	i	o	true
b	l	i	p	true
b	l	i	s	true
b	l	i	t	true
b	l	i	z	true
b	l	i	ș	true
b	l	i	ț	true
b	l	o	a	true
b	l	o	c	false
b	l	o	c	true
b	l	o	d	true
b	l	o	g	true
b	l	o	i	true
b	l	o	j	true
b	l	o	n	false
b	l	o	n	true
b	l	o	r	true
b	l	o	u	true
b	l	o	z	true
b	l	u	-	true
b	l	u	d	true
b	l	u	f	true
b	l	u	i	true
b	l	u	l	true
b	l	u	m	true
b	l	u	n	true
b	l	u	r	true
b	l	u	s	true
b	l	u	t	true
b	l	u	x	true
b	l	u	z	true
b	l	u	ț	true
b	l	â	n	true
b	l	ă	-	true
b	l	ă	c	true
b	l	ă	d	true
b	l	ă	i	true
b	l	ă	j	true
b	l	ă	l	true
b	l	ă	m	true
b	l	ă	n	true
b	l	ă	r	true
b	l	ă	t	true
b	l	ă	u	true
b	m	a	m	false
b	m	a	n	false
b	m	a	r	false
b	m	e	d	false
b	m	e	r	false
b	m	e	t	false
b	m	e	t	true
b	m	i	c	false
b	m	i	l	false
b	m	i	n	false
b	m	o	n	false
b	m	u	l	false
b	n	e	a	false
b	n	e	g	false
b	n	i	c	false
b	n	i	ț	false
b	n	o	r	false
b	n	u	b	false
b	n	u	c	false
b	n	u	t	false
b	o	-	-	true
b	o	a	-	true
b	o	a	b	true
b	o	a	c	true
b	o	a	d	true
b	o	a	g	true
b	o	a	i	true
b	o	a	l	true
b	o	a	m	true
b	o	a	n	true
b	o	a	r	false
b	o	a	r	true
b	o	a	s	false
b	o	a	s	true
b	o	a	u	true
b	o	a	v	true
b	o	a	ș	true
b	o	a	ț	true
b	o	b	-	true
b	o	b	e	true
b	o	b	i	true
b	o	b	l	true
b	o	b	o	true
b	o	b	s	true
b	o	b	u	true
b	o	b	â	true
b	o	c	-	true
b	o	c	a	true
b	o	c	c	true
b	o	c	e	true
b	o	c	h	true
b	o	c	i	true
b	o	c	n	true
b	o	c	o	true
b	o	c	r	true
b	o	c	u	true
b	o	c	ă	true
b	o	c	ș	true
b	o	d	-	true
b	o	d	a	true
b	o	d	e	true
b	o	d	g	true
b	o	d	i	true
b	o	d	o	true
b	o	d	â	true
b	o	d	ă	true
b	o	e	d	true
b	o	e	h	true
b	o	e	l	true
b	o	e	m	true
b	o	f	a	true
b	o	f	i	false
b	o	f	i	true
b	o	f	l	true
b	o	f	o	true
b	o	g	a	true
b	o	g	d	true
b	o	g	e	true
b	o	g	h	true
b	o	g	l	true
b	o	g	o	true
b	o	g	r	true
b	o	g	ă	true
b	o	h	e	true
b	o	h	i	true
b	o	h	o	true
b	o	i	-	true
b	o	i	a	true
b	o	i	c	true
b	o	i	d	true
b	o	i	e	true
b	o	i	f	true
b	o	i	i	true
b	o	i	l	true
b	o	i	m	true
b	o	i	n	true
b	o	i	r	true
b	o	i	s	true
b	o	i	t	true
b	o	i	u	true
b	o	i	z	true
b	o	i	ș	true
b	o	i	ț	true
b	o	j	-	true
b	o	j	d	true
b	o	j	e	true
b	o	j	i	true
b	o	j	o	true
b	o	j	u	true
b	o	l	-	true
b	o	l	a	true
b	o	l	b	true
b	o	l	d	true
b	o	l	e	true
b	o	l	f	true
b	o	l	i	true
b	o	l	l	true
b	o	l	n	true
b	o	l	o	true
b	o	l	s	true
b	o	l	t	true
b	o	l	u	true
b	o	l	z	true
b	o	l	â	true
b	o	l	ă	true
b	o	l	ș	true
b	o	l	ț	true
b	o	m	a	true
b	o	m	b	true
b	o	m	e	true
b	o	m	f	true
b	o	m	i	true
b	o	m	o	true
b	o	m	p	true
b	o	m	ă	true
b	o	n	-	true
b	o	n	a	true
b	o	n	c	true
b	o	n	d	true
b	o	n	e	true
b	o	n	g	true
b	o	n	i	true
b	o	n	j	true
b	o	n	n	true
b	o	n	o	true
b	o	n	t	true
b	o	n	u	true
b	o	n	z	true
b	o	n	â	true
b	o	n	ă	true
b	o	n	ț	true
b	o	p	a	true
b	o	p	l	true
b	o	p	o	true
b	o	p	r	true
b	o	r	-	false
b	o	r	-	true
b	o	r	a	true
b	o	r	b	false
b	o	r	b	true
b	o	r	c	true
b	o	r	d	false
b	o	r	d	true
b	o	r	e	true
b	o	r	f	true
b	o	r	g	true
b	o	r	h	true
b	o	r	i	false
b	o	r	i	true
b	o	r	m	true
b	o	r	n	false
b	o	r	n	true
b	o	r	o	true
b	o	r	s	true
b	o	r	t	true
b	o	r	u	false
b	o	r	u	true
b	o	r	v	true
b	o	r	z	true
b	o	r	â	true
b	o	r	î	true
b	o	r	ă	true
b	o	r	ș	false
b	o	r	ș	true
b	o	r	ț	true
b	o	s	-	false
b	o	s	-	true
b	o	s	a	true
b	o	s	c	true
b	o	s	e	true
b	o	s	i	true
b	o	s	n	true
b	o	s	o	true
b	o	s	t	true
b	o	s	u	true
b	o	s	â	true
b	o	s	ă	true
b	o	t	-	true
b	o	t	a	true
b	o	t	c	true
b	o	t	e	true
b	o	t	f	true
b	o	t	g	true
b	o	t	i	true
b	o	t	n	true
b	o	t	o	true
b	o	t	r	true
b	o	t	u	true
b	o	t	â	true
b	o	t	ă	true
b	o	u	-	true
b	o	u	a	true
b	o	u	l	true
b	o	u	r	true
b	o	u	ș	true
b	o	u	ț	true
b	o	v	-	true
b	o	v	a	false
b	o	v	a	true
b	o	v	e	true
b	o	v	i	true
b	o	v	n	true
b	o	v	o	true
b	o	v	ă	true
b	o	x	-	false
b	o	x	-	true
b	o	x	a	true
b	o	x	e	true
b	o	x	i	false
b	o	x	i	true
b	o	x	u	false
b	o	x	u	true
b	o	x	â	true
b	o	x	ă	true
b	o	z	-	true
b	o	z	a	true
b	o	z	e	true
b	o	z	i	true
b	o	z	o	true
b	o	z	u	true
b	o	z	â	true
b	o	z	ă	true
b	o	ș	-	true
b	o	ș	a	true
b	o	ș	e	true
b	o	ș	i	false
b	o	ș	i	true
b	o	ș	o	true
b	o	ș	t	true
b	o	ș	u	true
b	o	ș	â	true
b	o	ș	ă	true
b	o	ț	-	true
b	o	ț	e	true
b	o	ț	i	true
b	o	ț	m	true
b	o	ț	o	true
b	o	ț	u	true
b	p	a	r	false
b	p	o	l	false
b	p	o	n	false
b	p	o	p	false
b	p	r	e	false
b	p	r	o	false
b	p	ă	m	false
b	r	a	-	true
b	r	a	b	true
b	r	a	c	true
b	r	a	d	true
b	r	a	f	true
b	r	a	g	true
b	r	a	h	true
b	r	a	i	true
b	r	a	j	true
b	r	a	l	true
b	r	a	m	true
b	r	a	n	false
b	r	a	n	true
b	r	a	r	true
b	r	a	s	true
b	r	a	t	true
b	r	a	u	true
b	r	a	v	true
b	r	a	z	true
b	r	a	ș	true
b	r	a	ț	true
b	r	e	-	true
b	r	e	a	true
b	r	e	b	true
b	r	e	c	true
b	r	e	d	true
b	r	e	g	true
b	r	e	h	false
b	r	e	i	true
b	r	e	j	true
b	r	e	l	true
b	r	e	m	true
b	r	e	n	true
b	r	e	r	true
b	r	e	s	true
b	r	e	t	true
b	r	e	u	true
b	r	e	v	true
b	r	e	z	true
b	r	e	ș	true
b	r	e	ț	true
b	r	i	-	true
b	r	i	a	true
b	r	i	b	true
b	r	i	c	true
b	r	i	d	true
b	r	i	e	true
b	r	i	f	true
b	r	i	g	true
b	r	i	i	true
b	r	i	l	true
b	r	i	m	true
b	r	i	n	true
b	r	i	o	true
b	r	i	p	true
b	r	i	r	true
b	r	i	s	true
b	r	i	t	true
b	r	i	u	true
b	r	i	z	true
b	r	i	ș	true
b	r	i	ț	true
b	r	o	-	true
b	r	o	a	true
b	r	o	b	false
b	r	o	b	true
b	r	o	c	true
b	r	o	d	true
b	r	o	f	true
b	r	o	g	false
b	r	o	g	true
b	r	o	h	true
b	r	o	i	true
b	r	o	k	true
b	r	o	l	true
b	r	o	m	true
b	r	o	n	true
b	r	o	p	true
b	r	o	r	true
b	r	o	s	true
b	r	o	t	true
b	r	o	u	true
b	r	o	v	true
b	r	o	w	true
b	r	o	z	true
b	r	o	ș	true
b	r	r	-	true
b	r	u	-	true
b	r	u	a	true
b	r	u	b	true
b	r	u	c	true
b	r	u	d	true
b	r	u	f	true
b	r	u	h	true
b	r	u	i	true
b	r	u	l	true
b	r	u	m	true
b	r	u	n	true
b	r	u	p	false
b	r	u	p	true
b	r	u	r	true
b	r	u	s	true
b	r	u	t	true
b	r	u	x	true
b	r	u	ș	true
b	r	u	ț	true
b	r	â	g	true
b	r	â	i	true
b	r	â	n	true
b	r	â	u	true
b	r	ă	-	true
b	r	ă	b	true
b	r	ă	c	true
b	r	ă	d	true
b	r	ă	g	true
b	r	ă	h	true
b	r	ă	i	true
b	r	ă	j	true
b	r	ă	m	true
b	r	ă	n	true
b	r	ă	r	true
b	r	ă	v	true
b	r	ă	z	true
b	r	ă	ț	true
b	s	-	-	false
b	s	c	e	false
b	s	c	i	false
b	s	c	o	false
b	s	c	r	false
b	s	c	u	false
b	s	e	c	false
b	s	e	d	false
b	s	e	m	false
b	s	e	n	false
b	s	e	r	false
b	s	e	r	true
b	s	e	s	false
b	s	i	d	false
b	s	i	g	false
b	s	i	n	false
b	s	i	s	false
b	s	i	t	true
b	s	l	e	false
b	s	o	a	false
b	s	o	l	false
b	s	o	n	false
b	s	o	r	false
b	s	p	e	false
b	s	t	a	false
b	s	t	e	false
b	s	t	i	false
b	s	t	r	false
b	s	u	l	false
b	s	u	m	false
b	s	u	o	false
b	s	u	r	false
b	t	-	-	false
b	t	a	n	false
b	t	e	c	false
b	t	e	m	false
b	t	e	n	false
b	t	e	r	false
b	t	e	x	false
b	t	i	l	false
b	t	i	t	false
b	t	i	v	true
b	t	o	n	false
b	t	r	a	false
b	t	r	o	false
b	t	u	l	false
b	t	u	r	false
b	t	u	z	false
b	u	-	-	true
b	u	a	b	true
b	u	b	a	true
b	u	b	e	true
b	u	b	i	true
b	u	b	o	true
b	u	b	u	true
b	u	b	ă	true
b	u	c	-	true
b	u	c	a	true
b	u	c	c	true
b	u	c	e	true
b	u	c	h	true
b	u	c	i	false
b	u	c	i	true
b	u	c	l	true
b	u	c	n	true
b	u	c	o	true
b	u	c	r	true
b	u	c	s	true
b	u	c	u	true
b	u	c	v	true
b	u	c	â	true
b	u	c	ă	true
b	u	c	ș	true
b	u	d	a	true
b	u	d	e	true
b	u	d	i	true
b	u	d	o	true
b	u	d	u	true
b	u	d	â	true
b	u	d	ă	true
b	u	f	-	true
b	u	f	a	true
b	u	f	e	true
b	u	f	i	true
b	u	f	l	true
b	u	f	n	true
b	u	f	o	true
b	u	f	t	true
b	u	f	ă	true
b	u	g	e	true
b	u	g	h	false
b	u	g	l	true
b	u	h	-	true
b	u	h	a	true
b	u	h	e	true
b	u	h	o	true
b	u	h	u	true
b	u	h	ă	true
b	u	i	-	true
b	u	i	a	true
b	u	i	b	true
b	u	i	e	true
b	u	i	i	true
b	u	i	m	true
b	u	i	n	true
b	u	i	o	true
b	u	i	r	true
b	u	i	s	true
b	u	i	t	true
b	u	i	u	true
b	u	i	z	true
b	u	i	ș	true
b	u	i	ț	true
b	u	j	d	true
b	u	j	e	true
b	u	j	i	true
b	u	j	o	true
b	u	l	-	true
b	u	l	a	true
b	u	l	b	true
b	u	l	c	true
b	u	l	d	true
b	u	l	e	true
b	u	l	f	true
b	u	l	g	true
b	u	l	h	true
b	u	l	i	false
b	u	l	i	true
b	u	l	m	true
b	u	l	o	true
b	u	l	u	true
b	u	l	v	true
b	u	l	z	true
b	u	l	â	true
b	u	l	ă	true
b	u	m	-	true
b	u	m	a	true
b	u	m	b	true
b	u	m	e	true
b	u	m	i	true
b	u	m	o	true
b	u	m	u	true
b	u	m	ă	true
b	u	n	-	true
b	u	n	a	true
b	u	n	c	true
b	u	n	d	true
b	u	n	e	true
b	u	n	g	true
b	u	n	i	false
b	u	n	i	true
b	u	n	o	true
b	u	n	p	true
b	u	n	s	true
b	u	n	t	true
b	u	n	u	true
b	u	n	z	true
b	u	n	â	true
b	u	n	ă	true
b	u	n	ț	true
b	u	r	-	true
b	u	r	a	false
b	u	r	a	true
b	u	r	b	false
b	u	r	b	true
b	u	r	c	true
b	u	r	d	false
b	u	r	d	true
b	u	r	e	true
b	u	r	f	true
b	u	r	g	true
b	u	r	h	true
b	u	r	i	false
b	u	r	i	true
b	u	r	j	true
b	u	r	l	false
b	u	r	l	true
b	u	r	m	true
b	u	r	n	true
b	u	r	o	true
b	u	r	s	true
b	u	r	t	true
b	u	r	u	true
b	u	r	z	false
b	u	r	z	true
b	u	r	â	false
b	u	r	â	true
b	u	r	ă	false
b	u	r	ă	true
b	u	r	ș	true
b	u	r	ț	true
b	u	s	-	true
b	u	s	c	true
b	u	s	e	true
b	u	s	i	true
b	u	s	n	true
b	u	s	o	true
b	u	s	t	true
b	u	s	u	true
b	u	t	-	true
b	u	t	a	true
b	u	t	c	true
b	u	t	e	true
b	u	t	i	true
b	u	t	n	true
b	u	t	o	true
b	u	t	u	true
b	u	t	â	true
b	u	t	ă	true
b	u	u	l	true
b	u	u	r	true
b	u	u	u	true
b	u	v	a	true
b	u	v	e	true
b	u	v	i	true
b	u	x	a	true
b	u	z	-	true
b	u	z	a	true
b	u	z	d	true
b	u	z	e	true
b	u	z	i	true
b	u	z	n	true
b	u	z	o	true
b	u	z	u	true
b	u	z	â	true
b	u	z	ă	true
b	u	ș	-	true
b	u	ș	a	true
b	u	ș	c	true
b	u	ș	e	true
b	u	ș	i	true
b	u	ș	l	true
b	u	ș	m	true
b	u	ș	o	false
b	u	ș	o	true
b	u	ș	t	true
b	u	ș	u	true
b	u	ș	â	true
b	u	ș	ă	true
b	u	ț	-	true
b	u	ț	a	false
b	u	ț	a	true
b	u	ț	e	false
b	u	ț	e	true
b	u	ț	i	true
b	u	ț	u	true
b	u	ț	ă	false
b	u	ț	ă	true
b	v	e	n	false
b	v	e	r	false
b	v	u	l	false
b	y	-	-	true
b	y	i	s	true
b	y	i	ș	true
b	y	r	o	true
b	y	t	e	false
b	y	t	u	false
b	y	u	l	true
b	y	u	r	true
b	y	x	-	true
b	y	x	u	true
b	y	ț	i	false
b	z	-	-	false
b	z	a	-	false
b	z	a	r	false
b	z	e	-	false
b	z	e	i	false
b	z	e	l	false
b	z	i	-	false
b	z	i	c	false
b	z	i	d	false
b	z	i	s	false
b	z	i	ș	false
b	z	o	n	false
b	z	u	i	false
b	z	u	l	false
b	z	u	r	false
b	z	ă	-	false
b	z	ă	l	false
b	â	c	-	true
b	â	c	a	true
b	â	c	b	true
b	â	c	s	true
b	â	c	u	true
b	â	c	â	true
b	â	h	l	true
b	â	i	-	true
b	â	i	a	true
b	â	i	e	true
b	â	i	g	true
b	â	i	i	true
b	â	i	l	true
b	â	i	m	true
b	â	i	n	true
b	â	i	r	true
b	â	i	s	true
b	â	i	t	true
b	â	i	ș	true
b	â	i	ț	true
b	â	j	b	true
b	â	l	a	true
b	â	l	b	true
b	â	l	c	true
b	â	l	d	true
b	â	l	e	true
b	â	l	i	true
b	â	l	t	true
b	â	l	ă	true
b	â	n	c	true
b	â	n	d	true
b	â	n	t	true
b	â	n	z	true
b	â	n	ț	false
b	â	n	ț	true
b	â	r	-	false
b	â	r	-	true
b	â	r	c	false
b	â	r	c	true
b	â	r	f	true
b	â	r	l	false
b	â	r	l	true
b	â	r	n	false
b	â	r	n	true
b	â	r	r	false
b	â	r	s	true
b	â	r	z	true
b	â	r	â	false
b	â	r	â	true
b	â	r	ș	true
b	â	t	-	true
b	â	t	a	true
b	â	t	e	true
b	â	t	i	true
b	â	t	l	true
b	â	t	u	true
b	â	t	ă	true
b	â	z	-	true
b	â	z	a	true
b	â	z	d	true
b	â	z	e	true
b	â	z	o	true
b	â	z	z	true
b	â	z	â	true
b	â	z	ă	true
b	â	ș	t	true
b	â	ț	-	true
b	â	ț	a	true
b	â	ț	i	true
b	â	ț	â	true
b	î	m	p	false
b	î	m	p	true
b	î	n	c	false
b	î	n	c	true
b	î	n	t	false
b	î	n	t	true
b	î	n	ț	false
b	î	n	ț	true
b	ă	-	-	true
b	ă	a	l	true
b	ă	b	a	true
b	ă	b	e	true
b	ă	b	o	true
b	ă	b	u	true
b	ă	b	ă	true
b	ă	c	a	true
b	ă	c	e	true
b	ă	c	i	true
b	ă	c	r	true
b	ă	c	u	true
b	ă	c	ă	true
b	ă	d	-	true
b	ă	d	a	true
b	ă	d	e	true
b	ă	d	i	true
b	ă	d	o	true
b	ă	d	â	true
b	ă	d	ă	true
b	ă	g	a	true
b	ă	g	e	true
b	ă	g	i	true
b	ă	g	r	true
b	ă	g	â	true
b	ă	g	ă	true
b	ă	h	n	true
b	ă	i	-	true
b	ă	i	a	true
b	ă	i	c	true
b	ă	i	e	true
b	ă	i	i	true
b	ă	i	l	true
b	ă	i	m	true
b	ă	i	n	true
b	ă	i	r	true
b	ă	i	s	true
b	ă	i	t	true
b	ă	i	ș	true
b	ă	i	ț	true
b	ă	j	e	true
b	ă	l	-	true
b	ă	l	a	true
b	ă	l	b	true
b	ă	l	e	true
b	ă	l	i	true
b	ă	l	m	true
b	ă	l	o	true
b	ă	l	s	true
b	ă	l	t	true
b	ă	l	u	false
b	ă	l	u	true
b	ă	l	v	true
b	ă	l	â	true
b	ă	l	ă	true
b	ă	l	ț	true
b	ă	m	-	true
b	ă	m	a	true
b	ă	m	o	true
b	ă	n	-	true
b	ă	n	a	true
b	ă	n	c	true
b	ă	n	d	true
b	ă	n	e	true
b	ă	n	i	true
b	ă	n	o	true
b	ă	n	u	true
b	ă	n	ă	true
b	ă	n	ț	true
b	ă	r	-	true
b	ă	r	a	true
b	ă	r	b	true
b	ă	r	c	true
b	ă	r	d	true
b	ă	r	e	true
b	ă	r	i	false
b	ă	r	i	true
b	ă	r	n	true
b	ă	r	u	true
b	ă	r	v	true
b	ă	r	z	true
b	ă	r	â	true
b	ă	r	î	true
b	ă	r	ă	true
b	ă	r	ț	true
b	ă	s	c	true
b	ă	s	m	true
b	ă	s	n	true
b	ă	s	t	true
b	ă	t	-	true
b	ă	t	a	true
b	ă	t	e	false
b	ă	t	e	true
b	ă	t	i	true
b	ă	t	o	true
b	ă	t	r	true
b	ă	t	u	false
b	ă	t	u	true
b	ă	t	â	false
b	ă	t	â	true
b	ă	t	ă	true
b	ă	u	-	true
b	ă	u	b	true
b	ă	u	c	true
b	ă	u	i	true
b	ă	u	l	true
b	ă	u	n	true
b	ă	u	r	true
b	ă	u	s	true
b	ă	u	t	true
b	ă	u	ș	true
b	ă	u	ț	true
b	ă	v	e	true
b	ă	v	i	true
b	ă	ș	c	true
b	ă	ș	i	true
b	ă	ș	t	true
b	ă	ț	-	true
b	ă	ț	e	true
b	ă	ț	i	true
b	ă	ț	o	true
b	ă	ț	u	true
b	ș	e	f	false
b	ș	t	e	false
b	ș	t	i	false
b	ț	i	a	false
b	ț	i	b	false
b	ț	i	e	false
b	ț	i	g	false
b	ț	i	i	false
b	ț	i	n	false
b	ț	i	o	false
b	ț	i	r	false
c	-	-	-	false
c	-	-	-	true
c	a	-	-	true
c	a	a	l	true
c	a	a	p	true
c	a	b	-	true
c	a	b	a	true
c	a	b	e	true
c	a	b	i	false
c	a	b	i	true
c	a	b	l	true
c	a	b	o	true
c	a	b	r	false
c	a	b	r	true
c	a	b	u	true
c	a	c	-	true
c	a	c	a	true
c	a	c	e	true
c	a	c	h	true
c	a	c	i	true
c	a	c	o	true
c	a	c	t	true
c	a	c	u	true
c	a	d	-	false
c	a	d	-	true
c	a	d	a	true
c	a	d	e	false
c	a	d	e	true
c	a	d	i	true
c	a	d	m	true
c	a	d	o	true
c	a	d	r	true
c	a	d	u	true
c	a	d	â	true
c	a	d	ă	false
c	a	d	ă	true
c	a	e	d	true
c	a	f	-	false
c	a	f	-	true
c	a	f	a	false
c	a	f	a	true
c	a	f	e	false
c	a	f	e	true
c	a	f	l	true
c	a	f	o	false
c	a	f	o	true
c	a	f	r	true
c	a	f	t	true
c	a	f	u	false
c	a	f	u	true
c	a	f	ă	false
c	a	g	a	true
c	a	g	e	true
c	a	g	i	true
c	a	g	l	true
c	a	g	o	true
c	a	g	r	true
c	a	g	u	true
c	a	h	l	true
c	a	h	u	true
c	a	i	-	false
c	a	i	-	true
c	a	i	a	true
c	a	i	b	true
c	a	i	c	true
c	a	i	d	true
c	a	i	e	false
c	a	i	e	true
c	a	i	i	false
c	a	i	i	true
c	a	i	l	false
c	a	i	l	true
c	a	i	m	true
c	a	i	n	true
c	a	i	p	true
c	a	i	r	true
c	a	i	s	true
c	a	i	u	false
c	a	i	v	true
c	a	i	z	false
c	a	i	z	true
c	a	i	ș	true
c	a	i	ț	true
c	a	j	-	true
c	a	j	a	true
c	a	j	e	true
c	a	j	i	true
c	a	j	u	true
c	a	j	ă	true
c	a	l	-	true
c	a	l	a	false
c	a	l	a	true
c	a	l	c	true
c	a	l	d	false
c	a	l	d	true
c	a	l	e	false
c	a	l	e	true
c	a	l	f	true
c	a	l	i	false
c	a	l	i	true
c	a	l	m	true
c	a	l	n	true
c	a	l	o	false
c	a	l	o	true
c	a	l	p	false
c	a	l	p	true
c	a	l	s	true
c	a	l	t	true
c	a	l	u	true
c	a	l	v	true
c	a	l	z	false
c	a	l	z	true
c	a	l	â	true
c	a	l	ă	false
c	a	l	ă	true
c	a	l	ț	true
c	a	m	-	true
c	a	m	a	false
c	a	m	a	true
c	a	m	b	true
c	a	m	d	true
c	a	m	e	false
c	a	m	e	true
c	a	m	f	true
c	a	m	g	true
c	a	m	i	true
c	a	m	o	false
c	a	m	o	true
c	a	m	p	false
c	a	m	p	true
c	a	m	u	true
c	a	m	ă	false
c	a	m	ă	true
c	a	n	-	false
c	a	n	-	true
c	a	n	a	false
c	a	n	a	true
c	a	n	c	true
c	a	n	d	false
c	a	n	d	true
c	a	n	e	false
c	a	n	e	true
c	a	n	g	true
c	a	n	i	false
c	a	n	i	true
c	a	n	n	true
c	a	n	o	false
c	a	n	o	true
c	a	n	t	false
c	a	n	t	true
c	a	n	u	false
c	a	n	u	true
c	a	n	â	false
c	a	n	â	true
c	a	n	ă	false
c	a	n	ă	true
c	a	n	ț	true
c	a	o	-	true
c	a	o	l	true
c	a	o	t	true
c	a	p	-	false
c	a	p	-	true
c	a	p	a	true
c	a	p	c	true
c	a	p	d	true
c	a	p	e	false
c	a	p	e	true
c	a	p	i	false
c	a	p	i	true
c	a	p	l	true
c	a	p	n	true
c	a	p	o	false
c	a	p	o	true
c	a	p	r	true
c	a	p	s	true
c	a	p	t	true
c	a	p	u	false
c	a	p	u	true
c	a	p	â	true
c	a	p	î	true
c	a	p	ă	false
c	a	p	ă	true
c	a	r	-	false
c	a	r	-	true
c	a	r	a	false
c	a	r	a	true
c	a	r	b	true
c	a	r	c	true
c	a	r	d	true
c	a	r	e	true
c	a	r	f	true
c	a	r	g	true
c	a	r	i	false
c	a	r	i	true
c	a	r	l	false
c	a	r	l	true
c	a	r	m	false
c	a	r	m	true
c	a	r	n	true
c	a	r	o	false
c	a	r	o	true
c	a	r	p	false
c	a	r	p	true
c	a	r	s	true
c	a	r	t	false
c	a	r	t	true
c	a	r	u	false
c	a	r	u	true
c	a	r	v	true
c	a	r	z	true
c	a	r	â	true
c	a	r	ă	false
c	a	r	ă	true
c	a	s	-	true
c	a	s	a	true
c	a	s	c	true
c	a	s	e	true
c	a	s	i	true
c	a	s	m	true
c	a	s	n	true
c	a	s	o	true
c	a	s	t	true
c	a	s	u	true
c	a	s	â	true
c	a	s	ă	true
c	a	t	-	false
c	a	t	-	true
c	a	t	a	true
c	a	t	e	true
c	a	t	g	true
c	a	t	h	true
c	a	t	i	false
c	a	t	i	true
c	a	t	l	true
c	a	t	o	false
c	a	t	o	true
c	a	t	r	true
c	a	t	u	false
c	a	t	u	true
c	a	t	â	true
c	a	t	ă	true
c	a	u	-	true
c	a	u	a	true
c	a	u	c	true
c	a	u	d	true
c	a	u	e	true
c	a	u	l	true
c	a	u	n	false
c	a	u	n	true
c	a	u	p	true
c	a	u	r	true
c	a	u	s	true
c	a	u	t	false
c	a	u	t	true
c	a	u	z	true
c	a	u	ă	true
c	a	u	ț	true
c	a	v	-	true
c	a	v	a	true
c	a	v	e	true
c	a	v	i	true
c	a	v	o	true
c	a	v	u	true
c	a	v	â	true
c	a	v	ă	true
c	a	z	-	true
c	a	z	a	true
c	a	z	e	true
c	a	z	i	false
c	a	z	i	true
c	a	z	m	true
c	a	z	n	true
c	a	z	o	true
c	a	z	u	true
c	a	z	â	true
c	a	z	ă	true
c	a	ș	-	false
c	a	ș	-	true
c	a	ș	a	true
c	a	ș	c	true
c	a	ș	e	true
c	a	ș	i	false
c	a	ș	i	true
c	a	ș	m	true
c	a	ș	o	true
c	a	ș	t	true
c	a	ș	u	false
c	a	ș	u	true
c	a	ș	ă	true
c	a	ț	-	true
c	a	ț	a	true
c	a	ț	e	true
c	a	ț	i	true
c	a	ț	u	true
c	a	ț	ă	true
c	b	a	ș	false
c	b	o	c	false
c	b	u	r	false
c	b	â	c	false
c	b	ă	ș	false
c	c	-	-	false
c	c	a	-	false
c	c	a	t	false
c	c	c	-	false
c	c	c	c	false
c	c	e	a	false
c	c	e	d	false
c	c	e	e	false
c	c	e	l	false
c	c	e	n	false
c	c	e	p	false
c	c	e	s	false
c	c	e	z	false
c	c	i	-	false
c	c	i	a	false
c	c	i	d	false
c	c	i	e	false
c	c	i	f	false
c	c	i	g	false
c	c	i	i	false
c	c	i	n	false
c	c	i	o	false
c	c	i	p	false
c	c	i	s	false
c	c	i	u	false
c	c	i	u	true
c	c	i	z	false
c	c	o	-	false
c	c	o	r	false
c	d	a	u	false
c	d	e	m	false
c	d	i	a	false
c	d	o	c	false
c	d	o	t	false
c	e	-	-	false
c	e	-	-	true
c	e	a	-	true
c	e	a	c	true
c	e	a	d	true
c	e	a	f	true
c	e	a	g	true
c	e	a	h	true
c	e	a	i	true
c	e	a	l	true
c	e	a	m	true
c	e	a	n	true
c	e	a	p	true
c	e	a	r	true
c	e	a	s	true
c	e	a	t	true
c	e	a	u	true
c	e	a	v	true
c	e	a	z	true
c	e	a	ș	true
