b21	b10	a01	a12	a23	syl
e	r	o	ț	i	false
e	r	p	-	-	false
e	r	p	a	r	true
e	r	p	a	s	true
e	r	p	a	ș	true
e	r	p	e	-	true
e	r	p	e	a	true
e	r	p	e	l	true
e	r	p	e	n	true
e	r	p	e	r	true
e	r	p	e	s	true
e	r	p	e	t	true
e	r	p	e	ș	true
e	r	p	i	-	false
e	r	p	i	e	true
e	r	p	i	i	true
e	r	p	i	l	true
e	r	p	i	n	true
e	r	p	i	u	true
e	r	p	i	ș	true
e	r	p	l	a	true
e	r	p	l	e	true
e	r	p	o	a	true
e	r	p	o	i	true
e	r	p	o	l	true
e	r	p	o	r	true
e	r	p	o	z	true
e	r	p	r	e	true
e	r	p	r	o	true
e	r	p	s	i	true
e	r	p	t	a	true
e	r	p	t	e	true
e	r	p	t	â	true
e	r	p	t	ă	true
e	r	p	u	i	true
e	r	p	u	n	true
e	r	p	u	p	true
e	r	p	u	r	true
e	r	p	u	s	true
e	r	p	u	t	true
e	r	p	u	ș	true
e	r	p	ă	r	true
e	r	p	ă	t	true
e	r	r	a	i	true
e	r	r	a	s	true
e	r	r	a	ț	true
e	r	r	e	f	true
e	r	r	e	g	true
e	r	r	i	a	true
e	r	s	-	-	false
e	r	s	a	-	true
e	r	s	a	b	true
e	r	s	a	i	true
e	r	s	a	l	true
e	r	s	a	m	true
e	r	s	a	n	true
e	r	s	a	r	true
e	r	s	a	s	true
e	r	s	a	t	true
e	r	s	a	u	true
e	r	s	a	ș	true
e	r	s	a	ț	true
e	r	s	c	a	true
e	r	s	c	h	false
e	r	s	c	h	true
e	r	s	c	r	true
e	r	s	e	-	true
e	r	s	e	a	true
e	r	s	e	c	true
e	r	s	e	i	true
e	r	s	e	l	true
e	r	s	e	n	true
e	r	s	e	r	true
e	r	s	e	s	true
e	r	s	e	t	true
e	r	s	e	u	false
e	r	s	e	u	true
e	r	s	e	v	true
e	r	s	e	x	true
e	r	s	e	z	true
e	r	s	e	ș	true
e	r	s	h	o	true
e	r	s	i	-	true
e	r	s	i	a	true
e	r	s	i	b	true
e	r	s	i	c	true
e	r	s	i	e	true
e	r	s	i	f	true
e	r	s	i	i	true
e	r	s	i	n	true
e	r	s	i	o	true
e	r	s	i	s	true
e	r	s	i	t	true
e	r	s	i	u	true
e	r	s	i	v	true
e	r	s	i	ș	true
e	r	s	l	i	true
e	r	s	o	-	true
e	r	s	o	a	true
e	r	s	o	f	true
e	r	s	o	l	true
e	r	s	o	n	true
e	r	s	o	r	true
e	r	s	o	u	true
e	r	s	p	a	true
e	r	s	p	e	true
e	r	s	p	i	true
e	r	s	t	a	true
e	r	s	t	e	true
e	r	s	t	i	true
e	r	s	t	r	true
e	r	s	t	ă	true
e	r	s	u	a	true
e	r	s	u	i	true
e	r	s	u	l	true
e	r	s	u	n	true
e	r	s	u	r	true
e	r	s	u	s	true
e	r	s	â	n	true
e	r	s	ă	-	true
e	r	s	ă	m	true
e	r	s	ă	r	true
e	r	s	ă	t	true
e	r	t	-	-	false
e	r	t	-	-	true
e	r	t	a	-	true
e	r	t	a	f	true
e	r	t	a	i	true
e	r	t	a	m	true
e	r	t	a	n	true
e	r	t	a	r	true
e	r	t	a	s	true
e	r	t	a	t	true
e	r	t	a	u	true
e	r	t	a	z	true
e	r	t	a	ș	true
e	r	t	a	ț	true
e	r	t	e	-	true
e	r	t	e	a	true
e	r	t	e	b	true
e	r	t	e	f	true
e	r	t	e	h	true
e	r	t	e	i	true
e	r	t	e	l	true
e	r	t	e	n	true
e	r	t	e	p	true
e	r	t	e	r	true
e	r	t	e	s	true
e	r	t	e	x	true
e	r	t	e	z	true
e	r	t	e	ș	true
e	r	t	f	a	false
e	r	t	f	e	false
e	r	t	f	i	false
e	r	t	f	ă	false
e	r	t	i	-	false
e	r	t	i	-	true
e	r	t	i	b	true
e	r	t	i	c	true
e	r	t	i	d	true
e	r	t	i	f	true
e	r	t	i	g	true
e	r	t	i	i	true
e	r	t	i	j	true
e	r	t	i	l	true
e	r	t	i	m	true
e	r	t	i	n	true
e	r	t	i	p	true
e	r	t	i	r	true
e	r	t	i	s	true
e	r	t	i	t	true
e	r	t	i	u	true
e	r	t	i	v	true
e	r	t	i	z	true
e	r	t	i	ș	true
e	r	t	i	ț	true
e	r	t	m	a	false
e	r	t	o	-	true
e	r	t	o	a	true
e	r	t	o	g	true
e	r	t	o	m	true
e	r	t	o	n	true
e	r	t	o	p	true
e	r	t	o	r	true
e	r	t	o	z	true
e	r	t	r	a	true
e	r	t	r	e	true
e	r	t	r	i	true
e	r	t	r	o	true
e	r	t	r	u	true
e	r	t	r	ă	true
e	r	t	u	i	true
e	r	t	u	l	true
e	r	t	u	r	true
e	r	t	z	-	false
e	r	t	z	i	true
e	r	t	z	u	true
e	r	t	â	n	true
e	r	t	ă	-	true
e	r	t	ă	c	true
e	r	t	ă	m	true
e	r	t	ă	r	true
e	r	t	ă	t	true
e	r	t	ă	ț	true
e	r	u	-	-	false
e	r	u	a	n	false
e	r	u	b	e	false
e	r	u	c	a	false
e	r	u	c	e	false
e	r	u	c	h	false
e	r	u	c	i	false
e	r	u	c	o	false
e	r	u	c	t	false
e	r	u	c	ă	false
e	r	u	d	i	false
e	r	u	g	a	false
e	r	u	g	i	false
e	r	u	g	ă	false
e	r	u	i	-	false
e	r	u	i	a	false
e	r	u	i	e	false
e	r	u	i	i	false
e	r	u	i	m	false
e	r	u	i	n	false
e	r	u	i	r	false
e	r	u	i	s	false
e	r	u	i	t	false
e	r	u	i	ș	false
e	r	u	i	ț	false
e	r	u	l	-	false
e	r	u	l	-	true
e	r	u	l	a	false
e	r	u	l	e	false
e	r	u	l	g	false
e	r	u	l	i	false
e	r	u	l	l	false
e	r	u	l	m	false
e	r	u	l	o	false
e	r	u	l	s	false
e	r	u	l	u	false
e	r	u	l	u	true
e	r	u	l	â	false
e	r	u	l	ă	false
e	r	u	m	a	false
e	r	u	m	e	false
e	r	u	m	g	false
e	r	u	m	i	false
e	r	u	m	p	false
e	r	u	n	c	false
e	r	u	n	d	false
e	r	u	n	e	false
e	r	u	n	i	false
e	r	u	n	z	false
e	r	u	p	-	false
e	r	u	p	e	false
e	r	u	p	i	false
e	r	u	p	s	false
e	r	u	p	t	false
e	r	u	p	â	false
e	r	u	p	ă	false
e	r	u	p	ț	false
e	r	u	r	a	false
e	r	u	r	b	false
e	r	u	r	b	true
e	r	u	r	g	false
e	r	u	r	i	false
e	r	u	r	ă	false
e	r	u	s	-	false
e	r	u	s	e	false
e	r	u	s	i	false
e	r	u	s	u	false
e	r	u	t	-	false
e	r	u	t	a	false
e	r	u	t	e	false
e	r	u	t	u	false
e	r	u	t	â	false
e	r	u	t	ă	false
e	r	u	u	l	false
e	r	u	v	i	false
e	r	u	z	a	false
e	r	u	z	e	false
e	r	u	z	i	false
e	r	u	z	ă	false
e	r	u	ș	-	false
e	r	u	ș	a	false
e	r	u	ș	c	false
e	r	u	ș	e	false
e	r	u	ș	i	false
e	r	u	ș	o	false
e	r	u	ș	t	false
e	r	u	ș	u	false
e	r	u	ș	ă	false
e	r	u	ț	a	false
e	r	u	ț	e	false
e	r	u	ț	i	false
e	r	u	ț	ă	false
e	r	v	-	-	false
e	r	v	a	-	true
e	r	v	a	b	true
e	r	v	a	i	true
e	r	v	a	j	true
e	r	v	a	l	true
e	r	v	a	m	true
e	r	v	a	n	true
e	r	v	a	r	true
e	r	v	a	s	true
e	r	v	a	t	true
e	r	v	a	u	true
e	r	v	a	z	true
e	r	v	a	ș	true
e	r	v	a	ț	true
e	r	v	e	-	true
e	r	v	e	a	true
e	r	v	e	i	true
e	r	v	e	l	true
e	r	v	e	n	true
e	r	v	e	r	true
e	r	v	e	s	true
e	r	v	e	t	true
e	r	v	e	z	true
e	r	v	e	ș	true
e	r	v	e	ț	true
e	r	v	i	-	false
e	r	v	i	-	true
e	r	v	i	a	true
e	r	v	i	b	true
e	r	v	i	c	true
e	r	v	i	d	true
e	r	v	i	e	true
e	r	v	i	i	true
e	r	v	i	l	true
e	r	v	i	m	true
e	r	v	i	n	true
e	r	v	i	r	true
e	r	v	i	s	true
e	r	v	i	t	true
e	r	v	i	u	true
e	r	v	i	x	true
e	r	v	i	z	true
e	r	v	i	ș	true
e	r	v	i	ț	true
e	r	v	o	a	true
e	r	v	o	c	true
e	r	v	o	e	true
e	r	v	o	f	true
e	r	v	o	m	true
e	r	v	o	r	true
e	r	v	o	s	true
e	r	v	o	z	true
e	r	v	o	ș	true
e	r	v	u	l	true
e	r	v	u	r	true
e	r	v	u	s	true
e	r	v	â	n	true
e	r	v	ă	-	true
e	r	v	ă	m	true
e	r	v	ă	r	true
e	r	z	a	l	true
e	r	z	a	n	true
e	r	z	a	r	true
e	r	z	a	ț	true
e	r	z	e	-	true
e	r	z	e	a	true
e	r	z	e	i	true
e	r	z	e	l	true
e	r	z	e	s	true
e	r	z	e	ș	true
e	r	z	i	-	false
e	r	z	i	-	true
e	r	z	i	c	true
e	r	z	i	e	true
e	r	z	i	i	true
e	r	z	i	l	true
e	r	z	i	m	true
e	r	z	i	n	true
e	r	z	i	r	true
e	r	z	i	s	true
e	r	z	i	t	true
e	r	z	i	u	true
e	r	z	i	ș	true
e	r	z	i	ț	true
e	r	z	l	o	true
e	r	z	o	-	true
e	r	z	o	n	true
e	r	z	o	u	true
e	r	z	u	i	true
e	r	z	â	n	true
e	r	z	ă	r	true
e	r	z	ă	t	true
e	r	â	d	e	false
e	r	â	i	o	false
e	r	â	n	d	false
e	r	â	n	z	false
e	r	ă	-	-	false
e	r	ă	b	d	false
e	r	ă	m	-	false
e	r	ă	m	i	false
e	r	ă	m	m	false
e	r	ă	m	â	false
e	r	ă	p	i	false
e	r	ă	r	i	false
e	r	ă	s	a	false
e	r	ă	s	t	false
e	r	ă	s	u	false
e	r	ă	t	o	false
e	r	ă	t	u	false
e	r	ă	v	â	false
e	r	ă	z	b	false
e	r	ă	ț	i	false
e	r	ș	-	-	false
e	r	ș	a	f	true
e	r	ș	a	j	true
e	r	ș	a	n	true
e	r	ș	c	o	true
e	r	ș	e	-	true
e	r	ș	e	a	true
e	r	ș	e	l	true
e	r	ș	e	s	true
e	r	ș	e	t	true
e	r	ș	e	ș	true
e	r	ș	i	-	false
e	r	ș	i	-	true
e	r	ș	i	i	true
e	r	ș	i	l	true
e	r	ș	i	m	true
e	r	ș	i	n	true
e	r	ș	i	r	true
e	r	ș	i	s	true
e	r	ș	i	t	true
e	r	ș	i	ș	true
e	r	ș	i	ț	true
e	r	ș	u	l	true
e	r	ș	u	n	true
e	r	ț	-	-	false
e	r	ț	a	-	true
e	r	ț	a	l	true
e	r	ț	a	r	true
e	r	ț	e	-	true
e	r	ț	e	i	true
e	r	ț	e	l	true
e	r	ț	e	t	true
e	r	ț	i	-	false
e	r	ț	i	a	true
e	r	ț	i	e	true
e	r	ț	i	i	true
e	r	ț	i	l	true
e	r	ț	i	n	true
e	r	ț	i	o	true
e	r	ț	i	u	true
e	r	ț	o	g	true
e	r	ț	u	i	true
e	r	ț	u	l	true
e	r	ț	u	r	true
e	r	ț	ă	-	true
e	s	a	-	-	false
e	s	a	b	i	false
e	s	a	b	l	false
e	s	a	b	o	false
e	s	a	c	-	false
e	s	a	c	e	false
e	s	a	c	r	false
e	s	a	c	t	false
e	s	a	c	u	false
e	s	a	d	a	false
e	s	a	d	e	false
e	s	a	d	ă	false
e	s	a	g	-	false
e	s	a	g	a	false
e	s	a	g	e	false
e	s	a	g	i	false
e	s	a	g	u	false
e	s	a	g	ă	false
e	s	a	i	-	false
e	s	a	j	-	false
e	s	a	j	e	false
e	s	a	j	u	false
e	s	a	l	-	false
e	s	a	l	a	false
e	s	a	l	e	false
e	s	a	l	i	false
e	s	a	l	t	false
e	s	a	l	ă	false
e	s	a	l	ț	false
e	s	a	m	-	false
e	s	a	m	o	false
e	s	a	m	u	false
e	s	a	n	i	false
e	s	a	n	t	false
e	s	a	n	ț	false
e	s	a	p	i	false
e	s	a	r	-	false
e	s	a	r	e	false
e	s	a	r	i	false
e	s	a	r	m	false
e	s	a	r	u	false
e	s	a	r	ă	false
e	s	a	s	e	false
e	s	a	t	-	false
e	s	a	t	e	false
e	s	a	t	i	false
e	s	a	t	o	false
e	s	a	t	u	false
e	s	a	t	ă	false
e	s	a	u	-	false
e	s	a	v	e	false
e	s	a	ș	i	false
e	s	a	ț	-	false
e	s	a	ț	i	false
e	s	a	ț	u	false
e	s	b	i	a	true
e	s	b	i	e	true
e	s	c	-	-	false
e	s	c	a	-	true
e	s	c	a	d	true
e	s	c	a	f	false
e	s	c	a	f	true
e	s	c	a	i	true
e	s	c	a	j	true
e	s	c	a	l	true
e	s	c	a	m	true
e	s	c	a	p	true
e	s	c	a	r	true
e	s	c	a	t	true
e	s	c	a	u	true
e	s	c	a	v	true
e	s	c	e	-	true
e	s	c	e	i	true
e	s	c	e	l	true
e	s	c	e	m	true
e	s	c	e	n	true
e	s	c	e	u	true
e	s	c	h	e	true
e	s	c	h	i	false
e	s	c	h	i	true
e	s	c	i	a	true
e	s	c	i	b	true
e	s	c	i	e	true
e	s	c	i	f	true
e	s	c	i	n	true
e	s	c	i	o	true
e	s	c	i	t	true
e	s	c	i	z	false
e	s	c	i	z	true
e	s	c	i	ț	true
e	s	c	l	e	true
e	s	c	l	o	true
e	s	c	o	-	true
e	s	c	o	a	false
e	s	c	o	a	true
e	s	c	o	b	true
e	s	c	o	j	true
e	s	c	o	l	true
e	s	c	o	m	true
e	s	c	o	n	true
e	s	c	o	p	false
e	s	c	o	p	true
e	s	c	o	r	true
e	s	c	o	s	true
e	s	c	o	t	true
e	s	c	o	u	true
e	s	c	o	v	true
e	s	c	r	e	true
e	s	c	r	i	false
e	s	c	r	i	true
e	s	c	r	o	true
e	s	c	r	u	true
e	s	c	u	-	true
e	s	c	u	a	false
e	s	c	u	a	true
e	s	c	u	d	true
e	s	c	u	i	true
e	s	c	u	l	true
e	s	c	u	m	true
e	s	c	u	r	false
e	s	c	u	r	true
e	s	c	u	s	true
e	s	c	u	t	true
e	s	c	u	ș	true
e	s	c	u	ț	true
e	s	c	v	i	true
e	s	c	â	l	true
e	s	c	â	n	true
e	s	c	ă	-	true
e	s	c	ă	i	true
e	s	c	ă	l	true
e	s	c	ă	m	true
e	s	c	ă	p	true
e	s	c	ă	r	true
e	s	c	ă	t	true
e	s	c	ă	z	false
e	s	c	ă	z	true
e	s	e	-	-	false
e	s	e	a	-	false
e	s	e	a	c	false
e	s	e	a	i	false
e	s	e	a	l	false
e	s	e	a	m	false
e	s	e	a	n	false
e	s	e	a	r	false
e	s	e	a	s	false
e	s	e	a	u	false
e	s	e	a	z	false
e	s	e	a	ț	false
e	s	e	c	-	false
e	s	e	c	a	false
e	s	e	c	e	false
e	s	e	c	i	false
e	s	e	c	v	false
e	s	e	c	â	false
e	s	e	c	ă	false
e	s	e	c	ț	false
e	s	e	g	r	false
e	s	e	i	-	false
e	s	e	i	a	false
e	s	e	i	o	false
e	s	e	i	r	false
e	s	e	i	s	false
e	s	e	i	ș	false
e	s	e	l	-	false
e	s	e	l	a	false
e	s	e	l	e	false
e	s	e	l	g	false
e	s	e	l	i	false
e	s	e	l	o	false
e	s	e	l	ă	false
e	s	e	m	-	false
e	s	e	m	n	false
e	s	e	n	-	false
e	s	e	n	a	false
e	s	e	n	e	false
e	s	e	n	i	false
e	s	e	n	s	false
e	s	e	n	t	false
e	s	e	n	u	false
e	s	e	n	â	false
e	s	e	n	ă	false
e	s	e	n	ț	false
e	s	e	o	r	false
e	s	e	r	-	false
e	s	e	r	e	false
e	s	e	r	i	false
e	s	e	r	n	false
e	s	e	r	t	false
e	s	e	r	u	false
e	s	e	r	v	false
e	s	e	r	ă	false
e	s	e	s	c	false
e	s	e	s	e	false
e	s	e	s	i	false
e	s	e	t	-	false
e	s	e	t	a	false
e	s	e	t	e	false
e	s	e	t	i	false
e	s	e	t	u	false
e	s	e	t	u	true
e	s	e	t	ă	false
e	s	e	u	-	false
e	s	e	u	l	false
e	s	e	u	r	false
e	s	e	v	e	false
e	s	e	z	-	false
e	s	e	z	e	false
e	s	e	z	i	false
e	s	e	z	o	false
e	s	e	ș	i	false
e	s	e	ș	t	false
e	s	e	ț	i	false
e	s	f	a	c	true
e	s	f	a	t	true
e	s	f	a	ș	true
e	s	f	a	ț	true
e	s	f	e	r	true
e	s	f	e	s	true
e	s	f	e	t	true
e	s	f	e	ș	true
e	s	f	e	ț	true
e	s	f	i	a	true
e	s	f	i	d	true
e	s	f	i	e	true
e	s	f	i	g	true
e	s	f	i	i	true
e	s	f	i	r	true
e	s	f	i	z	true
e	s	f	o	a	true
e	s	f	o	i	true
e	s	f	r	u	true
e	s	f	r	â	true
e	s	f	u	n	true
e	s	f	â	r	false
e	s	f	â	r	true
e	s	f	ă	-	true
e	s	f	ă	c	true
e	s	f	ă	t	false
e	s	f	ă	t	true
e	s	f	ă	ș	true
e	s	f	ă	ț	true
e	s	g	a	r	true
e	s	h	a	m	false
e	s	h	a	t	false
e	s	h	i	d	false
e	s	h	u	m	false
e	s	h	ă	m	false
e	s	i	-	-	false
e	s	i	a	-	false
e	s	i	a	n	false
e	s	i	a	ș	false
e	s	i	b	i	false
e	s	i	c	-	false
e	s	i	c	a	false
e	s	i	c	e	false
e	s	i	c	i	false
e	s	i	c	â	false
e	s	i	c	ă	false
e	s	i	d	a	false
e	s	i	d	e	false
e	s	i	d	ă	false
e	s	i	e	-	false
e	s	i	e	i	false
e	s	i	e	l	false
e	s	i	e	n	false
e	s	i	e	r	false
e	s	i	g	i	false
e	s	i	g	n	false
e	s	i	g	u	false
e	s	i	i	-	false
e	s	i	i	l	false
e	s	i	l	-	false
e	s	i	l	e	false
e	s	i	l	i	false
e	s	i	l	ă	false
e	s	i	m	-	false
e	s	i	m	a	false
e	s	i	m	e	false
e	s	i	m	i	false
e	s	i	m	t	false
e	s	i	m	u	false
e	s	i	m	ț	false
e	s	i	n	a	false
e	s	i	n	c	false
e	s	i	n	d	false
e	s	i	n	e	false
e	s	i	n	g	false
e	s	i	n	i	false
e	s	i	n	t	false
e	s	i	n	ă	false
e	s	i	o	b	false
e	s	i	o	g	false
e	s	i	o	l	false
e	s	i	o	m	false
e	s	i	o	n	false
e	s	i	o	t	false
e	s	i	o	z	false
e	s	i	r	e	false
e	s	i	r	i	false
e	s	i	r	ă	false
e	s	i	s	-	false
e	s	i	s	e	false
e	s	i	s	m	false
e	s	i	s	t	false
e	s	i	s	u	false
e	s	i	t	-	false
e	s	i	t	a	false
e	s	i	t	e	false
e	s	i	t	â	false
e	s	i	t	ă	false
e	s	i	u	-	false
e	s	i	u	l	false
e	s	i	u	n	false
e	s	i	u	r	false
e	s	i	v	-	false
e	s	i	v	a	false
e	s	i	v	e	false
e	s	i	v	i	false
e	s	i	v	ă	false
e	s	i	z	a	false
e	s	i	z	e	false
e	s	i	z	o	false
e	s	i	z	â	false
e	s	i	z	ă	false
e	s	i	ș	-	false
e	s	i	ș	i	false
e	s	i	ș	o	false
e	s	i	ș	t	false
e	s	i	ș	u	false
e	s	i	ț	i	false
e	s	k	e	r	true
e	s	l	a	-	true
e	s	l	a	l	true
e	s	l	a	m	true
e	s	l	a	r	true
e	s	l	a	u	true
e	s	l	a	ș	true
e	s	l	e	-	false
e	s	l	e	-	true
e	s	l	e	a	false
e	s	l	e	i	false
e	s	l	e	i	true
e	s	l	e	l	false
e	s	l	e	l	true
e	s	l	u	ș	true
e	s	l	ă	-	true
e	s	l	ă	r	true
e	s	m	a	-	true
e	s	m	a	i	true
e	s	m	a	m	true
e	s	m	a	n	true
e	s	m	a	r	true
e	s	m	a	s	true
e	s	m	a	t	true
e	s	m	a	u	true
e	s	m	a	ș	true
e	s	m	a	ț	true
e	s	m	e	-	true
e	s	m	e	a	true
e	s	m	e	c	true
e	s	m	e	i	true
e	s	m	e	l	true
e	s	m	e	r	true
e	s	m	e	t	true
e	s	m	e	z	true
e	s	m	e	ț	true
e	s	m	i	n	false
e	s	m	i	n	true
e	s	m	o	d	true
e	s	m	o	g	true
e	s	m	o	l	true
e	s	m	o	p	true
e	s	m	o	t	true
e	s	m	u	i	true
e	s	m	â	n	true
e	s	m	ă	-	true
e	s	m	ă	m	true
e	s	m	ă	r	true
e	s	n	e	-	true
e	s	n	e	a	true
e	s	n	e	i	true
e	s	n	e	l	true
e	s	n	e	s	true
e	s	n	e	t	true
e	s	n	e	ș	true
e	s	n	i	-	true
e	s	n	i	c	true
e	s	n	i	i	true
e	s	n	i	m	true
e	s	n	i	n	true
e	s	n	i	r	true
e	s	n	i	s	true
e	s	n	i	t	true
e	s	n	i	ș	true
e	s	n	i	ț	true
e	s	o	-	-	false
e	s	o	a	c	false
e	s	o	a	n	false
e	s	o	a	r	false
e	s	o	c	i	false
e	s	o	c	l	false
e	s	o	c	o	false
e	s	o	c	r	false
e	s	o	d	a	false
e	s	o	f	a	false
e	s	o	f	i	false
e	s	o	h	i	false
e	s	o	l	-	false
e	s	o	l	e	false
e	s	o	l	i	false
e	s	o	l	o	false
e	s	o	l	u	false
e	s	o	l	v	false
e	s	o	m	a	false
e	s	o	m	n	false
e	s	o	n	-	false
e	s	o	n	a	false
e	s	o	n	d	false
e	s	o	n	i	false
e	s	o	n	o	false
e	s	o	n	u	false
e	s	o	p	i	false
e	s	o	p	o	false
e	s	o	p	u	false
e	s	o	r	-	false
e	s	o	r	a	false
e	s	o	r	b	false
e	s	o	r	e	false
e	s	o	r	i	false
e	s	o	r	t	false
e	s	o	r	u	false
e	s	o	r	ă	false
e	s	o	s	-	false
e	s	o	s	t	false
e	s	o	t	e	false
e	s	p	a	c	true
e	s	p	a	d	true
e	s	p	a	n	false
e	s	p	a	r	true
e	s	p	a	s	true
e	s	p	e	-	true
e	s	p	e	a	true
e	s	p	e	c	false
e	s	p	e	c	true
e	s	p	e	d	true
e	s	p	e	j	true
e	s	p	e	r	false
e	s	p	e	r	true
e	s	p	e	z	true
e	s	p	i	-	false
e	s	p	i	c	true
e	s	p	i	e	true
e	s	p	i	i	true
e	s	p	i	l	true
e	s	p	i	n	false
e	s	p	i	n	true
e	s	p	i	r	false
e	s	p	i	r	true
e	s	p	i	t	true
e	s	p	l	a	true
e	s	p	l	e	true
e	s	p	l	i	true
e	s	p	o	a	true
e	s	p	o	d	true
e	s	p	o	i	true
e	s	p	o	n	true
e	s	p	o	r	false
e	s	p	o	r	true
e	s	p	o	t	true
e	s	p	o	v	true
e	s	p	o	ț	true
e	s	p	r	e	false
e	s	p	r	e	true
e	s	p	r	i	true
e	s	p	r	o	true
e	s	p	r	ă	true
e	s	p	u	i	true
e	s	p	u	n	true
e	s	p	u	s	false
e	s	p	u	s	true
e	s	p	u	ș	true
e	s	p	ă	d	true
e	s	p	ă	g	true
e	s	p	ă	i	true
e	s	p	ă	l	false
e	s	p	ă	l	true
e	s	p	ă	r	true
e	s	p	ă	t	false
e	s	p	ă	t	true
e	s	s	i	-	false
e	s	s	i	a	true
e	s	s	u	m	true
e	s	t	-	-	false
e	s	t	a	-	true
e	s	t	a	b	false
e	s	t	a	b	true
e	s	t	a	c	false
e	s	t	a	c	true
e	s	t	a	g	true
e	s	t	a	i	true
e	s	t	a	l	true
e	s	t	a	m	true
e	s	t	a	n	true
e	s	t	a	p	true
e	s	t	a	r	true
e	s	t	a	s	true
e	s	t	a	t	false
e	s	t	a	t	true
e	s	t	a	u	false
e	s	t	a	u	true
e	s	t	a	v	true
e	s	t	a	ș	true
e	s	t	a	ț	true
e	s	t	e	-	false
e	s	t	e	-	true
e	s	t	e	a	true
e	s	t	e	c	true
e	s	t	e	g	true
e	s	t	e	i	true
e	s	t	e	j	false
e	s	t	e	l	true
e	s	t	e	m	false
e	s	t	e	m	true
e	s	t	e	p	false
e	s	t	e	p	true
e	s	t	e	r	false
e	s	t	e	r	true
e	s	t	e	s	true
e	s	t	e	t	false
e	s	t	e	t	true
e	s	t	e	u	false
e	s	t	e	u	true
e	s	t	e	z	true
e	s	t	e	ș	true
e	s	t	e	ț	true
e	s	t	f	a	false
e	s	t	g	e	false
e	s	t	i	-	true
e	s	t	i	a	true
e	s	t	i	b	true
e	s	t	i	c	true
e	s	t	i	d	true
e	s	t	i	e	true
e	s	t	i	f	true
e	s	t	i	g	true
e	s	t	i	i	true
e	s	t	i	l	true
e	s	t	i	m	false
e	s	t	i	m	true
e	s	t	i	n	false
e	s	t	i	n	true
e	s	t	i	o	true
e	s	t	i	r	true
e	s	t	i	s	true
e	s	t	i	t	false
e	s	t	i	t	true
e	s	t	i	u	false
e	s	t	i	u	true
e	s	t	i	v	true
e	s	t	i	ș	true
e	s	t	i	ț	true
e	s	t	n	i	false
e	s	t	o	-	true
e	s	t	o	a	false
e	s	t	o	a	true
e	s	t	o	d	true
e	s	t	o	f	true
e	s	t	o	i	false
e	s	t	o	i	true
e	s	t	o	l	true
e	s	t	o	m	true
e	s	t	o	n	true
e	s	t	o	r	true
e	s	t	o	s	true
e	s	t	o	t	true
e	s	t	o	z	true
e	s	t	o	ș	true
e	s	t	r	a	true
e	s	t	r	e	true
e	s	t	r	i	false
e	s	t	r	i	true
e	s	t	r	o	true
e	s	t	r	u	false
e	s	t	r	u	true
e	s	t	r	â	false
e	s	t	r	â	true
e	s	t	r	ă	false
e	s	t	r	ă	true
e	s	t	u	a	true
e	s	t	u	f	true
e	s	t	u	i	true
e	s	t	u	l	true
e	s	t	u	o	true
e	s	t	u	p	false
e	s	t	u	p	true
e	s	t	u	r	true
e	s	t	u	s	true
e	s	t	â	n	true
e	s	t	ă	-	false
e	s	t	ă	-	true
e	s	t	ă	i	true
e	s	t	ă	l	true
e	s	t	ă	m	true
e	s	t	ă	p	false
e	s	t	ă	p	true
e	s	t	ă	r	true
e	s	t	ă	t	true
e	s	t	ă	u	false
e	s	t	ă	v	false
e	s	t	ă	v	true
e	s	t	ă	ț	true
e	s	u	-	-	false
e	s	u	a	j	false
e	s	u	a	l	false
e	s	u	b	l	false
e	s	u	b	t	false
e	s	u	c	e	false
e	s	u	c	i	false
e	s	u	c	ț	false
e	s	u	d	a	false
e	s	u	e	t	false
e	s	u	e	ț	false
e	s	u	f	e	false
e	s	u	f	l	false
e	s	u	i	-	false
e	s	u	i	a	false
e	s	u	i	e	false
e	s	u	i	i	false
e	s	u	i	m	false
e	s	u	i	n	false
e	s	u	i	r	false
e	s	u	i	s	false
e	s	u	i	t	false
e	s	u	i	ș	false
e	s	u	i	ț	false
e	s	u	l	-	false
e	s	u	l	e	false
e	s	u	l	f	false
e	s	u	l	u	false
e	s	u	l	v	false
e	s	u	p	i	false
e	s	u	p	o	false
e	s	u	p	r	false
e	s	u	p	u	false
e	s	u	r	-	false
e	s	u	r	a	false
e	s	u	r	e	false
e	s	u	r	g	false
e	s	u	r	i	false
e	s	u	r	s	false
e	s	u	r	u	false
e	s	u	r	â	false
e	s	u	r	ă	false
e	s	u	s	-	false
e	s	u	s	c	false
e	s	u	s	e	false
e	s	u	s	u	false
e	s	u	t	-	false
e	s	u	t	e	false
e	s	u	t	o	false
e	s	u	t	u	false
e	s	u	t	ă	false
e	s	u	ș	i	false
e	s	u	ș	o	false
e	s	u	ț	a	false
e	s	u	ț	e	false
e	s	u	ț	i	false
e	s	u	ț	ă	false
e	s	v	e	r	true
e	s	z	ă	p	true
e	s	z	ă	v	true
e	s	â	n	d	false
e	s	ă	-	-	false
e	s	ă	b	u	false
e	s	ă	d	e	false
e	s	ă	d	i	false
e	s	ă	g	e	false
e	s	ă	g	i	false
e	s	ă	g	u	false
e	s	ă	g	ă	false
e	s	ă	l	-	false
e	s	ă	l	a	false
e	s	ă	l	b	false
e	s	ă	l	e	false
e	s	ă	l	i	false
e	s	ă	l	t	false
