b32	b21	b10	a01	syl
-	ș	l	i	false
-	ș	l	u	false
-	ș	m	a	false
-	ș	m	e	false
-	ș	m	i	false
-	ș	m	o	false
-	ș	m	u	false
-	ș	n	a	false
-	ș	n	e	false
-	ș	n	i	false
-	ș	n	u	false
-	ș	o	a	false
-	ș	o	b	true
-	ș	o	c	false
-	ș	o	c	true
-	ș	o	d	false
-	ș	o	d	true
-	ș	o	f	true
-	ș	o	i	false
-	ș	o	l	false
-	ș	o	m	true
-	ș	o	n	false
-	ș	o	p	false
-	ș	o	p	true
-	ș	o	r	false
-	ș	o	r	true
-	ș	o	s	true
-	ș	o	t	false
-	ș	o	t	true
-	ș	o	v	true
-	ș	o	z	false
-	ș	o	ș	false
-	ș	o	ș	true
-	ș	p	a	false
-	ș	p	e	false
-	ș	p	i	false
-	ș	p	l	false
-	ș	p	o	false
-	ș	p	r	false
-	ș	p	u	false
-	ș	p	ă	false
-	ș	r	a	false
-	ș	r	o	false
-	ș	t	a	false
-	ș	t	e	false
-	ș	t	i	false
-	ș	t	o	false
-	ș	t	r	false
-	ș	t	u	false
-	ș	t	ă	false
-	ș	u	b	true
-	ș	u	c	false
-	ș	u	c	true
-	ș	u	e	false
-	ș	u	e	true
-	ș	u	f	true
-	ș	u	g	true
-	ș	u	i	false
-	ș	u	i	true
-	ș	u	l	true
-	ș	u	m	true
-	ș	u	n	false
-	ș	u	n	true
-	ș	u	p	true
-	ș	u	r	false
-	ș	u	r	true
-	ș	u	s	false
-	ș	u	t	false
-	ș	u	t	true
-	ș	u	v	true
-	ș	u	ș	false
-	ș	u	ș	true
-	ș	v	a	false
-	ș	v	e	false
-	ș	v	ă	false
-	ș	â	ș	true
-	ș	ă	g	false
-	ș	ă	g	true
-	ș	ă	i	false
-	ș	ă	i	true
-	ș	ă	l	false
-	ș	ă	l	true
-	ș	ă	n	false
-	ș	ă	t	true
-	ș	ș	ș	false
-	ț	a	c	false
-	ț	a	f	true
-	ț	a	g	true
-	ț	a	h	false
-	ț	a	i	false
-	ț	a	l	false
-	ț	a	l	true
-	ț	a	m	false
-	ț	a	n	false
-	ț	a	p	false
-	ț	a	p	true
-	ț	a	r	false
-	ț	a	r	true
-	ț	a	ț	true
-	ț	e	a	false
-	ț	e	c	true
-	ț	e	l	false
-	ț	e	l	true
-	ț	e	n	false
-	ț	e	p	false
-	ț	e	p	true
-	ț	e	s	false
-	ț	e	s	true
-	ț	e	v	true
-	ț	e	ș	false
-	ț	e	ț	true
-	ț	i	b	true
-	ț	i	c	false
-	ț	i	c	true
-	ț	i	d	true
-	ț	i	e	true
-	ț	i	f	false
-	ț	i	f	true
-	ț	i	g	false
-	ț	i	g	true
-	ț	i	i	false
-	ț	i	i	true
-	ț	i	l	true
-	ț	i	m	true
-	ț	i	n	false
-	ț	i	n	true
-	ț	i	p	false
-	ț	i	p	true
-	ț	i	s	false
-	ț	i	t	true
-	ț	i	u	false
-	ț	i	u	true
-	ț	i	v	true
-	ț	i	ș	false
-	ț	i	ț	false
-	ț	i	ț	true
-	ț	o	a	false
-	ț	o	c	false
-	ț	o	c	true
-	ț	o	i	false
-	ț	o	i	true
-	ț	o	l	false
-	ț	o	l	true
-	ț	o	p	false
-	ț	o	p	true
-	ț	o	ș	false
-	ț	s	t	false
-	ț	u	c	false
-	ț	u	c	true
-	ț	u	g	false
-	ț	u	g	true
-	ț	u	h	true
-	ț	u	i	false
-	ț	u	l	true
-	ț	u	m	false
-	ț	u	n	false
-	ț	u	p	false
-	ț	u	r	false
-	ț	u	ș	false
-	ț	u	ț	false
-	ț	u	ț	true
-	ț	â	f	false
-	ț	â	h	true
-	ț	â	m	false
-	ț	â	n	false
-	ț	â	p	true
-	ț	â	r	false
-	ț	â	r	true
-	ț	â	ș	false
-	ț	â	ț	false
-	ț	â	ț	true
-	ț	ă	c	true
-	ț	ă	h	false
-	ț	ă	n	false
-	ț	ă	p	true
-	ț	ă	r	false
-	ț	ă	r	true
-	ț	ă	ț	true
-	﻿	a	a	true
a	a	b	u	false
a	a	c	e	false
a	a	c	u	false
a	a	g	l	false
a	a	l	b	true
a	a	l	d	true
a	a	l	e	false
a	a	l	i	false
a	a	m	i	false
a	a	n	c	true
a	a	p	e	false
a	a	p	r	false
a	a	r	b	true
a	a	r	g	true
a	a	r	t	true
a	a	r	u	false
a	a	t	a	false
a	a	t	o	false
a	a	z	a	false
a	b	a	b	false
a	b	a	b	true
a	b	a	c	false
a	b	a	c	true
a	b	a	d	true
a	b	a	g	true
a	b	a	i	false
a	b	a	i	true
a	b	a	j	true
a	b	a	l	false
a	b	a	l	true
a	b	a	m	false
a	b	a	m	true
a	b	a	n	false
a	b	a	n	true
a	b	a	o	true
a	b	a	p	false
a	b	a	r	false
a	b	a	r	true
a	b	a	s	false
a	b	a	s	true
a	b	a	t	false
a	b	a	t	true
a	b	a	u	false
a	b	a	u	true
a	b	a	x	true
a	b	a	z	false
a	b	a	z	true
a	b	a	ș	false
a	b	a	ș	true
a	b	a	ț	false
a	b	a	ț	true
a	b	b	i	false
a	b	c	e	false
a	b	d	e	false
a	b	d	i	false
a	b	d	o	false
a	b	d	u	false
a	b	d	ă	false
a	b	e	a	false
a	b	e	c	true
a	b	e	d	true
a	b	e	i	false
a	b	e	i	true
a	b	e	l	false
a	b	e	l	true
a	b	e	n	false
a	b	e	n	true
a	b	e	r	false
a	b	e	r	true
a	b	e	s	false
a	b	e	s	true
a	b	e	t	false
a	b	e	t	true
a	b	e	u	false
a	b	e	u	true
a	b	e	z	false
a	b	e	z	true
a	b	e	ș	false
a	b	e	ț	false
a	b	e	ț	true
a	b	f	e	false
a	b	h	o	false
a	b	i	a	false
a	b	i	a	true
a	b	i	c	false
a	b	i	c	true
a	b	i	d	true
a	b	i	e	false
a	b	i	e	true
a	b	i	i	false
a	b	i	i	true
a	b	i	l	false
a	b	i	l	true
a	b	i	n	false
a	b	i	n	true
a	b	i	o	false
a	b	i	o	true
a	b	i	r	false
a	b	i	r	true
a	b	i	s	false
a	b	i	s	true
a	b	i	t	false
a	b	i	t	true
a	b	i	u	false
a	b	i	u	true
a	b	i	v	true
a	b	i	z	true
a	b	i	ș	false
a	b	i	ț	false
a	b	i	ț	true
a	b	j	e	false
a	b	j	u	false
a	b	l	a	false
a	b	l	e	false
a	b	l	i	false
a	b	l	o	false
a	b	l	u	false
a	b	l	â	false
a	b	l	ă	false
a	b	n	e	false
a	b	n	i	false
a	b	n	o	false
a	b	o	a	false
a	b	o	c	true
a	b	o	f	true
a	b	o	g	true
a	b	o	i	false
a	b	o	i	true
a	b	o	l	false
a	b	o	l	true
a	b	o	m	true
a	b	o	n	false
a	b	o	n	true
a	b	o	r	false
a	b	o	r	true
a	b	o	s	false
a	b	o	t	false
a	b	o	t	true
a	b	o	u	false
a	b	o	u	true
a	b	o	ș	false
a	b	o	ș	true
a	b	o	ț	false
a	b	o	ț	true
a	b	r	a	false
a	b	r	e	false
a	b	r	i	false
a	b	r	o	false
a	b	r	u	false
a	b	r	â	false
a	b	r	ă	false
a	b	s	c	false
a	b	s	e	false
a	b	s	i	false
a	b	s	o	false
a	b	s	t	false
a	b	s	t	true
a	b	s	u	false
a	b	u	c	false
a	b	u	c	true
a	b	u	g	true
a	b	u	i	true
a	b	u	l	false
a	b	u	l	true
a	b	u	n	false
a	b	u	n	true
a	b	u	r	false
a	b	u	r	true
a	b	u	s	false
a	b	u	u	true
a	b	u	v	true
a	b	u	z	false
a	b	u	z	true
a	b	u	ș	false
a	b	z	i	false
a	b	â	n	false
a	b	ă	d	true
a	b	ă	m	false
a	b	ă	n	false
a	b	ă	n	true
a	b	ă	r	false
a	b	ă	r	true
a	b	ă	t	true
a	b	ă	ț	false
a	b	ă	ț	true
a	b	ț	i	false
a	c	a	b	true
a	c	a	c	false
a	c	a	c	true
a	c	a	d	true
a	c	a	f	true
a	c	a	g	true
a	c	a	i	false
a	c	a	i	true
a	c	a	j	false
a	c	a	j	true
a	c	a	l	false
a	c	a	l	true
a	c	a	m	false
a	c	a	m	true
a	c	a	n	false
a	c	a	n	true
a	c	a	o	true
a	c	a	p	true
a	c	a	r	false
a	c	a	r	true
a	c	a	s	false
a	c	a	s	true
a	c	a	t	false
a	c	a	t	true
a	c	a	u	false
a	c	a	u	true
a	c	a	z	false
a	c	a	z	true
a	c	a	ș	false
a	c	a	ș	true
a	c	a	ț	false
a	c	a	ț	true
a	c	c	a	false
a	c	c	e	false
a	c	c	i	false
a	c	c	o	false
a	c	d	e	false
a	c	e	a	false
a	c	e	d	true
a	c	e	e	true
a	c	e	f	true
a	c	e	i	false
a	c	e	i	true
a	c	e	l	false
a	c	e	l	true
a	c	e	m	false
a	c	e	m	true
a	c	e	n	false
a	c	e	n	true
a	c	e	p	false
a	c	e	r	false
a	c	e	r	true
a	c	e	s	false
a	c	e	t	false
a	c	e	t	true
a	c	e	u	false
a	c	e	u	true
a	c	e	ș	false
a	c	e	ț	false
a	c	e	ț	true
a	c	f	e	false
a	c	f	o	false
a	c	h	a	false
a	c	h	e	false
a	c	h	i	false
a	c	h	m	false
a	c	h	o	false
a	c	h	r	false
a	c	i	a	false
a	c	i	a	true
a	c	i	c	false
a	c	i	c	true
a	c	i	d	false
a	c	i	d	true
a	c	i	e	false
a	c	i	e	true
a	c	i	f	true
a	c	i	i	false
a	c	i	i	true
a	c	i	l	false
a	c	i	l	true
a	c	i	m	true
a	c	i	n	false
a	c	i	n	true
a	c	i	o	false
a	c	i	o	true
a	c	i	p	true
a	c	i	r	false
a	c	i	r	true
a	c	i	s	false
a	c	i	s	true
a	c	i	t	false
a	c	i	t	true
a	c	i	u	false
a	c	i	u	true
a	c	i	v	true
a	c	i	z	false
a	c	i	z	true
a	c	i	ș	false
a	c	i	ș	true
a	c	i	ț	false
a	c	l	a	false
a	c	l	e	false
a	c	l	i	false
a	c	l	o	false
a	c	l	u	false
a	c	l	â	false
a	c	l	ă	false
a	c	m	a	false
a	c	m	e	false
a	c	m	o	false
a	c	n	a	false
a	c	n	e	false
a	c	n	o	false
a	c	o	a	false
a	c	o	b	true
a	c	o	c	true
a	c	o	d	false
a	c	o	d	true
a	c	o	f	false
a	c	o	f	true
a	c	o	g	false
a	c	o	g	true
a	c	o	i	false
a	c	o	i	true
a	c	o	j	false
a	c	o	j	true
a	c	o	l	false
a	c	o	l	true
a	c	o	m	false
a	c	o	m	true
a	c	o	n	false
a	c	o	n	true
a	c	o	p	false
a	c	o	p	true
a	c	o	r	false
a	c	o	r	true
a	c	o	s	false
a	c	o	s	true
a	c	o	t	false
a	c	o	t	true
a	c	o	u	false
a	c	o	u	true
a	c	o	v	true
a	c	o	z	true
a	c	o	ș	true
a	c	p	a	false
a	c	q	u	false
a	c	r	a	false
a	c	r	e	false
a	c	r	i	false
a	c	r	o	false
a	c	r	u	false
a	c	r	â	false
a	c	r	ă	false
a	c	s	i	false
a	c	s	u	false
a	c	t	a	false
a	c	t	a	true
a	c	t	d	true
a	c	t	e	false
a	c	t	i	false
a	c	t	o	false
a	c	t	r	false
a	c	t	u	false
a	c	t	â	false
a	c	t	ă	false
a	c	u	a	false
a	c	u	a	true
a	c	u	b	true
a	c	u	c	false
a	c	u	c	true
a	c	u	d	true
a	c	u	e	true
a	c	u	i	true
a	c	u	l	false
a	c	u	l	true
a	c	u	m	false
a	c	u	m	true
a	c	u	n	true
a	c	u	o	true
a	c	u	p	false
a	c	u	p	true
a	c	u	r	false
a	c	u	r	true
a	c	u	s	false
a	c	u	t	false
a	c	u	t	true
a	c	u	u	true
a	c	u	v	true
a	c	u	z	false
a	c	u	z	true
a	c	u	â	true
a	c	u	ă	false
a	c	u	ă	true
a	c	u	ș	false
a	c	u	ș	true
a	c	u	ț	false
a	c	v	a	false
a	c	v	i	false
a	c	â	i	false
a	c	â	m	false
a	c	â	m	true
a	c	â	n	false
a	c	â	n	true
a	c	â	r	false
a	c	â	r	true
a	c	â	z	false
a	c	â	z	true
a	c	ă	d	true
a	c	ă	i	false
a	c	ă	i	true
a	c	ă	m	false
a	c	ă	n	false
a	c	ă	n	true
a	c	ă	r	false
a	c	ă	r	true
a	c	ă	t	false
a	c	ă	t	true
a	c	ă	u	false
a	c	ă	u	true
a	c	ă	z	false
a	c	ă	z	true
a	c	ă	ș	true
a	c	ă	ț	false
a	c	ă	ț	true
a	c	ș	i	false
a	c	ț	a	false
a	c	ț	i	false
a	d	a	b	true
a	d	a	c	false
a	d	a	c	true
a	d	a	g	false
a	d	a	g	true
a	d	a	i	false
a	d	a	l	false
a	d	a	l	true
a	d	a	m	false
a	d	a	m	true
a	d	a	n	false
a	d	a	o	true
a	d	a	p	false
a	d	a	p	true
a	d	a	r	false
a	d	a	r	true
a	d	a	s	false
a	d	a	s	true
a	d	a	t	false
a	d	a	t	true
a	d	a	u	false
a	d	a	u	true
a	d	a	v	true
a	d	a	x	true
a	d	a	z	true
a	d	a	ș	false
a	d	a	ș	true
a	d	a	ț	false
a	d	a	ț	true
a	d	d	e	false
a	d	e	a	false
a	d	e	a	true
a	d	e	b	true
a	d	e	c	false
a	d	e	c	true
a	d	e	e	true
a	d	e	f	true
a	d	e	i	false
a	d	e	i	true
a	d	e	l	false
a	d	e	l	true
a	d	e	m	false
a	d	e	m	true
a	d	e	n	false
a	d	e	n	true
a	d	e	o	true
a	d	e	p	false
a	d	e	p	true
a	d	e	r	false
a	d	e	r	true
a	d	e	s	false
a	d	e	s	true
a	d	e	t	false
a	d	e	t	true
a	d	e	u	true
a	d	e	v	true
a	d	e	z	false
a	d	e	z	true
a	d	e	ș	false
a	d	e	ș	true
a	d	e	ț	false
a	d	e	ț	true
a	d	g	e	false
a	d	h	o	false
a	d	i	a	false
a	d	i	a	true
a	d	i	c	false
a	d	i	c	true
a	d	i	d	true
a	d	i	e	false
a	d	i	e	true
a	d	i	f	true
a	d	i	g	false
a	d	i	g	true
a	d	i	i	false
a	d	i	i	true
a	d	i	j	true
a	d	i	l	true
a	d	i	m	false
a	d	i	m	true
a	d	i	n	false
a	d	i	n	true
a	d	i	o	false
a	d	i	o	true
a	d	i	p	false
a	d	i	p	true
a	d	i	r	false
a	d	i	r	true
a	d	i	s	false
a	d	i	s	true
a	d	i	t	false
a	d	i	t	true
a	d	i	u	false
a	d	i	u	true
a	d	i	v	false
a	d	i	v	true
a	d	i	z	true
a	d	i	ș	false
a	d	i	ș	true
a	d	i	ț	false
a	d	i	ț	true
a	d	j	e	false
a	d	j	i	false
a	d	j	o	false
a	d	j	u	false
a	d	l	e	false
a	d	m	e	false
a	d	m	i	false
a	d	m	o	false
a	d	n	a	false
a	d	n	i	false
a	d	n	o	false
a	d	o	a	false
a	d	o	c	false
a	d	o	c	true
a	d	o	d	true
a	d	o	f	true
a	d	o	g	false
a	d	o	g	true
a	d	o	h	false
a	d	o	h	true
a	d	o	i	true
a	d	o	l	true
a	d	o	m	false
a	d	o	m	true
a	d	o	n	false
a	d	o	n	true
a	d	o	p	false
a	d	o	r	false
a	d	o	r	true
a	d	o	s	false
a	d	o	s	true
a	d	o	t	true
a	d	o	u	false
a	d	o	u	true
a	d	o	x	false
a	d	o	x	true
a	d	o	z	true
a	d	p	i	false
a	d	p	r	false
a	d	r	a	false
a	d	r	e	false
a	d	r	i	false
a	d	r	o	false
a	d	r	u	false
a	d	r	â	false
a	d	r	ă	false
a	d	s	o	false
a	d	s	t	false
a	d	t	u	false
a	d	u	a	true
a	d	u	c	false
a	d	u	c	true
a	d	u	e	true
a	d	u	l	false
a	d	u	l	true
a	d	u	m	false
a	d	u	n	false
a	d	u	n	true
a	d	u	r	false
a	d	u	r	true
a	d	u	s	false
a	d	u	s	true
a	d	u	u	true
a	d	u	â	true
a	d	u	ă	true
a	d	u	ș	false
a	d	v	e	false
a	d	v	o	false
a	d	â	m	false
a	d	â	n	false
a	d	â	n	true
a	d	â	r	false
a	d	â	r	true
a	d	ă	m	false
a	d	ă	p	false
a	d	ă	p	true
a	d	ă	r	false
a	d	ă	r	true
a	d	ă	s	false
a	d	ă	u	true
a	d	ă	ș	false
a	e	d	i	false
a	e	d	r	false
a	e	d	u	false
a	e	f	i	false
a	e	l	a	false
a	e	l	e	false
a	e	l	i	false
a	e	l	u	false
a	e	p	o	false
a	e	r	a	false
a	e	r	e	false
a	e	r	g	false
a	e	r	g	true
a	e	r	i	false
a	e	r	l	true
a	e	r	o	false
a	e	r	u	false
a	e	r	â	false
a	e	r	ă	false
a	e	s	c	true
a	e	s	t	true
a	e	t	a	false
a	e	t	i	false
a	e	t	n	true
a	e	t	o	false
a	e	t	u	false
a	e	u	l	false
a	e	u	l	true
a	e	u	r	false
a	e	u	r	true
a	e	v	a	false
a	e	v	o	false
a	e	x	c	true
a	e	x	p	true
a	e	x	t	true
a	e	z	i	false
a	e	ș	t	true
a	f	a	b	true
a	f	a	c	false
a	f	a	c	true
a	f	a	e	true
a	f	a	g	true
a	f	a	i	false
a	f	a	j	false
a	f	a	j	true
a	f	a	l	false
a	f	a	l	true
a	f	a	m	false
a	f	a	n	false
a	f	a	n	true
a	f	a	p	false
a	f	a	r	false
a	f	a	r	true
a	f	a	s	false
a	f	a	s	true
a	f	a	t	false
a	f	a	t	true
a	f	a	u	false
a	f	a	u	true
a	f	a	z	true
a	f	a	ș	false
a	f	a	ț	false
a	f	a	ț	true
a	f	c	a	false
a	f	c	e	false
a	f	c	ă	false
a	f	e	a	false
a	f	e	b	true
a	f	e	c	false
a	f	e	c	true
a	f	e	g	true
a	f	e	i	false
a	f	e	i	true
a	f	e	l	true
a	f	e	m	false
a	f	e	m	true
a	f	e	n	false
a	f	e	n	true
a	f	e	o	true
a	f	e	r	false
a	f	e	r	true
a	f	e	s	false
a	f	e	s	true
a	f	e	t	false
a	f	e	t	true
a	f	e	u	false
a	f	e	u	true
a	f	e	z	false
a	f	e	z	true
a	f	e	ț	true
a	f	f	i	false
a	f	g	a	false
a	f	g	i	false
a	f	i	a	false
a	f	i	a	true
a	f	i	b	true
a	f	i	c	false
a	f	i	c	true
a	f	i	d	true
a	f	i	e	false
a	f	i	e	true
a	f	i	f	false
a	f	i	i	false
a	f	i	i	true
a	f	i	l	false
a	f	i	l	true
a	f	i	m	false
a	f	i	m	true
a	f	i	n	false
a	f	i	n	true
a	f	i	o	true
a	f	i	r	false
a	f	i	r	true
a	f	i	s	false
a	f	i	t	false
a	f	i	t	true
a	f	i	u	true
a	f	i	x	false
a	f	i	x	true
a	f	i	z	false
a	f	i	z	true
a	f	i	ș	false
a	f	i	ș	true
a	f	i	ț	true
a	f	l	a	false
a	f	l	e	false
a	f	l	i	false
a	f	l	o	false
a	f	l	u	false
a	f	l	â	false
a	f	l	ă	false
a	f	n	i	false
a	f	o	a	false
a	f	o	b	true
a	f	o	c	false
a	f	o	c	true
a	f	o	d	false
a	f	o	d	true
a	f	o	f	true
a	f	o	g	true
a	f	o	i	false
a	f	o	i	true
a	f	o	l	true
a	f	o	m	true
a	f	o	n	false
a	f	o	n	true
a	f	o	p	true
a	f	o	r	false
a	f	o	r	true
a	f	o	s	false
a	f	o	t	true
a	f	r	a	false
a	f	r	e	false
a	f	r	i	false
a	f	r	o	false
a	f	r	u	false
a	f	t	a	false
a	f	t	e	false
a	f	t	i	false
a	f	t	o	false
a	f	t	u	false
a	f	t	ă	false
a	f	u	c	false
a	f	u	i	true
a	f	u	l	false
a	f	u	l	true
a	f	u	m	false
a	f	u	m	true
a	f	u	n	false
a	f	u	r	false
a	f	u	r	true
a	f	u	s	true
a	f	u	z	true
a	f	â	n	false
a	f	â	n	true
a	f	ă	c	true
a	f	ă	d	true
a	f	ă	m	false
a	f	ă	r	false
a	f	ă	r	true
a	g	a	b	true
a	g	a	c	false
a	g	a	c	true
a	g	a	d	true
a	g	a	g	true
a	g	a	i	false
a	g	a	i	true
a	g	a	j	false
a	g	a	j	true
a	g	a	l	false
a	g	a	l	true
a	g	a	m	false
a	g	a	m	true
a	g	a	n	false
a	g	a	n	true
a	g	a	p	true
a	g	a	r	false
a	g	a	r	true
a	g	a	s	true
a	g	a	t	false
a	g	a	t	true
a	g	a	u	false
a	g	a	u	true
a	g	a	v	true
a	g	a	z	false
a	g	a	z	true
a	g	a	ș	false
a	g	a	ț	false
a	g	a	ț	true
a	g	d	a	false
a	g	d	e	false
a	g	d	i	false
a	g	e	a	false
a	g	e	c	false
a	g	e	c	true
a	g	e	d	false
a	g	e	d	true
a	g	e	i	false
a	g	e	l	false
a	g	e	l	true
a	g	e	m	false
a	g	e	m	true
a	g	e	n	false
a	g	e	n	true
a	g	e	o	true
a	g	e	r	false
a	g	e	r	true
a	g	e	s	false
a	g	e	s	true
a	g	e	t	false
a	g	e	t	true
a	g	e	u	true
a	g	e	z	false
a	g	e	ș	false
a	g	e	ț	false
a	g	e	ț	true
a	g	f	a	false
a	g	f	l	false
a	g	h	e	false
a	g	h	i	false
a	g	i	a	false
a	g	i	a	true
a	g	i	c	false
a	g	i	c	true
a	g	i	e	true
a	g	i	i	false
a	g	i	i	true
a	g	i	l	false
a	g	i	l	true
a	g	i	m	false
a	g	i	n	false
a	g	i	n	true
a	g	i	o	false
a	g	i	o	true
a	g	i	r	false
a	g	i	r	true
a	g	i	s	false
a	g	i	s	true
a	g	i	t	false
a	g	i	t	true
a	g	i	u	false
a	g	i	u	true
a	g	i	ș	false
a	g	i	ț	false
a	g	i	ț	true
a	g	l	a	false
a	g	l	e	false
a	g	l	i	false
a	g	l	o	false
a	g	l	u	false
a	g	l	ă	false
a	g	m	a	false
a	g	m	e	false
a	g	m	i	false
a	g	m	o	false
a	g	m	u	false
a	g	m	â	false
a	g	m	ă	false
a	g	n	a	false
a	g	n	a	true
a	g	n	e	false
a	g	n	i	false
a	g	n	o	false
a	g	n	â	false
a	g	n	ă	false
a	g	o	a	false
a	g	o	c	true
a	g	o	d	true
a	g	o	f	false
a	g	o	f	true
a	g	o	g	false
a	g	o	g	true
a	g	o	l	true
a	g	o	m	true
a	g	o	n	false
a	g	o	n	true
a	g	o	p	true
a	g	o	r	false
a	g	o	r	true
a	g	o	s	false
a	g	o	s	true
a	g	o	t	false
a	g	o	t	true
a	g	o	u	true
a	g	o	ț	false
a	g	o	ț	true
a	g	r	a	false
a	g	r	e	false
a	g	r	i	false
a	g	r	o	false
a	g	r	u	false
a	g	r	ă	false
a	g	s	t	false
a	g	u	a	false
a	g	u	b	true
a	g	u	d	false
a	g	u	d	true
a	g	u	l	false
a	g	u	l	true
a	g	u	m	false
a	g	u	m	true
a	g	u	n	true
a	g	u	r	false
a	g	u	r	true
a	g	u	s	false
a	g	u	s	true
a	g	u	z	false
a	g	u	z	true
a	g	u	ș	false
a	g	u	ș	true
a	g	â	n	false
a	g	â	z	false
a	g	â	z	true
a	g	â	ș	false
a	g	â	ț	false
a	g	â	ț	true
a	g	ă	i	false
a	g	ă	i	true
a	g	ă	m	false
a	g	ă	n	false
a	g	ă	n	true
a	g	ă	r	false
a	g	ă	r	true
a	g	ă	t	true
a	g	ă	ț	false
a	g	ă	ț	true
a	h	a	d	true
a	h	a	g	true
a	h	a	i	false
a	h	a	l	false
a	h	a	l	true
a	h	a	m	false
a	h	a	m	true
a	h	a	n	false
a	h	a	n	true
a	h	a	r	false
a	h	a	r	true
a	h	a	s	false
a	h	a	t	false
a	h	a	t	true
a	h	d	i	false
a	h	e	a	true
a	h	e	e	true
a	h	e	i	false
a	h	e	i	true
a	h	e	l	false
a	h	e	l	true
a	h	e	o	true
a	h	e	r	false
a	h	e	r	true
a	h	e	u	false
a	h	e	u	true
a	h	i	a	true
a	h	i	c	false
a	h	i	c	true
a	h	i	d	true
a	h	i	e	true
a	h	i	f	true
a	h	i	g	true
a	h	i	i	false
a	h	i	i	true
a	h	i	l	true
a	h	i	m	true
a	h	i	n	false
a	h	i	n	true
a	h	i	o	false
a	h	i	o	true
a	h	i	p	false
a	h	i	p	true
a	h	i	r	true
a	h	i	s	false
a	h	i	s	true
a	h	i	t	false
a	h	i	t	true
a	h	i	u	false
a	h	i	u	true
a	h	i	ș	false
a	h	l	a	false
a	h	l	e	false
a	h	l	p	false
a	h	l	ă	false
a	h	m	a	false
a	h	m	e	false
a	h	m	i	false
a	h	m	u	false
a	h	m	ă	false
a	h	n	a	false
a	h	n	e	false
a	h	n	i	false
a	h	n	o	false
a	h	n	ă	false
a	h	o	a	false
a	h	o	g	true
a	h	o	m	false
a	h	o	m	true
a	h	o	n	false
a	h	o	n	true
a	h	o	r	false
a	h	o	r	true
a	h	o	t	false
a	h	o	v	true
a	h	r	e	false
a	h	r	i	false
a	h	t	a	false
a	h	t	i	false
a	h	t	m	false
a	h	t	u	false
a	h	t	ă	false
a	h	u	l	false
a	h	u	l	true
a	h	u	r	false
a	h	u	r	true
a	h	u	z	true
a	h	z	a	false
a	h	â	n	false
a	h	â	n	true
a	h	ă	r	false
a	h	ă	r	true
a	h	ț	a	false
a	h	ț	i	false
a	i	a	c	false
a	i	a	c	true
a	i	a	d	true
a	i	a	f	true
a	i	a	i	false
a	i	a	j	false
a	i	a	j	true
a	i	a	l	false
a	i	a	l	true
a	i	a	m	false
a	i	a	m	true
a	i	a	n	false
a	i	a	n	true
a	i	a	p	false
a	i	a	r	false
a	i	a	r	true
a	i	a	s	false
a	i	a	s	true
a	i	a	t	false
a	i	a	t	true
a	i	a	u	false
a	i	a	u	true
a	i	a	z	true
a	i	a	ș	false
a	i	a	ț	false
a	i	a	ț	true
a	i	b	a	false
a	i	b	e	false
a	i	b	i	false
a	i	b	o	false
a	i	b	ă	false
a	i	c	a	false
a	i	c	c	true
a	i	c	e	false
a	i	c	h	false
a	i	c	i	false
a	i	c	o	false
a	i	c	u	false
a	i	c	â	false
a	i	c	ă	false
a	i	d	a	false
a	i	d	a	true
a	i	d	e	false
a	i	d	j	false
a	i	d	o	false
a	i	d	u	false
a	i	d	â	false
a	i	d	ă	false
a	i	e	c	false
a	i	e	f	true
a	i	e	g	true
a	i	e	i	false
a	i	e	i	true
a	i	e	l	true
a	i	e	m	false
a	i	e	n	false
a	i	e	n	true
a	i	e	p	false
a	i	e	p	true
a	i	e	r	false
a	i	e	r	true
a	i	e	s	false
a	i	e	t	false
a	i	e	t	true
a	i	e	u	true
a	i	e	v	true
a	i	e	z	false
a	i	e	z	true
a	i	e	ș	false
a	i	e	ț	false
a	i	e	ț	true
a	i	f	a	false
a	i	f	e	false
a	i	f	i	false
a	i	f	l	false
a	i	f	u	false
a	i	f	ă	false
a	i	g	a	false
a	i	g	i	false
a	i	g	o	false
a	i	g	r	false
a	i	h	a	false
a	i	h	u	false
a	i	j	a	false
a	i	j	e	false
a	i	k	i	false
a	i	l	a	false
a	i	l	e	false
a	i	l	i	false
a	i	l	l	true
a	i	l	o	false
a	i	l	u	false
a	i	l	â	false
a	i	l	ă	false
a	i	m	a	false
a	i	m	a	true
a	i	m	e	false
a	i	m	f	false
a	i	m	f	true
a	i	m	i	false
a	i	m	o	false
a	i	m	p	true
a	i	m	u	false
a	i	m	ă	false
a	i	n	a	false
a	i	n	d	false
a	i	n	d	true
a	i	n	e	false
a	i	n	f	true
a	i	n	g	false
a	i	n	g	true
a	i	n	i	false
a	i	n	l	true
a	i	n	o	false
a	i	n	t	true
a	i	n	u	false
a	i	n	â	false
a	i	n	ă	false
a	i	o	a	false
a	i	o	f	true
a	i	o	l	false
a	i	o	l	true
a	i	o	m	true
a	i	o	n	false
a	i	o	n	true
a	i	o	r	false
a	i	o	r	true
a	i	o	s	false
a	i	o	t	false
a	i	o	t	true
a	i	o	u	false
a	i	o	u	true
a	i	o	ș	false
a	i	o	ț	false
a	i	o	ț	true
a	i	p	a	false
a	i	p	e	false
a	i	p	i	false
a	i	p	o	false
a	i	p	u	false
a	i	p	ă	false
a	i	r	a	false
a	i	r	e	false
